Frame,Z_coord_n1,na_res,Z_coord_na
29,1.836964,22,-16.079924
101,1.1475035,225,-16.28624
103,1.0990424,110,-16.651695
104,1.2995697,110,-15.65142
131,-1.0986763,110,-19.847475
133,-0.76551926,110,-16.225962
142,-1.4832566,266,-15.511748
147,-0.95644736,266,-18.743137
148,-1.4784462,266,-16.8875
149,-2.0741444,266,-17.376083
150,-2.3930047,266,-16.664272
151,-1.4167176,266,-17.379087
152,-1.7274878,266,-18.194292
153,-1.8694147,266,-15.244319
154,-0.77888155,225,-18.122835
155,-1.4108034,266,-17.42272
156,-1.6264813,266,-17.907084
157,-1.6820518,266,-13.429744
158,-2.623602,266,-14.881852
159,-2.7296839,266,-12.17614
160,-2.206604,266,-13.9503565
161,-1.8712856,266,-14.060562
162,-2.4721596,266,-15.246619
163,-2.1624622,266,-17.087292
164,-2.206662,266,-16.936974
165,-1.8143356,266,-17.777296
166,-0.9166191,266,-15.373918
167,-1.4382308,266,-15.458965
168,-1.3262943,266,-16.146812
169,-0.4378536,266,-15.952986
170,-0.8548176,266,-17.28349
171,-1.5846523,266,-14.235259
172,-1.5298096,266,-13.589342
173,-1.2917129,266,-14.772604
177,-1.1580361,266,-17.826803
187,-3.1513453,266,-18.561546
192,-3.117893,266,-17.196032
193,-3.2442667,266,-16.577873
194,-3.2311265,266,-16.482325
195,-2.3543897,266,-14.327147
196,-1.9377291,266,-17.530495
197,-2.52511,266,-19.129946
198,-2.4110978,266,-19.198326
199,-2.9733846,266,-17.316372
200,-2.8418684,266,-18.198112
201,-2.6538703,266,-18.17709
202,-3.035205,181,-19.161777
203,-2.552734,181,-19.073587
204,-2.4002705,181,-16.769308
205,-2.4301262,181,-14.215062
206,-2.0552747,181,-10.228835
207,-1.9629395,181,-11.883696
208,-1.5083165,181,-10.171796
209,-1.545061,181,-11.258961
210,-2.3655684,181,-11.222418
211,-2.2293928,181,-10.157954
212,-1.9458792,181,-15.795534
213,-1.7907196,181,-15.07676
214,-0.9761815,181,-13.926162
215,-1.062075,181,-13.296484
216,-0.65607077,181,-12.327542
217,-0.65835136,181,-9.12803
218,-0.9335553,181,-13.810113
219,-0.80420244,181,-9.040788
220,-0.47821775,181,-9.587386
221,-0.33763605,181,-8.95951
222,-0.94282055,181,-9.326121
223,-1.2391893,181,-13.31138
224,-0.44196817,181,-13.7596
225,-1.119831,181,-14.446376
226,-1.2755423,181,-16.199768
227,-1.0215433,181,-15.250081
228,-1.3074125,181,-19.322739
229,-0.9915767,181,-16.166441
330,-2.8271239,110,-17.82235
332,-3.0427575,110,-16.646057
339,-3.6687665,110,-19.203714
340,-3.8161044,110,-17.989172
341,-4.696655,110,-19.680521
342,-4.967891,110,-18.848291
344,-4.8518004,110,-19.074898
391,-4.0227723,65,-20.738653
392,-3.9183247,65,-20.24427
393,-3.9518676,65,-17.25414
394,-4.0556827,65,-17.074623
395,-3.660827,65,-15.042833
396,-4.033855,65,-14.985598
397,-4.1860037,65,-14.524737
398,-4.754083,65,-19.88153
399,-3.7994921,65,-20.010307
