Frame,Z_coord_n1,na_res,Z_coord_na
0,-6.6672516,177,-25.926157
1,-6.890557,177,-21.77942
2,-6.9803705,177,-18.082174
3,-6.670785,177,-16.322845
4,-8.383571,177,-17.480299
5,-8.619464,177,-13.326485
6,-8.896798,177,-12.876382
7,-8.279099,177,-13.350544
8,-8.067851,177,-12.196633
9,-8.404308,177,-12.785756
10,-8.496303,177,-12.695095
11,-7.947008,177,-12.268098
12,-8.296279,177,-12.475693
13,-8.069558,177,-12.348171
14,-8.783996,177,-13.760423
15,-9.261662,177,-13.220258
16,-9.523823,177,-13.699928
17,-9.518474,177,-13.448527
18,-9.714244,177,-15.20207
19,-9.44504,177,-15.342439
20,-9.052024,177,-15.069771
21,-9.101122,177,-17.01698
22,-10.180689,177,-19.84034
23,-9.704812,177,-25.398712
24,-9.956318,177,-19.99419
25,-8.908282,47,-25.713663
26,-9.327944,47,-20.957193
27,-9.318929,177,-21.711653
28,-8.841656,177,-16.813904
29,-8.510808,177,-11.217755
30,-8.164816,177,-11.102475
31,-7.883939,177,-10.44032
32,-7.7473745,177,-8.217946
33,-7.0886335,177,-7.628139
34,-7.5838566,177,-8.146478
35,-6.739169,177,-7.3358235
36,-7.33099,177,-7.974812
37,-7.387363,177,-8.105634
38,-7.4993215,177,-7.6473565
39,-6.867068,177,-7.04298
40,-7.7521453,177,-7.8552113
41,-7.7647266,177,-8.070443
42,-7.74056,177,-8.108891
43,-7.5129776,177,-7.9340434
44,-7.189336,177,-7.3273854
45,-7.4857497,177,-7.589228
46,-7.7959747,177,-8.073242
47,-7.2416196,177,-7.8404994
48,-6.888891,177,-7.3897038
49,-7.1388144,177,-7.9672575
50,-7.4871964,177,-7.1654444
51,-7.553677,177,-7.997935
52,-6.866549,177,-7.468581
53,-6.9195776,177,-7.656115
54,-6.733414,177,-7.241337
55,-6.557597,177,-7.037451
56,-6.124368,177,-6.6522827
57,-5.9557595,177,-6.818879
58,-6.4112267,177,-6.9066877
59,-6.2344522,177,-6.345907
60,-5.902465,177,-6.3747363
61,-6.39624,177,-6.8221884
62,-5.8439994,177,-6.551871
63,-7.2286334,177,-7.547253
64,-6.576337,177,-7.0038514
65,-7.117325,177,-7.4850516
66,-6.520763,177,-6.988499
67,-6.5005054,177,-7.2025547
68,-6.219534,177,-6.724605
69,-6.7519584,177,-7.4382653
70,-6.1854897,177,-6.784023
71,-6.6138206,177,-6.7161117
72,-7.419915,177,-7.667643
73,-6.353869,177,-6.411028
74,-7.175253,177,-7.428801
75,-7.137642,177,-8.061338
76,-6.997488,177,-7.3528585
77,-6.886411,177,-7.1160007
78,-6.327333,177,-6.6884727
79,-6.7362313,177,-7.552923
80,-5.77288,177,-6.434869
81,-6.061347,177,-6.59802
82,-5.8515053,177,-5.956891
83,-6.5532594,177,-7.269015
84,-6.393278,177,-6.484841
85,-5.9703765,177,-6.628341
86,-6.001196,177,-6.0341673
87,-5.6528964,177,-6.1777368
88,-6.2785106,177,-6.981025
89,-6.3820853,177,-6.935334
90,-6.218869,177,-6.375626
91,-6.3948507,177,-6.656364
92,-5.921491,177,-6.4814625
93,-4.8374057,177,-5.4593177
94,-5.56289,177,-5.974607
95,-6.20768,177,-6.3563166
96,-5.424705,177,-7.311319
97,-5.3736134,177,-5.9714675
98,-5.706394,177,-6.318484
99,-5.3342752,177,-5.5953736
100,-5.177577,177,-5.56637
101,-5.5916495,177,-6.0368543
102,-5.358526,177,-5.8415923
103,-5.638966,177,-6.0117893
104,-5.033731,177,-5.5718036
105,-5.3276525,177,-6.358238
106,-4.956848,177,-5.368309
107,-4.9006953,177,-5.1875772
108,-4.9280367,177,-5.1912293
109,-4.989962,177,-5.2626677
110,-4.768758,177,-5.4144545
111,-4.108198,177,-4.723331
112,-4.2806234,177,-4.5734234
113,-4.384174,177,-5.833938
114,-4.852561,177,-4.914881
115,-4.264545,177,-4.9858727
116,-3.725019,177,-4.014258
117,-4.172495,177,-4.001517
118,-4.173712,177,-3.9159749
119,-4.2438946,177,-4.0650487
120,-3.5841997,177,-4.049876
121,-3.9074786,177,-4.08052
122,-3.4344416,177,-4.086402
123,-3.1779888,177,-3.7067442
124,-2.6938193,177,-3.2948112
125,-2.4170196,177,-3.1589427
126,-2.6258938,177,-3.5028093
127,-3.4798498,177,-4.673706
128,-2.693388,177,-3.1208642
129,-3.6603322,177,-3.8470454
130,-3.7681918,177,-4.0001426
131,-3.2787874,177,-3.3698506
132,-4.357546,177,-5.1133146
133,-4.3770547,177,-4.85407
134,-4.0964127,5,17.506287
135,-4.7259474,5,16.564913
136,-4.5695615,5,12.032047
137,-4.543486,177,-5.1091375
138,-4.311468,5,17.284306
139,-4.1841364,177,-4.4904914
140,-2.7775943,5,12.526651
141,-3.5112407,5,11.711302
142,-4.682492,177,-4.9596014
143,-3.5506094,177,-5.777476
144,-3.263605,5,12.703268
145,-3.6755433,5,11.964989
146,-4.4847565,177,-5.1651125
147,-4.7665787,177,-5.5363955
148,-4.1125016,5,11.019815
149,-4.5791836,5,10.193277
150,-3.9304647,5,12.733964
151,-3.9436545,5,14.497881
152,-4.3283596,177,-4.8136334
153,-3.8524718,5,16.643084
154,-3.2395883,5,13.163248
155,-3.8861268,5,15.062487
156,-4.312103,5,14.148034
157,-4.7098694,5,15.849695
158,-4.3687234,177,-5.3594947
159,-5.222884,177,-6.616797
160,-5.4850793,177,-5.874245
161,-5.5949965,177,-6.089144
162,-5.136126,177,-5.7889414
163,-5.3035235,177,-6.749014
164,-4.9989114,177,-5.396474
165,-5.3749247,177,-6.14881
166,-4.5783105,177,-4.947703
167,-4.0393453,177,-4.731843
168,-3.295017,177,-3.7434237
169,-3.0162718,177,-3.8391378
170,-3.4211376,177,-4.013247
171,-3.7622755,177,-4.073523
172,-3.448568,177,-4.0340314
173,-3.375359,177,-3.9751744
174,-3.3628607,177,-4.228486
175,-4.1650357,177,-5.0402365
176,-3.641348,177,-4.264829
177,-3.5499346,177,-3.536029
178,-3.5997381,177,-4.2098966
179,-3.6890254,177,-4.38796
180,-4.507015,177,-5.028399
181,-4.086866,177,-4.6015716
182,-3.7312987,177,-4.595756
183,-3.6873615,177,-4.839682
184,-4.1322556,100,-22.272453
185,-3.7863457,100,-20.951382
186,-3.8948455,100,-16.095814
187,-4.019066,149,-18.3212
188,-3.9917462,149,-17.967579
189,-3.8962202,149,-20.509127
190,-3.9907231,149,-11.341532
191,-3.4100316,149,-19.50628
192,-3.9229715,5,12.4821
193,-3.7186787,5,12.062217
194,-3.4951227,5,11.821933
195,-3.5259748,5,17.02223
196,-3.4637668,69,-20.364029
197,-3.9274466,69,-17.781366
198,-4.1485987,177,-4.644374
199,-3.9690828,5,12.590612
200,-3.2315068,177,-3.41822
201,-3.0232422,177,-3.5589726
202,-3.6256073,5,14.616375
203,-3.0754685,5,14.802067
204,-3.3233576,5,16.130169
205,-3.5933037,5,12.453791
206,-3.5118792,5,16.87308
207,-3.6906173,177,-4.4176574
208,-3.619824,177,-4.07118
209,-3.902771,177,-4.6024756
210,-4.207092,177,-5.6537933
211,-4.164551,177,-4.8887463
212,-3.9398792,177,-5.552972
213,-4.241626,177,-4.754937
214,-3.708537,177,-4.478942
215,-4.7074704,5,10.849171
216,-4.6815686,5,14.275424
217,-4.65645,5,13.696745
218,-4.6188507,177,-6.007898
219,-4.7238865,177,-5.75838
220,-4.589243,177,-5.5698714
221,-4.2405353,5,15.656256
222,-4.9924874,149,-19.417688
223,-4.1997886,177,-7.364738
224,-4.0383797,177,-7.38116
225,-3.9746788,177,-7.078942
226,-3.664239,177,-6.905741
227,-3.9294038,177,-7.300824
228,-3.719208,177,-6.9873314
229,-3.4926078,5,11.878124
230,-2.848976,5,11.499873
231,-2.4230876,5,13.558724
232,-2.5188437,5,15.750427
233,-2.436246,5,14.142987
234,-2.2056386,5,15.859097
235,-2.4967527,177,-5.5205617
236,-2.1727107,5,14.98423
237,-2.0322886,177,-5.46699
238,-2.1452167,5,15.795577
239,-1.9387974,177,-5.3128486
240,-1.3963175,5,19.650455
241,-1.9770939,5,19.380655
242,-1.7200695,5,18.13189
243,-1.2065227,5,15.922866
244,-1.3525704,5,16.13454
245,-2.164177,177,-5.116354
246,-1.8013663,177,-5.141408
247,-1.7728381,177,-4.8877616
248,-1.7798408,177,-5.250438
249,-2.7167137,177,-6.315892
250,-3.522157,177,-6.5219564
251,-3.0661297,177,-6.614521
252,-3.3352091,177,-5.978151
253,-4.0430417,177,-7.131255
254,-3.335365,177,-6.310676
255,-2.8953114,177,-6.427597
256,-3.3176544,177,-7.356021
257,-3.4753492,177,-9.27455
258,-3.5432398,5,14.715074
259,-3.338412,177,-9.223498
260,-3.5783653,177,-9.000228
261,-3.7497175,177,-10.59643
262,-3.1620207,5,16.004515
263,-2.2408218,5,14.542128
264,-2.9933727,177,-8.282669
265,-2.2796264,5,18.8928
266,-2.608845,5,18.855825
267,-2.6905892,177,-9.590089
268,-2.5795934,177,-8.51971
269,-2.323395,177,-5.683784
270,-3.4682705,177,-6.999339
271,-3.385384,177,-6.95173
272,-4.637129,177,-6.512303
273,-3.5566907,177,-4.892649
274,-4.098181,177,-5.5119114
275,-3.2771027,38,-17.041346
276,-3.4325354,38,-18.72488
277,-4.081719,38,-20.814137
278,-3.7548056,177,-5.4970503
279,-2.9436324,177,-4.585835
280,-3.3368561,177,-5.2172284
281,-3.1841135,177,-4.6259336
282,-3.3160725,5,17.40854
283,-2.4094296,5,19.31275
284,-3.1593738,177,-3.7980049
285,-3.41669,20,-22.18913
286,-3.411614,177,-6.357257
287,-3.311278,177,-6.2696705
288,-3.104614,5,13.673439
289,-3.4142385,177,-6.5996213
290,-3.4900885,177,-6.5638704
291,-3.343108,5,18.542095
292,-2.9544454,177,-6.8346806
293,-4.143563,177,-7.0619903
294,-3.9623933,177,-7.3591094
295,-3.1223702,177,-6.626135
296,-3.067186,149,-18.655693
297,-2.9534233,177,-6.9437256
298,-2.5162637,5,18.669401
299,-3.0981627,177,-6.414612
300,-2.0970557,149,-17.480953
301,-2.9032028,177,-6.139354
302,-2.7413642,5,13.99846
303,-3.6080818,5,14.5799465
304,-4.026127,149,-16.715021
305,-3.3141537,149,-17.239363
306,-3.6978354,149,-19.821964
307,-3.3486767,149,-16.991762
308,-3.672211,149,-16.233961
309,-3.5629766,149,-16.800144
310,-3.1163738,149,-18.91799
311,-4.1485105,149,-19.235893
312,-3.5065176,5,15.710244
313,-3.4378154,5,14.173176
314,-3.9794493,149,-17.620594
315,-3.8091235,149,-21.750952
316,-4.2231417,177,-4.8365955
317,-3.2184408,149,-14.289473
318,-3.1731255,149,-16.247547
319,-3.2980185,149,-14.81199
320,-2.5281923,149,-17.480131
