Frame,Z_coord_n1,na_res,Z_coord_na
10,0.7898714,146,-14.256268
14,1.6909114,45,-13.364234
16,0.76650584,45,-12.3633375
18,0.4913016,8,-14.743267
20,1.0057517,8,-13.056283
21,0.76143247,8,-17.369669
22,0.88449883,8,-12.5706215
34,0.7020037,10,-12.815615
35,0.37840036,10,-12.788007
36,-0.08459274,10,-13.165177
37,0.73129296,10,-15.014818
41,1.0364419,10,-16.872728
42,0.78755504,10,-17.479681
43,0.25444505,10,-18.440077
45,0.97464633,10,-15.354723
46,1.2254541,31,-13.985974
48,1.1203344,31,-12.444182
49,1.0331804,31,-12.448025
79,1.9091814,182,-16.255627
80,1.8723288,57,-15.109968
83,1.1506809,182,-17.770706
90,0.6520915,176,-14.101182
91,0.23129779,176,-15.727843
106,0.40246758,182,-16.52932
107,-0.34814146,182,-15.992039
113,-0.18274827,176,-15.660631
114,1.0700922,182,-16.665201
115,-0.55716306,176,-17.70019
117,-0.40190098,176,-13.992465
118,-0.41972482,31,-18.031849
119,-0.79253554,31,-20.127363
120,-0.16133943,31,-17.256464
121,-0.19692725,31,-17.378078
122,0.14361441,31,-14.1831045
123,0.32081267,31,-13.844377
125,0.24265224,31,-15.317678
126,0.46297085,182,-16.868258
136,0.9315872,182,-18.644201
137,1.0135849,182,-18.354687
141,1.4601382,182,-15.824966
144,1.1929339,182,-16.170647
145,1.2950171,31,-15.936425
146,0.67091894,31,-17.043295
147,0.7210173,31,-16.525078
148,0.7357273,31,-15.944464
149,0.30479664,9,-14.355473
153,-0.39227748,182,-17.206448
155,-0.5797006,31,-10.336833
156,-0.3176891,31,-13.138195
158,-0.71063256,31,-8.522591
160,0.40619943,31,-6.1537156
161,0.30997792,31,-6.7685723
163,0.49877396,31,-11.409027
164,-0.020954017,31,-15.830377
165,-0.16447596,31,-13.502841
167,0.075307846,31,-15.179586
168,-0.44799584,31,-14.629904
169,-0.7957126,31,-16.499907
170,-0.19353673,31,-19.009777
172,-0.5624093,31,-12.090575
173,-0.49022993,31,-18.511974
194,-3.0733402,156,-16.346209
195,-2.5992377,156,-21.790897
216,-2.2885036,48,-19.065502
