Frame,Z_coord_n1,na_res,Z_coord_na
0,-3.7091837,106,7.046561
1,-4.109747,106,5.4281206
2,-4.0664935,106,5.998482
3,-4.364934,106,2.061594
4,-4.293407,106,1.7857497
5,-4.3708115,106,1.8869864
6,-3.7694805,106,1.9414725
7,-4.30357,25,16.896606
8,-3.353447,106,2.5605989
9,-3.4139826,106,2.4889195
10,-3.8880684,106,2.8077974
11,-3.9831533,106,2.5928047
12,-4.4077473,106,-0.5426483
13,-4.411823,106,-0.5314594
14,-4.8249664,106,-1.2002447
15,-4.754494,106,-1.1404299
16,-4.776616,106,-1.3657103
17,-4.944977,106,-1.372673
18,-4.715393,106,-1.0531384
19,-4.432508,106,-0.820093
20,-4.405052,106,-0.65032196
21,-4.4094834,106,-0.8309366
22,-4.6318817,106,-0.64169365
23,-4.0001383,106,-0.7370521
24,-3.6975176,106,0.26986068
25,-4.6671305,106,-0.9668766
26,-4.199921,106,-0.701172
27,-3.9230745,106,-0.3878973
28,-3.6041868,106,-0.13235258
29,-4.148544,106,2.3268018
30,-4.119271,106,1.9525107
31,-4.877884,106,1.5877489
32,-4.106524,106,2.0238407
33,-4.483981,106,1.5605599
34,-4.2770205,106,2.140201
35,-3.4011219,106,2.4676895
36,-3.8573568,106,2.303574
37,-3.6448596,106,2.5954235
38,-3.5743356,106,2.4946637
39,-2.8637238,106,3.1830192
40,-2.7459996,106,3.5207376
41,-2.9258385,106,3.0449965
42,-3.520441,106,2.4093745
43,-3.1614387,106,2.840142
44,-3.020906,106,2.711415
45,-4.1787972,106,2.2077754
46,-4.016149,106,2.0330477
47,-4.0326757,106,2.165727
48,-4.275797,106,-0.37540248
49,-3.7275338,106,-0.4364471
50,-3.698971,106,-0.20297727
51,-2.8916452,106,0.57346314
52,-3.752423,106,-0.6267673
53,-2.9459815,106,0.5957472
54,-2.8713162,106,0.6300868
55,-2.8469877,106,0.68751276
56,-2.4884787,106,0.99594104
57,-2.9778023,106,0.87652636
58,-3.0451763,106,0.96283424
59,-2.5325837,106,1.0022559
60,-2.9975195,106,0.724907
61,-2.99855,106,0.6900218
62,-3.1129534,106,0.27072954
63,-3.3778975,106,0.16976742
64,-3.0698416,106,0.46135837
65,-2.8859012,106,0.3559518
66,-3.2619026,106,0.7374946
67,-2.981734,106,0.77299505
68,-3.1280572,106,0.416335
69,-3.1346757,106,0.13232015
70,-3.7556195,106,-0.35161808
71,-3.0061681,106,0.29421183
72,-1.8352519,106,1.3325348
73,-1.8519557,106,1.7641912
74,-2.2106035,106,1.2366761
75,-1.3163441,106,2.1626089
76,-1.4793446,98,-18.174269
77,-0.5551142,106,2.954981
78,-1.6592658,106,1.7379433
79,-2.1964934,106,1.6939033
80,-1.8402367,106,1.7538712
81,-1.3501958,106,2.260262
82,-1.4915514,106,2.0479228
83,-1.0732415,99,-17.7038
84,-1.5064374,106,2.3503315
85,-0.8895857,106,2.7032986
86,-0.38313922,106,3.2753236
87,-0.14535221,106,3.572704
88,-0.757869,106,3.3720205
89,-0.32180902,106,3.21396
90,-0.50574577,106,3.6567316
91,-0.9437152,106,2.4183905
92,-1.7929145,106,2.1308897
93,-1.5371139,106,2.6050422
94,-1.1337837,106,2.7985492
95,-0.55622864,106,3.0184166
96,-1.0589172,106,2.8878248
97,-0.5113063,106,3.21318
98,-0.22277115,106,3.2094634
99,-0.016384445,106,3.8391688
100,-0.35426247,106,2.9429028
101,-0.8574196,106,2.818122
102,-0.6648924,106,2.7478004
103,-0.77923524,99,-13.355686
104,-1.2052617,99,-14.003802
105,-0.7977468,99,-17.25391
106,-0.8934866,106,3.17238
107,-1.0804564,106,2.7997842
108,-1.1059967,106,3.515248
109,-1.123083,106,2.2431543
110,-1.5633758,106,2.4188364
111,-1.4455364,106,2.14065
112,-1.3211098,106,2.406374
113,-1.7181765,98,-19.37025
114,-1.1728996,98,-18.711796
115,-1.2527763,98,-18.127966
116,-1.0184678,98,-15.662475
117,-0.6417471,98,-16.799637
118,-1.274072,98,-18.218346
119,-1.0302991,106,2.5518484
120,-0.72747475,106,2.7745094
121,-0.7943068,106,3.0048478
122,-0.77115923,106,3.09742
123,-1.1008296,106,3.2311158
124,-0.6778646,106,3.3922222
125,-1.0166453,106,2.841245
126,-1.2915218,106,2.8700047
127,-1.6703836,106,2.3659842
128,-1.5025685,106,2.1170955
129,-1.1116306,106,2.9226992
130,-1.0673321,106,2.6344106
131,-1.3389227,106,2.8201697
132,-0.9486156,106,2.9639459
133,-0.72301996,106,3.329215
134,-1.979291,106,1.7895973
135,-0.8774122,106,2.8637106
136,-1.3658197,106,2.8490033
137,-1.9370557,106,1.7475879
138,-0.9862375,106,2.9915304
139,-0.780579,106,3.0465517
140,-1.0759087,106,2.990696
141,-0.22729437,106,3.9243407
142,-0.45036757,106,3.0692925
143,-0.24552192,106,3.5699983
144,-0.44191596,106,3.1639662
145,-0.7170697,106,3.2849755
146,-0.7916957,106,3.2073886
147,-0.65674067,106,3.0625787
148,-0.7031093,106,2.8537755
149,-0.84079576,106,2.8927174
150,-0.74272555,106,2.8947864
151,-1.0461196,106,2.7478223
152,-0.705128,106,3.1293476
153,-1.0749686,106,2.8337128
154,-1.0306175,106,3.1160586
155,-0.94106406,106,2.8316815
156,-1.243048,106,3.0133336
157,-0.84296685,106,2.9281497
158,-0.9667608,106,3.1489418
159,-0.56942624,106,3.3146567
160,-0.73975176,106,3.3317587
161,-0.536991,106,4.2567897
162,-0.57257974,106,3.6795125
163,-0.56757295,106,3.130989
164,-0.7099776,106,2.8710103
165,-0.94746476,106,2.9138484
166,-0.810402,106,2.8733516
167,-0.69329405,106,3.3274548
168,-0.5452538,106,4.010273
169,-0.06796216,106,3.7149582
170,-0.36413705,106,3.4366302
171,-0.6548852,106,3.0443518
172,-0.27920902,106,3.588847
173,-1.0672374,106,2.903483
174,-0.70507896,106,3.3758113
175,-1.0113181,106,3.0091057
176,-0.7321684,106,2.9504685
177,-0.2276715,106,3.681735
178,-0.8343171,106,2.671334
179,-0.4584499,106,3.6454475
180,-0.4168355,106,3.3347216
181,-0.13949879,106,3.8186274
182,-0.13999699,106,3.7137594
183,-0.79611456,106,2.8213325
184,-0.9034682,106,2.39044
185,-1.3231614,106,4.93851
186,-1.1498072,106,4.8826737
187,-1.5418892,106,3.929826
188,-1.438407,106,4.8812485
189,-1.2451582,106,4.4566455
190,-1.8219767,106,4.6932797
191,-1.1212041,106,4.941029
192,-0.9012565,106,5.2004914
193,-1.8241553,106,4.6070514
194,-1.7808284,98,-19.135832
195,-2.158607,106,3.767622
196,-2.335812,106,3.447886
197,-1.9135607,106,4.046762
198,-2.2417214,106,4.051003
199,-2.118053,106,4.0410557
200,-2.2841995,106,3.9162202
201,-1.9861358,106,3.728425
202,-1.8058577,106,4.1587453
203,-2.6481547,106,3.8033946
204,-2.107458,106,3.819197
