Frame,Z_coord_n1,na_res,Z_coord_na
0,-6.339871,150,-3.9151402
1,-6.3328595,150,-3.8794928
2,-6.5487328,150,-4.436053
3,-6.7892923,150,-4.433844
4,-6.752161,16,14.083949
5,-6.8050094,16,10.771982
6,-7.520973,150,-5.3967233
7,-6.695553,150,-4.1478744
8,-6.67088,42,9.959424
9,-6.940653,150,-4.6714106
10,-7.19228,150,-4.642527
11,-7.0236187,150,-4.431866
12,-6.7964563,150,-4.8609333
13,-7.3610716,150,-5.130046
14,-7.2789316,150,-4.430137
15,-6.845457,150,-3.3699489
16,-6.8036413,150,-3.5907843
17,-6.661888,150,-3.5830774
18,-7.0114794,150,-3.8415084
19,-6.8892956,16,13.956547
20,-6.10859,16,14.478417
21,-5.416227,150,-2.238686
22,-6.5171247,150,-3.095005
23,-7.116943,16,10.632582
24,-6.3868217,16,13.375518
25,-6.362236,16,14.534325
26,-6.5312886,16,15.344756
27,-6.406117,150,-2.674399
28,-5.453865,150,-2.001772
29,-6.6313953,150,-2.9663658
30,-6.5421257,150,-3.7709725
31,-5.515829,97,-18.95407
32,-5.5941315,97,-22.910297
33,-5.2652555,150,-1.5199232
34,-5.035618,150,-1.3582662
35,-5.2827997,150,-1.0903102
36,-4.398014,150,-0.3232784
37,-4.325667,150,-0.51758784
38,-3.994418,150,-0.050139185
39,-4.3395348,150,-0.60977834
40,-4.4042397,150,-0.60646576
41,-4.8297153,150,-2.2649572
42,-4.291028,16,15.90445
43,-3.8298557,150,0.21856852
44,-3.383801,150,0.67078143
45,-3.6234746,16,18.021336
46,-4.2315016,150,-0.47975343
47,-3.530586,16,17.480522
48,-3.3026972,150,0.25370377
49,-3.6463637,150,-0.49670777
50,-3.72887,150,0.46705857
51,-3.6723213,150,0.74819356
52,-3.542755,150,-0.03401427
53,-3.388913,150,0.78228873
54,-3.3943865,150,1.4602396
55,-3.5616844,150,0.597373
56,-3.2240791,150,1.3685812
57,-3.1638174,150,0.61298215
58,-3.5096135,150,0.69253516
59,-3.5952494,150,1.0547593
60,-2.6058216,150,1.5953845
61,-3.1073692,150,0.917892
62,-3.2436566,150,1.2916095
63,-3.5871248,150,1.2967091
64,-3.1135075,150,0.93375343
65,-3.6549232,150,0.9421628
66,-3.0171373,150,1.5058882
67,-3.6848347,150,0.69238776
68,-3.6272454,150,0.43061265
69,-3.746374,150,0.081207074
70,-3.592517,150,0.34627166
71,-3.2218418,150,0.7483846
72,-3.680067,150,0.4392446
73,-4.049387,150,0.40496004
74,-4.1545973,150,0.64617866
75,-3.8291516,150,0.09565947
76,-3.2060506,150,0.9125341
77,-4.002408,150,0.39871937
78,-2.9349852,150,1.3320271
79,-2.6637106,150,1.397999
80,-2.8925068,150,2.3049183
81,-2.9356256,150,1.3259535
82,-3.1609197,150,2.064981
83,-3.483108,150,0.753367
84,-3.182638,150,1.7943988
85,-3.5769036,150,1.2517391
86,-3.4488301,150,1.0771974
87,-3.5576668,150,1.7986789
88,-3.2743392,150,1.8461646
89,-2.5580924,150,1.8954002
90,-3.1781645,150,1.226339
91,-2.5303164,150,1.5385909
92,-2.821789,129,13.250323
93,-3.4031937,150,1.0857549
94,-3.1364558,150,1.1463728
95,-3.8798466,150,0.45359012
96,-3.4447796,150,1.2242882
97,-3.1784432,150,1.5172349
98,-3.0701544,150,1.5009613
99,-3.1818225,150,1.1374204
100,-3.561317,150,0.7590303
101,-3.2343736,150,1.5683924
102,-3.248311,150,1.3905977
103,-2.8314545,150,1.7323374
104,-3.0554209,150,0.9753945
105,-3.169636,150,1.2447616
106,-2.7718058,150,0.47305766
107,-2.8782227,150,1.1221937
108,-3.4268394,150,0.5920319
109,-3.4737828,150,0.67935
