Frame,Z_coord_n1,na_res,Z_coord_na,prod,na_z,NQRD26-NQRE115,NQRD107-NQRE23,tIC1,tIC2,tIC3,tIC4,tIC5,tIC6,tIC7,tIC8,tIC9,tIC10,tIC11,tIC12,tIC13,tIC14,tIC15,tIC16,tIC17,tIC18,tIC19,tIC20,tIC21,tIC22,tIC23,tIC24,tIC25,tIC26,tIC27,tIC28,tIC29,tIC30,tIC31,tIC32,tIC33,tIC34,tIC35,tIC36,tIC37,tIC38,tIC39,tIC40,tIC41,tIC42,tIC43
1498,-15.758404,174.0,-18.573395,prod4,-2.81,9.62,4.14,-1.02,0.23,-0.27,0.15,0.27,0.25,-0.4,-0.97,0.49,-0.15,-1.72,-0.02,0.23,-0.48,-0.24,-0.05,0.19,0.07,0.08,-0.13,0.01,-0.15,0.13,-0.03,-0.31,-0.15,0.29,-0.05,-0.18,-0.05,0.04,-0.12,-0.1,-0.28,-0.33,-0.11,-0.3,-0.08,-0.32,-0.15,0.03,-0.11,0.09
1499,-15.920928,174.0,-19.3712,prod4,-3.45,10.43,4.16,-1.04,0.53,-0.66,0.26,0.31,0.35,-0.24,-1.26,0.78,0.03,-1.02,0.21,0.01,0.08,-0.33,-0.02,-0.17,0.31,0.38,-0.0,-0.1,-0.07,-0.47,-0.02,-0.03,-0.13,0.31,-0.06,-0.2,0.17,0.05,-0.03,-0.02,0.18,0.14,-0.01,0.07,-0.02,-0.12,0.02,-0.08,-0.03,0.08
1500,-14.847319,174.0,-18.021088,prod4,-3.17,10.7,3.85,-1.01,0.4,-0.76,0.08,0.16,0.19,0.28,-1.36,0.71,-0.02,-1.75,0.61,-0.42,-0.2,-0.42,-0.09,-0.32,0.15,0.42,0.06,-0.01,-0.13,0.02,0.38,-0.35,0.0,0.15,0.05,0.07,0.21,0.16,-0.03,-0.07,0.02,0.1,-0.04,0.24,0.13,0.04,0.13,0.01,0.0,0.04
1501,-15.765591,129.0,5.9258256,prod4,21.69,10.8,3.48,-1.0,0.1,-0.28,0.61,0.49,0.15,-0.33,-0.92,0.5,-0.18,-1.51,0.3,-0.23,-0.61,0.27,-0.18,-0.24,0.03,0.4,0.34,-0.1,-0.07,-0.36,0.3,-0.2,-0.39,0.15,-0.22,0.23,-0.06,0.26,-0.17,-0.28,0.07,-0.16,-0.05,0.15,0.08,0.37,0.09,-0.04,0.1,0.0
1502,-15.2531805,174.0,-19.188139,prod4,-3.93,9.95,3.48,-1.08,0.13,-0.46,0.2,0.24,0.29,-0.13,-0.73,0.78,-0.11,-1.54,0.17,0.32,-0.15,0.15,-0.38,-0.2,-0.4,0.18,0.06,-0.17,0.11,0.39,0.19,-0.2,-0.44,0.21,0.23,0.2,-0.24,0.22,-0.22,0.03,-0.11,0.02,-0.12,0.0,-0.11,-0.0,-0.08,-0.03,0.03,-0.04
1503,-16.100832,174.0,-19.28466,prod4,-3.18,10.57,3.63,-0.95,0.17,-0.52,-0.01,0.43,0.19,-0.19,-1.17,0.57,-0.13,-1.1,0.43,-0.15,-0.65,-0.11,-0.8,-0.01,-0.09,0.14,0.19,-0.32,-0.11,-0.06,0.48,-0.06,-0.39,0.73,0.04,0.27,-0.14,0.15,-0.2,-0.11,0.35,-0.1,-0.07,0.19,0.07,0.07,-0.02,-0.03,0.16,-0.18
1504,-14.820455,174.0,-18.578869,prod4,-3.76,10.3,3.73,-1.06,0.47,-0.22,0.07,0.18,0.31,-0.23,-0.91,0.25,0.19,-1.41,0.14,0.06,-0.02,-0.17,-0.43,0.19,-0.06,0.64,-0.02,-0.23,-0.28,-0.27,0.05,-0.33,-0.42,0.02,-0.12,0.4,0.02,0.33,-0.0,-0.09,0.01,0.06,0.07,0.17,0.08,-0.01,0.04,0.03,0.11,0.02
1505,-15.208485,174.0,-18.346197,prod4,-3.14,9.91,3.56,-1.01,0.34,-0.56,0.38,-0.44,0.24,-0.07,-1.43,0.17,0.01,-1.27,0.42,0.05,-0.02,-0.8,0.75,-0.07,0.08,-0.09,0.25,-0.03,-0.18,-0.11,0.64,-0.25,-0.43,0.43,-0.13,0.11,-0.2,0.51,0.03,0.12,0.07,0.2,0.01,0.23,-0.05,-0.08,0.07,-0.22,0.1,0.03
1506,-15.390963,174.0,-18.89166,prod4,-3.5,10.86,3.98,-1.09,0.35,-0.28,0.12,0.27,0.49,-0.29,-0.88,0.54,0.11,-1.22,0.33,0.04,-0.04,0.03,-0.43,-0.03,-0.08,0.29,0.29,0.2,0.02,-0.47,0.08,-0.03,-0.27,0.06,0.02,-0.05,-0.07,0.28,-0.39,0.04,0.31,-0.06,0.01,-0.0,0.07,0.01,-0.03,0.09,0.14,0.01
1507,-15.375185,174.0,-18.685791,prod4,-3.31,10.42,3.36,-1.09,0.03,-0.57,0.23,0.28,0.19,-0.15,-0.63,0.38,0.12,-1.22,0.56,0.17,-0.08,-1.04,0.23,0.07,-0.29,0.06,-0.33,0.34,0.4,0.07,0.26,-0.24,0.19,-0.03,0.03,0.19,-0.23,0.5,0.07,0.12,-0.33,-0.11,-0.01,-0.12,0.11,0.03,0.09,-0.25,-0.05,0.06
1508,-15.796442,174.0,-18.80252,prod4,-3.01,10.2,3.7,-1.11,0.53,-0.73,0.4,0.62,0.42,-0.32,-1.5,0.34,0.65,-1.39,0.07,-0.3,-0.3,-0.74,0.2,0.22,-0.34,-0.24,0.49,-0.29,-0.19,-0.17,-0.16,-0.25,-0.42,0.57,0.05,0.0,0.03,0.33,0.12,-0.17,-0.01,0.11,0.11,0.06,-0.08,0.17,-0.04,0.08,-0.0,-0.01
1509,-15.041056,174.0,-18.252573,prod4,-3.21,10.54,4.07,-1.12,0.52,-0.63,0.56,0.53,0.33,-0.55,-1.25,0.77,0.3,-1.33,0.32,-0.12,-0.56,0.08,-0.49,0.15,-0.17,0.24,0.33,0.05,0.2,-0.15,-0.54,-0.11,-0.34,0.32,0.12,0.08,-0.05,0.52,-0.23,0.09,0.23,-0.11,0.02,0.1,0.16,0.19,-0.24,0.13,0.08,-0.06
1510,-15.135596,174.0,-18.486162,prod4,-3.35,10.78,3.36,-1.04,0.48,-0.89,0.53,-0.1,0.36,-0.1,-0.42,0.51,0.7,-1.13,0.76,-0.07,-0.48,-0.28,-0.37,-0.45,-0.2,0.13,-0.06,0.14,0.3,-0.32,-0.14,-0.4,-0.27,0.13,0.1,0.1,0.5,0.58,-0.07,-0.17,0.17,0.0,0.05,-0.05,0.08,0.06,-0.11,0.21,0.03,0.03
1511,-15.3187,174.0,-18.689842,prod4,-3.37,10.12,3.52,-1.06,0.64,-0.68,0.71,-0.19,0.05,0.41,-0.63,-0.03,0.05,-1.05,0.42,-0.03,-0.2,-0.17,0.25,0.05,-0.51,-0.08,0.24,0.25,0.5,-0.19,0.02,-0.03,-0.73,0.16,-0.21,0.27,0.17,0.31,-0.38,0.12,0.18,0.14,-0.07,0.08,-0.02,0.01,0.0,0.04,-0.05,-0.03
1512,-15.117683,174.0,-18.345894,prod4,-3.23,9.7,4.23,-0.97,0.56,-0.12,0.48,-0.16,0.6,0.22,-1.56,0.5,0.29,-1.29,0.31,0.04,-0.27,0.12,-0.16,-0.14,0.15,0.05,0.3,0.13,0.38,-0.12,0.13,-0.49,-0.25,0.51,0.37,-0.25,-0.22,0.2,-0.05,0.18,-0.0,0.3,0.08,0.17,0.11,0.21,0.04,-0.02,0.09,0.04
1513,-15.684367,174.0,-19.093311,prod4,-3.41,10.46,4.04,-1.1,0.51,-0.55,0.45,0.07,0.44,0.13,-0.81,0.75,0.12,-1.03,-0.27,-0.27,-0.05,-0.04,-0.29,0.08,-0.6,0.2,0.07,0.26,-0.0,0.23,-0.03,-0.44,-0.34,0.1,-0.01,0.05,0.06,0.31,-0.15,-0.05,0.14,-0.34,0.04,-0.21,-0.02,-0.06,-0.07,0.11,0.03,0.06
1514,-15.524145,174.0,-18.799728,prod4,-3.28,9.4,3.96,-1.01,0.34,-0.61,0.53,-0.16,0.44,0.02,-1.19,0.46,-0.04,-1.86,0.08,0.07,-0.29,0.0,-0.16,0.06,-0.58,-0.21,0.02,0.18,0.41,-0.27,-0.0,-0.22,-0.08,0.57,0.06,-0.14,0.13,0.12,0.04,-0.05,-0.16,0.09,0.24,0.13,0.09,0.08,-0.0,0.19,0.05,0.02
1515,-15.396854,174.0,-18.576223,prod4,-3.18,9.48,4.18,-1.04,0.51,0.08,0.41,0.47,0.67,0.12,-0.85,0.8,0.25,-1.3,0.33,0.17,-0.01,0.09,-0.18,0.41,-0.43,0.24,0.2,0.27,0.23,-0.36,-0.24,-0.03,-0.32,0.13,-0.08,0.14,-0.11,0.27,0.39,-0.09,0.04,-0.07,0.03,0.14,0.25,0.06,0.03,0.28,0.07,-0.02
1516,-16.402668,174.0,-19.444847,prod4,-3.04,10.49,3.41,-1.09,0.69,-0.81,0.22,0.04,0.48,0.02,-1.23,0.63,-0.38,-1.37,0.88,0.59,-0.05,0.05,-0.11,-0.5,-0.38,-0.67,0.16,-0.17,0.58,0.11,0.18,-0.0,-0.24,0.25,-0.0,0.23,0.04,0.32,0.01,-0.02,0.28,-0.2,0.17,-0.47,0.04,-0.09,-0.08,0.11,0.03,-0.04
1517,-15.467788,174.0,-18.816599,prod4,-3.35,11.71,3.43,-1.05,0.66,-0.87,0.36,0.02,0.16,0.06,-0.77,0.54,0.07,-1.31,0.0,-0.14,0.04,-0.57,-0.22,-0.29,-0.17,0.09,0.4,-0.29,0.14,-0.31,0.03,-0.49,-0.21,0.27,0.3,0.05,-0.12,0.42,-0.15,-0.22,0.27,0.02,-0.08,-0.18,0.17,0.3,0.01,-0.05,0.11,-0.04
1518,-15.255458,174.0,-19.11457,prod4,-3.86,10.86,3.57,-1.05,0.37,-0.64,0.43,0.12,0.41,0.16,-1.01,0.43,-0.3,-1.95,0.09,-0.19,0.02,-0.23,0.16,-0.58,0.2,-0.22,0.55,0.32,0.14,-0.16,-0.02,-0.64,0.22,0.29,0.37,0.09,-0.03,0.27,0.0,0.02,-0.02,-0.13,-0.07,-0.01,0.03,0.2,0.04,-0.09,0.07,0.01
1519,-15.846928,174.0,-19.121767,prod4,-3.27,10.87,3.44,-1.13,0.65,-0.48,0.46,-0.05,0.55,-0.24,-0.79,0.84,0.55,-1.09,0.35,-0.33,0.34,-0.11,-0.3,-0.06,-0.05,-0.08,0.59,-0.24,-0.11,-0.44,-0.64,-0.31,-0.44,0.49,0.31,0.17,-0.15,0.17,-0.04,0.01,0.25,-0.12,0.12,0.24,0.3,0.2,-0.06,0.23,0.01,0.0
1520,-15.097754,174.0,-18.73827,prod4,-3.64,10.8,4.02,-1.08,0.57,-0.51,0.34,0.46,0.77,-0.01,-0.6,0.98,0.5,-1.37,-0.12,0.15,0.07,0.2,-0.36,0.15,-0.33,0.05,0.01,-0.05,-0.22,-0.47,-0.45,-0.31,0.04,0.38,0.06,0.23,-0.05,0.01,-0.17,-0.15,0.31,-0.22,0.09,0.13,0.02,0.23,-0.29,0.04,0.01,0.0
1521,-15.620187,174.0,-18.990019,prod4,-3.37,11.55,3.8,-1.14,0.48,-0.64,0.21,0.0,0.4,0.03,-0.96,0.52,-0.19,-1.14,0.16,-0.4,-0.0,-0.15,-0.16,0.07,-0.19,0.25,0.45,-0.22,-0.17,-0.21,-0.55,-0.22,0.09,0.26,0.25,0.18,0.27,0.25,0.13,-0.15,0.39,-0.46,0.01,0.16,0.1,0.07,-0.03,0.13,0.02,0.03
1522,-15.670021,174.0,-18.937548,prod4,-3.27,10.05,3.54,-0.96,0.76,-0.07,0.46,-0.11,0.35,0.38,-1.02,0.77,0.08,-1.37,0.46,-0.62,-0.14,-0.03,0.04,-0.42,-0.12,0.44,0.27,-0.18,-0.0,-0.27,-0.55,-0.35,-0.4,0.18,-0.14,0.17,-0.05,-0.07,-0.1,-0.11,0.1,-0.13,0.06,-0.01,0.1,-0.01,-0.02,0.22,0.13,-0.03
1523,-15.292173,174.0,-19.020685,prod4,-3.73,9.79,3.48,-1.07,0.32,-0.18,0.26,-0.11,0.4,-0.15,-0.99,0.67,-0.02,-1.51,0.22,-0.0,-0.21,-0.11,0.12,-0.14,-0.28,0.06,0.18,-0.01,-0.05,-0.55,-0.2,-0.18,-0.33,-0.01,-0.11,0.22,-0.03,0.24,0.25,-0.23,0.01,0.19,0.13,-0.05,0.1,-0.03,0.06,0.25,0.01,-0.03
1524,-15.435074,174.0,-18.842747,prod4,-3.41,10.78,3.9,-1.1,0.28,-0.36,0.56,0.14,0.28,-0.63,-1.51,0.89,-0.24,-1.87,0.3,-0.44,-0.54,-0.06,-0.12,-0.44,0.11,0.1,0.03,-0.11,0.22,0.01,-0.37,-0.61,0.01,-0.11,0.07,-0.18,-0.04,0.33,0.1,-0.3,-0.07,0.16,0.23,-0.15,0.18,0.13,0.05,-0.13,-0.03,0.03
1525,-15.34388,174.0,-18.645067,prod4,-3.3,10.27,4.09,-1.07,0.34,-0.63,0.02,0.73,0.29,-0.37,-1.61,0.52,0.53,-1.89,0.05,-0.41,-0.35,-0.71,0.16,0.33,-0.09,0.29,-0.07,0.09,-0.35,-0.08,0.03,-0.35,-0.36,0.22,0.06,0.12,-0.22,0.26,0.11,-0.17,0.12,0.06,-0.15,0.11,-0.05,0.07,0.04,0.14,-0.06,-0.06
1526,-15.716821,174.0,-18.734568,prod4,-3.02,10.74,3.76,-1.03,0.5,-0.45,0.14,0.25,-0.1,0.1,-0.73,0.65,-0.25,-1.22,0.22,0.12,-0.49,-0.61,-0.41,-0.1,-0.17,0.48,-0.5,0.18,0.0,-0.26,0.49,-0.06,0.04,0.33,0.12,0.22,0.16,0.3,-0.17,0.1,0.15,-0.01,-0.27,0.08,0.22,-0.17,0.05,-0.08,0.06,0.1
1527,-15.936536,134.0,-32.309544,prod4,-16.37,10.82,4.03,-1.07,0.12,-0.51,0.04,0.49,0.19,-0.44,-0.77,0.57,-0.08,-1.59,-0.01,-0.12,-0.21,-0.19,-0.05,-0.12,-0.12,0.46,0.19,-0.02,0.47,-0.09,0.21,-0.34,-0.26,-0.05,0.07,0.37,0.38,0.36,-0.06,-0.2,0.13,0.06,-0.02,0.08,0.05,-0.07,-0.06,-0.05,0.08,0.05
1528,-16.180933,174.0,-19.533993,prod4,-3.35,9.65,3.67,-1.02,0.24,-0.49,0.17,0.48,0.16,-0.2,-0.99,0.96,0.04,-1.53,0.58,0.3,0.49,0.02,-0.08,-0.14,0.13,0.44,0.05,-0.01,-0.25,-0.14,0.05,-0.03,-0.22,0.05,-0.03,0.14,-0.09,0.42,0.07,-0.06,-0.18,0.27,-0.07,0.11,-0.04,0.03,0.09,0.01,0.01,0.08
1529,-16.250906,123.0,-31.028685,prod4,-14.78,10.19,3.76,-0.97,0.35,-0.3,0.15,0.59,0.11,-0.01,-1.27,0.73,-0.05,-1.62,0.22,-0.17,-0.16,0.19,-0.53,-0.11,-0.07,0.53,-0.1,-0.34,-0.12,-0.11,0.01,-0.27,-0.58,0.08,0.03,0.09,-0.34,0.33,0.15,-0.32,0.12,0.13,-0.09,0.0,-0.04,0.02,0.05,0.01,0.03,0.01
1530,-15.690282,174.0,-18.655485,prod4,-2.97,8.72,3.87,-1.02,0.13,-0.28,0.22,0.64,0.11,0.16,-1.53,1.05,-0.1,-1.66,0.31,-0.18,0.48,0.24,-0.43,-0.12,-0.15,0.23,0.15,-0.0,0.13,0.1,0.42,-0.13,-0.34,0.43,0.04,0.03,-0.08,0.1,0.19,0.31,-0.23,0.01,-0.07,0.15,-0.05,0.08,-0.23,0.05,0.12,0.03
1531,-16.193745,174.0,-19.067968,prod4,-2.87,8.49,3.48,-1.01,0.12,-0.79,-0.1,0.64,0.06,-0.18,-0.66,0.68,-0.05,-1.91,0.03,0.56,-0.02,0.24,-0.45,-0.16,-0.22,0.06,0.12,-0.15,-0.1,0.16,-0.06,0.2,-0.05,0.35,-0.38,0.19,-0.04,0.08,0.48,0.2,-0.11,0.11,-0.15,0.13,0.04,-0.1,0.15,0.06,0.09,0.04
1532,-15.559979,174.0,-18.39059,prod4,-2.83,9.83,3.57,-0.98,-0.04,-0.49,-0.3,0.55,0.97,0.04,-1.1,0.6,0.08,-1.47,0.64,0.32,-0.53,-0.33,-0.85,-0.04,-0.37,-0.02,-0.15,-0.21,-0.26,-0.24,0.09,-0.28,0.11,0.03,-0.47,0.08,-0.07,0.45,0.24,-0.16,-0.21,0.02,0.14,-0.07,0.17,-0.01,0.15,-0.06,0.14,-0.1
1533,-16.050055,174.0,-19.368399,prod4,-3.32,10.29,3.81,-0.99,0.38,-0.68,0.12,0.6,0.08,-0.1,-1.21,0.84,0.27,-1.45,0.32,0.04,-0.01,-0.4,-0.3,0.38,0.12,0.19,-0.17,-0.66,-0.07,0.0,0.66,0.17,-0.18,0.41,-0.15,0.21,-0.23,0.46,-0.12,-0.07,-0.01,0.25,0.08,0.02,0.16,0.02,-0.03,-0.24,0.12,0.08
1534,-15.79001,174.0,-18.446716,prod4,-2.66,7.91,4.22,-0.93,0.17,0.0,0.53,0.71,0.4,0.05,-1.78,1.16,0.02,-1.92,-0.45,0.02,0.12,-0.3,0.12,0.35,-0.54,0.03,0.17,0.06,-0.34,0.38,-0.02,-0.03,-0.44,0.41,-0.12,0.02,-0.11,0.11,0.55,0.02,-0.06,0.14,-0.11,0.1,-0.07,0.1,-0.04,0.1,0.02,-0.0
1535,-16.09959,174.0,-19.319904,prod4,-3.22,8.82,3.66,-0.99,0.37,-0.26,0.15,0.4,0.35,-0.04,-1.38,0.59,0.19,-1.9,-0.36,0.27,0.33,0.25,-0.15,-0.19,-0.2,0.76,0.34,-0.04,-0.08,0.16,-0.15,-0.04,-0.2,0.69,0.02,-0.08,0.02,0.33,0.2,-0.01,-0.39,0.16,-0.21,-0.11,0.05,0.2,-0.08,-0.13,-0.1,0.08
1536,-15.894558,174.0,-19.11218,prod4,-3.22,10.84,4.03,-1.11,0.45,-0.71,0.57,0.64,0.16,0.08,-0.79,0.96,-0.18,-1.64,0.17,-0.17,0.21,-0.22,-0.49,0.33,-0.25,0.05,0.09,-0.21,-0.41,0.03,0.39,-0.31,-0.35,0.16,-0.03,-0.18,-0.27,-0.05,0.12,-0.13,0.18,0.07,-0.15,0.01,0.13,0.12,0.21,-0.1,-0.01,0.06
1537,-16.180662,174.0,-19.314987,prod4,-3.13,9.84,3.36,-1.05,0.19,-0.32,0.11,0.33,0.07,-0.13,-1.13,0.78,0.16,-1.41,0.47,-0.11,0.31,-0.35,-0.32,-0.02,-0.21,0.08,0.02,-0.27,-0.03,-0.03,0.08,0.01,-0.33,0.19,-0.0,-0.02,0.09,0.26,0.25,-0.29,-0.35,-0.16,-0.01,0.12,0.05,-0.13,0.17,0.02,0.04,0.13
1538,-16.116129,174.0,-19.474695,prod4,-3.36,9.1,3.67,-1.04,0.12,-0.54,0.5,0.79,-0.0,0.13,-0.95,0.68,-0.01,-1.63,-0.49,0.13,0.13,-0.13,-0.21,0.01,-0.08,0.3,0.08,-0.05,0.07,0.06,-0.26,-0.21,-0.2,0.89,-0.27,0.04,0.24,0.23,0.16,-0.02,-0.08,-0.03,0.03,0.08,-0.03,-0.06,0.06,0.03,0.05,0.02
1539,-15.933965,174.0,-19.33438,prod4,-3.4,10.33,4.14,-1.06,0.29,-0.51,0.37,0.65,-0.06,-0.33,-1.23,0.97,0.0,-1.71,0.59,-0.22,0.0,-0.27,-0.19,0.39,0.05,0.44,0.01,-0.32,-0.12,-0.09,-0.11,-0.21,0.03,0.22,-0.06,-0.23,-0.18,0.4,-0.15,-0.18,-0.16,0.35,-0.03,-0.04,-0.04,0.07,0.01,-0.21,0.09,0.08
1540,-16.690231,174.0,-19.936836,prod4,-3.25,10.65,3.62,-1.06,0.37,-0.28,0.31,0.09,0.46,-0.13,-0.63,0.65,0.09,-1.38,-0.14,-0.07,0.81,-0.05,-0.11,-0.02,0.31,0.17,0.16,-0.27,0.13,-0.04,0.07,-0.35,-0.38,0.15,0.13,0.27,-0.19,0.25,-0.11,-0.07,0.18,0.03,0.01,-0.08,0.03,0.07,0.09,-0.06,0.04,-0.01
1541,-15.7702,174.0,-18.909033,prod4,-3.14,10.23,3.61,-1.06,0.39,-0.64,0.43,0.59,0.07,-0.2,-1.12,0.62,0.18,-2.07,0.13,0.35,-0.02,0.18,-0.03,0.07,-0.22,0.41,0.33,-0.33,-0.03,0.06,-0.15,0.12,-0.16,0.34,0.06,0.26,-0.03,0.45,-0.23,-0.18,-0.11,0.05,0.04,0.16,0.07,-0.06,0.09,0.07,0.04,-0.07
1542,-16.2823,174.0,-19.144464,prod4,-2.86,9.5,3.67,-1.15,0.47,0.09,-0.14,-0.01,0.42,-0.22,-0.8,0.65,0.48,-1.16,0.21,0.18,-0.05,-0.01,-0.57,0.19,-0.06,0.18,-0.02,-0.11,-0.17,-0.1,0.01,-0.23,-0.51,0.85,0.18,-0.1,0.08,-0.24,-0.07,0.2,-0.15,-0.09,-0.02,-0.02,0.18,0.04,-0.05,-0.05,0.1,-0.0
1543,-16.251793,174.0,-19.184587,prod4,-2.93,9.75,4.09,-1.0,0.37,-0.22,0.38,0.2,0.41,-0.51,-1.47,0.16,0.38,-0.89,-0.33,0.19,-0.05,0.01,0.17,-0.21,0.44,0.54,0.1,0.12,0.54,-0.4,0.08,-0.56,-0.48,0.36,-0.11,0.12,-0.02,0.23,-0.18,0.03,-0.28,0.31,-0.04,-0.04,0.28,0.25,0.04,-0.22,0.11,-0.05
1544,-16.186987,174.0,-19.90854,prod4,-3.72,10.6,3.6,-1.08,0.08,-0.44,0.08,0.47,0.29,0.06,-0.64,0.46,0.31,-1.43,0.31,-0.13,-0.54,-0.36,0.01,0.27,-0.24,0.58,-0.05,0.08,-0.18,-0.19,-0.07,-0.49,-0.48,0.21,0.14,0.39,-0.1,0.22,-0.1,-0.12,0.03,-0.01,-0.09,-0.06,0.02,0.08,0.09,0.01,0.06,-0.06
1545,-16.740736,174.0,-19.729555,prod4,-2.99,9.62,4.24,-1.02,0.3,-0.58,0.27,0.39,0.37,-0.31,-1.43,0.84,-0.04,-2.03,0.21,-0.27,-0.26,-0.18,-0.31,0.19,0.32,0.73,0.27,-0.05,-0.01,-0.09,-0.49,-0.24,-0.13,0.4,0.12,0.16,-0.32,0.23,0.11,0.23,0.02,0.03,-0.15,0.25,0.23,-0.13,-0.12,0.17,0.13,-0.1
1546,-15.8608,174.0,-19.12068,prod4,-3.26,9.73,4.02,-0.96,0.43,-0.12,0.12,0.06,0.41,-0.32,-1.1,0.54,0.32,-1.62,-0.33,0.25,-0.58,-0.35,0.14,0.12,0.05,0.53,-0.19,-0.01,-0.85,-0.03,-0.32,-0.69,-0.46,-0.14,-0.14,0.49,0.12,0.14,-0.04,-0.32,-0.09,0.1,-0.09,-0.02,0.04,0.02,0.09,0.01,0.06,0.03
1547,-16.225956,174.0,-19.096996,prod4,-2.87,10.03,3.64,-1.09,0.45,-0.37,0.23,-0.14,0.46,-0.52,-0.59,0.92,0.54,-1.3,0.55,0.25,-1.16,-0.26,-0.29,0.35,-0.17,0.35,0.06,0.07,0.05,-0.17,-0.29,0.02,-0.45,0.54,0.21,0.4,-0.08,0.0,-0.39,0.22,0.16,-0.07,-0.04,0.03,0.04,0.04,-0.06,0.04,0.1,-0.06
1548,-16.219677,174.0,-19.669895,prod4,-3.45,9.58,3.79,-1.11,0.34,-0.43,0.05,0.05,0.19,-0.63,-1.14,0.77,0.18,-1.75,0.06,0.08,-0.69,-0.24,-0.55,0.35,0.26,0.32,0.1,-0.14,-0.71,-0.29,-0.24,-0.18,-0.22,0.48,-0.13,0.17,0.13,0.15,0.06,0.09,0.01,0.04,-0.1,0.3,0.01,0.09,-0.01,0.03,0.12,-0.06
1549,-16.614637,174.0,-20.149582,prod4,-3.53,10.6,3.96,-1.04,0.29,-0.36,0.19,0.2,0.89,-0.33,-0.66,0.83,0.21,-1.46,0.48,0.14,-0.7,0.23,-0.38,0.27,-0.19,0.53,0.05,-0.26,-0.81,0.13,-0.47,-0.45,-0.16,0.21,-0.06,0.25,0.2,0.34,-0.15,-0.34,0.08,0.02,0.09,-0.07,0.01,0.22,-0.02,-0.09,-0.02,-0.01
1550,-16.902966,174.0,-20.113665,prod4,-3.21,10.2,4.31,-1.12,0.55,-0.42,0.17,0.45,0.31,-0.44,-0.94,0.55,0.54,-0.88,0.15,-0.19,-0.2,-0.44,-0.38,0.29,0.16,0.5,0.2,0.23,0.3,0.29,-0.04,-0.34,-0.2,0.28,0.06,0.07,-0.16,0.1,0.04,0.08,0.29,0.05,-0.12,-0.01,-0.13,-0.14,-0.0,0.16,-0.03,-0.14
1551,-16.86081,174.0,-20.405937,prod4,-3.55,9.59,3.88,-1.11,0.83,-0.48,-0.08,0.09,0.57,-0.6,-0.64,0.13,0.83,-1.3,0.26,0.62,-0.65,-0.34,-0.09,0.05,-0.69,0.2,-0.03,0.04,0.3,-0.37,-0.36,-0.3,-0.43,0.4,-0.03,0.09,-0.0,0.09,0.12,0.38,0.14,-0.07,0.16,0.17,0.11,0.07,-0.24,0.13,-0.01,-0.01
1552,-17.286247,174.0,-20.57639,prod4,-3.29,10.06,3.68,-0.99,0.26,-0.34,0.29,-0.15,0.68,-0.44,-1.02,0.67,0.45,-1.43,0.22,0.01,-0.96,-0.03,-0.23,-0.19,-0.1,0.69,0.1,-0.13,-0.02,0.01,-0.51,-0.3,-0.36,0.05,0.11,0.1,-0.12,0.07,-0.06,-0.2,-0.28,-0.29,-0.16,0.0,0.14,0.06,-0.05,0.0,0.06,0.03
1553,-17.564339,174.0,-21.052458,prod4,-3.49,10.38,3.97,-1.03,0.32,-0.2,-0.38,-0.26,0.85,-0.64,-0.68,0.39,0.49,-1.41,0.36,-0.13,-0.81,-0.36,-0.59,0.27,0.18,0.21,-0.04,-0.13,-0.5,-0.11,-0.13,-0.45,-0.1,0.0,-0.05,0.38,0.34,0.36,-0.21,-0.01,0.05,-0.03,-0.16,0.2,0.14,0.09,-0.11,0.05,0.09,-0.01
1554,-17.217905,174.0,-20.438925,prod4,-3.22,9.87,3.73,-1.0,0.48,-0.06,-0.02,0.04,0.84,-0.6,-0.9,0.7,-0.1,-0.97,-0.18,0.46,-0.88,-0.33,0.11,-0.04,-0.4,0.06,0.32,-0.15,-0.19,-0.06,0.1,0.15,-0.12,0.19,-0.03,0.41,-0.24,0.3,-0.22,0.05,-0.15,0.24,0.0,-0.23,0.35,0.11,0.05,-0.06,0.02,-0.02
1555,-17.048847,174.0,-20.342867,prod4,-3.29,9.75,3.91,-1.14,0.49,-0.18,0.14,-0.16,0.96,-0.56,-1.03,0.68,0.99,-0.91,0.12,-0.03,-0.77,0.08,-0.68,0.09,0.01,0.37,0.32,-0.25,0.05,0.04,-0.81,-0.52,-0.3,0.06,-0.01,0.11,0.14,0.28,-0.08,0.29,-0.1,0.0,0.3,-0.17,0.22,0.16,-0.27,0.07,-0.09,0.04
1556,-16.95017,174.0,-20.535374,prod4,-3.59,10.33,4.02,-1.07,0.11,-0.28,0.18,-0.14,0.77,-0.63,-0.98,0.62,0.39,-1.13,0.68,-0.04,-1.09,-0.47,-0.06,0.49,0.02,0.15,0.23,-0.07,-0.02,-0.08,-0.28,-0.32,0.03,0.44,0.14,0.01,-0.09,0.06,-0.08,-0.01,0.19,-0.11,-0.34,-0.02,-0.23,0.14,-0.14,0.05,-0.1,-0.01
1557,-17.845741,174.0,-21.393183,prod4,-3.55,10.05,3.88,-1.05,0.5,-0.2,0.01,-0.31,0.52,-0.69,-0.66,0.11,0.75,-0.74,-0.12,0.06,-0.96,0.06,-0.69,0.14,0.13,0.54,0.61,-0.06,-0.74,0.04,-0.77,-0.6,0.09,0.61,-0.33,0.03,0.39,0.31,0.13,-0.16,0.38,-0.11,0.05,-0.04,0.09,0.29,0.03,0.24,0.15,-0.1
