Frame,Z_coord_n1,na_res,Z_coord_na,prod,na_z,NQRD26-NQRE115,NQRD107-NQRE23,tIC1,tIC2,tIC3,tIC4,tIC5,tIC6,tIC7,tIC8,tIC9,tIC10,tIC11,tIC12,tIC13,tIC14,tIC15,tIC16,tIC17,tIC18,tIC19,tIC20,tIC21,tIC22,tIC23,tIC24,tIC25,tIC26,tIC27,tIC28,tIC29,tIC30,tIC31,tIC32,tIC33,tIC34,tIC35,tIC36,tIC37,tIC38,tIC39,tIC40,tIC41,tIC42,tIC43
6318,-23.519743,112.0,-35.274094,prod16,-11.75,10.46,3.32,-1.2,0.04,-0.25,-0.52,-0.87,0.73,-0.77,-0.39,-0.2,0.24,-0.64,-0.12,0.07,1.11,-0.46,-0.13,0.05,-0.82,-0.52,0.17,-0.38,0.66,-0.1,-0.45,0.08,-0.5,-0.35,0.02,-0.41,0.29,0.27,-0.03,-0.23,-0.07,0.03,0.14,-0.27,-0.08,-0.08,0.03,-0.04,-0.15,0.19
6319,-23.723307,112.0,-36.575207,prod16,-12.85,10.64,3.41,-1.13,0.25,0.14,-0.36,-0.67,0.79,-0.67,-0.5,0.19,0.15,0.25,-0.35,-0.31,-0.06,-1.03,0.21,-0.2,-1.27,-0.38,-0.15,-0.55,0.33,0.01,-0.56,0.2,-0.09,-0.45,-0.07,-0.4,0.12,0.12,-0.14,-0.11,0.09,-0.0,-0.01,-0.03,-0.11,0.09,-0.05,-0.04,-0.12,0.03
6320,-23.415785,112.0,-34.69845,prod16,-11.28,9.65,3.58,-1.12,0.12,0.35,-0.68,-0.76,0.96,-0.57,-0.38,0.31,-0.14,0.08,-0.7,-0.42,0.13,-0.53,-0.49,0.04,-0.94,-0.45,-0.02,-0.1,0.28,0.09,-0.76,0.09,-0.89,-0.24,-0.06,-0.12,0.04,0.07,-0.18,-0.11,0.06,0.06,0.08,-0.17,0.01,-0.08,-0.07,0.09,-0.12,0.0
6321,-23.414455,112.0,-35.585403,prod16,-12.17,10.03,3.78,-1.18,0.53,0.25,-0.78,-0.64,0.67,-0.47,-0.26,0.52,-0.09,-0.27,0.18,0.26,0.6,0.22,-0.83,0.37,-0.72,0.08,0.35,-0.49,0.06,0.12,-0.39,-0.02,-0.47,-0.1,-0.22,-0.09,0.17,-0.23,-0.22,-0.11,-0.03,-0.07,-0.19,-0.19,-0.13,0.04,-0.06,0.05,-0.1,-0.02
6322,-23.236044,112.0,-35.20338,prod16,-11.97,10.66,3.51,-1.17,0.24,0.26,-0.95,-0.69,1.11,-0.64,-0.1,0.25,0.25,0.01,-0.22,-0.26,0.59,-0.63,-0.36,-0.26,-0.22,-0.55,-0.06,-0.38,0.32,-0.1,-0.45,0.24,0.07,-0.51,0.04,-0.4,0.05,-0.13,-0.33,0.01,-0.16,-0.07,0.15,-0.21,0.05,-0.18,0.01,-0.01,-0.06,0.04
6323,-23.44043,112.0,-40.062233,prod16,-16.62,9.44,3.85,-1.15,0.4,-0.05,-0.68,-0.79,1.02,-1.04,-0.52,-0.43,0.37,0.73,-1.12,0.4,1.61,-1.1,0.11,-0.24,0.23,-0.22,0.01,0.1,0.01,0.23,-0.53,-0.13,-0.44,-0.09,-0.37,-0.49,-0.29,-0.22,-0.15,0.19,-0.21,-0.13,0.07,-0.07,-0.04,0.11,-0.01,0.11,-0.04,-0.02
6324,-23.065315,112.0,-39.932373,prod16,-16.87,10.02,3.76,-1.14,0.14,0.28,-0.61,-0.72,1.02,-0.84,-0.01,-0.39,-0.09,0.42,-0.29,0.16,1.45,-0.14,-0.38,-0.38,-0.2,-0.15,-0.03,0.23,0.23,-0.33,-0.3,-0.17,0.12,0.01,-0.11,-0.49,0.37,0.2,-0.07,0.06,-0.21,0.08,-0.03,0.01,0.06,0.09,-0.05,-0.01,-0.03,0.08
6325,-23.42574,112.0,-40.197815,prod16,-16.77,10.34,3.76,-1.09,0.32,0.32,-0.27,-0.58,0.33,-0.99,0.04,-0.09,-0.11,0.42,-0.31,0.3,0.39,-0.1,-0.12,0.36,-0.23,0.29,-0.01,-0.11,0.39,-0.4,-0.16,-0.2,-0.5,-0.21,-0.05,0.38,-0.21,-0.1,0.01,-0.29,-0.07,-0.02,-0.12,0.01,-0.1,0.04,-0.09,-0.07,-0.13,-0.07
6326,-23.541069,112.0,-40.35261,prod16,-16.81,10.48,3.54,-1.13,0.48,0.53,-0.5,-0.81,0.7,-0.57,-0.54,-0.42,0.19,0.56,-0.8,0.54,1.11,-0.52,-0.25,-0.51,0.34,-0.1,0.09,-0.14,0.18,-0.34,-0.29,-0.03,-0.15,-0.25,-0.21,-0.53,-0.23,-0.32,-0.02,-0.28,-0.14,-0.07,-0.15,0.18,-0.02,0.5,-0.06,-0.19,0.06,-0.01
6327,-23.868784,196.0,-24.977945,prod16,-1.11,10.68,3.79,-1.15,0.13,0.27,-0.51,-0.73,1.02,-0.62,-0.47,-0.03,0.07,0.71,-0.79,0.7,0.53,-0.63,0.28,-0.19,-1.01,-0.48,-0.12,-0.64,0.15,-0.09,-0.26,0.16,-0.3,-0.66,-0.18,-0.6,-0.18,-0.3,-0.17,-0.41,-0.09,0.09,0.06,-0.1,0.09,0.27,-0.01,-0.05,-0.03,0.03
6328,-24.186663,112.0,-42.38666,prod16,-18.2,11.08,3.59,-1.17,0.06,0.29,-0.74,-0.73,0.9,-1.11,-0.12,-0.38,-0.37,0.5,-0.62,-0.04,1.18,-0.39,0.11,-0.32,-0.67,0.14,-0.09,-0.48,0.55,0.03,-0.53,0.19,0.11,-0.4,-0.13,-0.56,-0.19,-0.4,-0.26,-0.27,-0.15,-0.03,0.35,-0.35,0.15,0.21,0.17,-0.09,0.02,-0.08
6329,-24.784428,112.0,-41.42481,prod16,-16.64,10.87,3.28,-1.26,0.35,-0.16,-0.49,-0.92,0.78,-1.43,-0.5,-0.75,0.35,0.89,-0.25,0.34,1.81,-0.39,-0.48,0.02,-0.78,-0.8,-0.18,-0.77,0.1,0.12,-0.24,0.31,0.3,0.02,-0.04,-0.79,-0.22,0.37,-0.17,-0.42,-0.47,0.18,0.1,-0.22,0.13,0.34,-0.19,-0.12,-0.03,0.03
6330,-24.233728,112.0,-36.715595,prod16,-12.48,10.13,3.68,-1.11,0.26,0.45,-0.54,-0.64,0.94,-1.05,-0.29,-0.3,-0.33,1.05,-0.8,0.08,1.9,-0.39,-0.1,-0.15,-0.14,0.21,-0.08,-0.25,0.28,-0.21,-0.2,0.31,0.26,-0.27,-0.37,-0.29,-0.32,-0.23,-0.13,0.07,-0.19,-0.19,0.08,-0.48,-0.05,0.11,-0.07,-0.1,0.13,0.0
6331,-23.714067,112.0,-33.896576,prod16,-10.18,10.88,3.73,-1.17,0.36,0.33,-0.38,-0.79,0.67,-0.92,0.08,-0.26,-0.12,0.44,-0.03,0.35,0.83,-0.12,0.02,0.14,-0.66,-0.42,0.02,-0.27,0.35,-0.06,-0.2,-0.1,-0.08,-0.26,-0.16,-0.38,-0.28,0.36,0.01,-0.2,-0.0,-0.26,-0.03,-0.07,0.14,0.13,0.07,-0.03,0.04,0.02
6332,-23.25256,112.0,-36.305943,prod16,-13.05,9.93,3.53,-1.06,0.1,0.21,-0.39,-0.79,0.84,-0.67,-0.06,-0.99,-0.25,0.43,-0.57,0.81,1.17,-0.22,-0.1,-0.39,-0.29,0.23,-0.02,0.14,0.25,-0.09,-0.21,-0.4,-0.16,-0.06,-0.12,-0.21,0.02,-0.02,0.05,-0.07,-0.36,-0.21,-0.04,-0.22,0.01,0.11,-0.04,-0.17,-0.0,0.06
6333,-23.765654,112.0,-34.554638,prod16,-10.79,10.68,3.57,-1.08,0.14,0.33,-0.76,-0.84,1.03,-0.81,0.29,-0.56,0.06,0.09,0.21,-0.2,1.62,-0.0,-0.91,0.1,-0.29,0.13,-0.29,0.03,0.44,-0.08,-0.11,-0.15,-0.29,-0.15,0.22,-0.19,-0.27,0.25,-0.11,-0.27,-0.02,0.16,0.05,-0.28,-0.03,-0.09,-0.0,-0.04,-0.07,0.05
6334,-23.293146,196.0,-24.686071,prod16,-1.39,9.2,3.83,-0.99,0.11,-0.15,-0.78,-0.91,0.63,-1.07,-0.06,-0.46,0.31,0.35,-0.31,0.5,1.05,-0.22,-0.28,0.07,-0.4,-0.25,-0.37,-0.18,0.64,0.18,-0.18,0.11,0.02,-0.24,-0.22,-0.23,0.17,0.04,0.22,-0.37,-0.25,0.44,0.08,-0.45,-0.11,-0.01,-0.06,-0.17,-0.0,0.09
6335,-23.410004,112.0,-37.655205,prod16,-14.25,9.9,3.58,-1.2,0.55,0.37,-0.77,-0.81,0.96,-0.82,-0.14,-0.55,0.08,0.37,-0.8,0.37,1.64,0.3,-0.78,-0.24,0.07,-0.12,0.14,-0.15,0.43,-0.16,-0.22,0.11,-0.0,-0.2,-0.1,0.03,-0.1,0.13,0.27,0.0,0.01,0.15,0.28,-0.15,-0.01,0.02,-0.17,0.0,0.01,0.01
6336,-23.56957,112.0,-39.969994,prod16,-16.4,9.35,3.84,-1.08,0.02,0.11,-0.49,-1.0,0.75,-0.86,-0.03,-0.18,-0.27,0.28,-1.33,0.66,1.25,0.17,-0.6,0.35,-0.35,-0.24,-0.22,0.16,0.16,-0.32,-0.2,0.0,-0.18,0.1,-0.16,-0.24,-0.11,-0.08,0.0,0.02,-0.12,-0.09,0.11,-0.44,0.04,0.07,0.11,-0.09,-0.01,0.08
6337,-23.4984,112.0,-37.866234,prod16,-14.37,9.45,3.84,-1.12,0.11,0.26,-0.39,-0.93,0.94,-0.99,-0.0,-0.39,-0.17,0.17,-0.84,0.56,0.98,-0.02,-0.31,-0.38,0.19,-0.47,-0.22,0.3,0.6,0.24,-0.12,-0.32,-0.03,0.02,-0.21,-0.36,0.18,-0.16,0.12,0.03,-0.21,-0.4,-0.09,-0.05,-0.12,-0.18,0.11,-0.07,-0.02,-0.02
6338,-24.063879,112.0,-39.110855,prod16,-15.05,10.39,3.59,-1.08,0.52,-0.03,-0.8,-0.77,0.43,-0.83,0.05,-0.33,0.52,0.16,-0.06,-0.13,1.12,0.38,-0.55,-0.1,-0.26,-0.02,-0.11,-0.39,0.62,0.0,0.3,-0.16,-0.15,-0.14,-0.19,0.3,-0.05,0.1,0.09,-0.26,0.14,0.35,0.09,0.1,-0.03,0.15,-0.13,-0.19,0.11,-0.01
6339,-24.006662,112.0,-38.88064,prod16,-14.87,10.23,3.5,-1.05,-0.03,0.16,-0.64,-0.94,0.92,-0.86,0.03,-0.03,0.06,0.53,0.21,-0.13,1.16,0.26,-0.73,-0.11,-0.46,0.07,-0.28,-0.15,0.41,-0.23,0.32,0.12,0.05,-0.29,-0.17,-0.24,-0.49,0.02,0.01,-0.26,0.0,0.33,-0.19,-0.15,-0.18,0.38,-0.18,-0.04,-0.01,0.02
6340,-24.030731,112.0,-33.42544,prod16,-9.39,10.69,3.71,-1.2,0.31,-0.14,-0.57,-0.47,1.09,-0.83,0.51,-0.06,0.45,0.43,0.18,0.22,0.95,0.05,-0.29,0.14,-0.44,-0.32,-0.04,0.12,0.51,-0.29,-0.13,-0.09,-0.27,-0.32,-0.09,-0.08,-0.21,0.03,0.18,-0.06,0.08,-0.14,-0.02,-0.12,-0.02,0.1,-0.02,-0.07,-0.05,-0.01
6341,-24.533207,112.0,-38.358765,prod16,-13.83,10.95,3.65,-1.16,0.29,-0.21,-0.7,-0.83,1.16,-0.91,-0.21,-0.71,-0.17,0.48,-0.49,0.27,1.37,-0.13,-0.26,-0.33,0.08,0.15,0.31,0.09,0.3,0.15,-0.36,-0.34,0.44,-0.11,-0.18,-0.26,-0.07,0.62,0.04,0.01,-0.17,-0.2,-0.02,-0.33,0.07,0.15,0.1,-0.2,-0.1,-0.06
6342,-23.350946,112.0,-37.59174,prod16,-14.24,10.01,3.49,-1.12,-0.13,-0.04,-0.46,-0.84,0.95,-0.77,-0.2,-0.55,0.58,0.45,-0.24,0.21,1.18,-0.03,-0.15,0.16,-0.5,0.09,0.12,-0.25,0.64,0.08,-0.2,0.03,0.01,0.03,-0.12,-0.1,0.37,0.04,0.27,-0.24,-0.09,0.02,0.07,-0.3,-0.03,0.06,0.05,-0.09,-0.08,0.07
6343,-23.509943,112.0,-42.185677,prod16,-18.68,10.57,4.13,-1.11,0.23,0.32,-0.78,-0.6,0.63,-0.79,-0.15,-0.36,-0.29,0.44,-0.55,0.55,0.89,0.02,-0.5,-0.21,0.05,0.31,0.08,-0.37,0.63,0.15,-0.32,-0.2,0.04,-0.6,-0.35,-0.35,0.26,-0.04,-0.08,-0.17,-0.16,-0.27,-0.1,-0.26,0.1,-0.0,-0.1,-0.07,-0.09,0.04
6344,-23.730305,196.0,-26.41814,prod16,-2.69,10.04,3.88,-1.13,0.26,0.0,-0.8,-0.55,0.58,-0.58,0.84,0.24,0.15,-0.18,0.31,0.17,0.55,0.35,-0.4,0.5,-0.65,-0.3,0.24,0.31,-0.01,-0.03,-0.33,-0.15,-0.24,-0.09,-0.44,0.0,0.16,0.14,-0.36,-0.16,-0.07,0.06,0.17,-0.12,0.12,0.16,0.12,0.0,0.11,-0.08
6345,-23.06215,196.0,-26.036186,prod16,-2.97,9.67,3.6,-1.22,0.37,0.18,-0.78,-0.89,0.8,-0.69,0.24,-0.09,0.28,-0.02,-0.29,0.07,1.22,-0.06,-0.54,0.1,-0.32,-0.26,-0.07,0.0,0.28,0.09,-0.44,-0.01,0.14,-0.26,-0.28,-0.15,0.38,-0.17,0.25,0.14,-0.02,-0.02,-0.0,-0.09,-0.06,-0.06,0.06,-0.04,-0.12,0.01
6346,-22.946459,112.0,-36.726902,prod16,-13.78,10.74,3.68,-1.23,0.18,0.07,-0.57,-0.61,0.65,-0.78,0.43,-0.26,0.39,0.74,-0.24,0.44,1.55,-0.35,-0.45,0.56,-0.69,0.04,-0.43,0.04,0.49,-0.11,-0.12,0.24,0.05,-0.15,-0.01,-0.26,-0.3,0.28,-0.25,-0.12,-0.35,-0.2,-0.3,-0.27,0.25,-0.04,-0.15,-0.07,0.01,0.09
6347,-22.997477,112.0,-37.635468,prod16,-14.64,10.85,3.33,-1.19,0.27,-0.06,-0.18,-0.99,0.98,-0.72,-0.1,-0.47,-0.07,0.75,-0.54,0.44,1.63,-0.08,-0.05,-0.15,-0.13,0.01,0.28,-0.07,0.33,-0.14,-0.03,0.04,0.2,-0.31,-0.24,-0.07,0.03,0.45,0.38,-0.07,-0.0,-0.23,0.02,-0.32,0.18,0.0,0.33,-0.04,-0.11,0.04
6348,-23.14273,112.0,-42.39831,prod16,-19.26,10.44,3.57,-1.17,0.18,-0.14,-0.45,-0.51,1.15,-0.72,0.69,-0.41,0.33,0.8,-0.52,0.63,1.58,-0.34,-0.16,0.03,-0.06,-0.4,-0.25,0.16,0.33,-0.2,0.01,0.13,0.59,-0.27,-0.3,0.08,0.1,-0.05,0.05,0.05,-0.1,-0.02,0.21,-0.31,0.04,-0.03,0.11,-0.15,0.02,-0.01
6349,-22.979548,112.0,-39.52799,prod16,-16.55,9.67,3.23,-0.99,0.03,0.16,-0.59,-1.1,0.78,-0.11,0.11,-0.25,-0.39,-0.35,-0.58,0.61,0.66,-0.15,-0.66,-0.18,-0.12,-0.52,-0.28,0.25,0.19,0.23,-0.44,0.12,0.13,0.08,0.07,-0.02,0.11,0.12,-0.41,-0.0,-0.25,-0.13,-0.18,-0.38,0.13,-0.11,0.16,-0.06,-0.11,0.11
6350,-23.168917,139.0,-35.64228,prod16,-12.47,9.3,3.97,-1.09,0.36,0.24,-0.49,-0.91,0.76,-0.69,0.17,-0.35,0.04,0.14,-0.77,0.44,1.61,-0.07,-0.08,0.19,-0.18,-0.11,0.22,0.26,0.03,0.28,-0.4,-0.1,0.31,-0.13,-0.32,-0.18,0.26,0.09,0.12,0.17,-0.05,-0.04,-0.02,-0.41,0.04,0.02,0.04,-0.01,-0.03,0.03
6351,-22.714119,139.0,-38.46062,prod16,-15.75,10.39,3.6,-1.11,0.07,0.06,-0.67,-0.84,0.86,-0.78,0.34,-0.5,-0.19,0.52,-0.58,0.41,1.14,-0.39,-0.33,0.02,-0.91,-0.32,0.05,0.1,0.28,0.07,-0.09,0.01,0.42,0.01,0.05,-0.29,0.03,0.43,-0.09,-0.22,-0.28,0.14,-0.31,-0.16,0.05,0.04,-0.06,-0.11,-0.07,0.01
6352,-22.72979,112.0,-39.30964,prod16,-16.58,10.77,3.43,-1.29,0.44,-0.24,-0.57,-1.56,0.68,-0.66,-0.18,-0.18,-0.29,0.7,-0.23,0.09,1.61,-0.42,-0.7,-0.0,-0.26,-0.41,0.25,0.05,0.11,0.11,-0.44,-0.07,0.18,-0.02,0.02,-0.27,-0.28,0.43,-0.07,0.02,0.11,0.25,0.22,-0.16,-0.08,0.07,-0.14,-0.18,0.03,0.02
6353,-22.747343,139.0,-38.917744,prod16,-16.17,10.71,3.81,-1.1,0.11,0.28,-0.66,-0.38,0.88,-0.58,0.59,-0.19,0.52,0.91,-0.71,0.35,1.51,-0.33,0.16,-0.1,-0.36,0.51,0.03,0.25,0.82,-0.08,0.09,-0.22,0.16,-0.24,-0.0,0.02,0.01,0.05,-0.07,-0.13,-0.26,-0.29,-0.41,-0.07,0.04,0.08,-0.11,-0.12,-0.15,0.02
6354,-22.991146,139.0,-40.848877,prod16,-17.86,10.83,3.64,-1.19,0.36,-0.25,-0.46,-0.94,0.7,-1.06,-0.08,-0.16,-0.13,0.31,-0.18,0.5,0.95,-0.1,-0.01,-0.06,0.16,-0.24,-0.16,-0.05,0.23,-0.46,-0.04,-0.1,0.24,0.07,-0.29,-0.02,0.03,0.12,0.21,0.03,0.19,-0.32,0.14,0.06,0.12,-0.04,0.24,-0.04,0.08,-0.08
6355,-22.714344,139.0,-33.7285,prod16,-11.01,10.37,3.69,-1.32,0.29,-0.08,-0.65,-0.74,0.93,-0.87,-0.15,-0.57,0.45,1.15,-1.23,0.4,2.16,0.14,-0.5,-0.26,0.63,0.26,0.19,0.39,0.56,0.28,-0.08,0.15,-0.03,0.14,-0.26,-0.23,-0.15,0.41,-0.07,0.02,-0.1,0.26,0.07,-0.1,0.14,0.02,0.28,-0.1,-0.14,0.08
6356,-22.060616,139.0,-37.60842,prod16,-15.55,10.62,3.64,-1.34,0.5,0.25,-0.54,-0.72,0.53,-0.92,0.06,-0.49,0.11,0.73,0.08,0.26,1.34,-0.43,-0.03,-0.02,-0.38,0.02,-0.29,0.1,0.77,-0.06,0.06,-0.07,0.12,0.16,-0.06,-0.42,-0.09,-0.08,0.16,0.21,-0.04,-0.15,0.14,-0.18,0.03,0.06,-0.11,-0.13,-0.03,0.05
6357,-22.374407,139.0,-37.560062,prod16,-15.19,9.87,3.67,-1.18,0.48,0.13,-0.6,-0.78,1.01,-1.21,0.14,-0.55,0.03,1.09,-0.16,-0.01,2.36,-0.29,-0.17,-0.24,-0.58,0.67,-0.68,-0.19,-0.43,0.15,-0.2,0.24,0.48,-0.38,0.11,-0.07,-0.36,-0.37,0.34,0.47,-0.05,0.23,0.04,-0.05,0.03,-0.13,-0.19,-0.03,0.06,-0.04
6358,-22.674952,139.0,-35.289055,prod16,-12.61,10.24,3.42,-1.16,0.45,0.03,-0.28,-0.56,1.0,-0.51,0.04,-0.53,0.27,1.0,-0.01,0.77,2.06,-0.21,0.14,-0.52,-0.13,-0.18,0.24,-0.07,0.16,0.72,-0.87,0.04,-0.07,-0.08,-0.05,0.09,-0.08,0.17,0.07,0.02,0.14,0.09,0.16,0.14,0.1,-0.13,0.1,-0.02,-0.14,0.04
6359,-22.463306,139.0,-39.070435,prod16,-16.61,9.94,3.57,-1.07,0.53,0.02,-0.38,-1.38,0.64,-0.46,-0.05,-0.5,-0.28,0.5,0.25,0.43,1.52,-0.17,0.01,0.01,-0.57,0.21,-0.33,-0.19,-0.09,0.44,-0.11,-0.13,-0.13,-0.45,0.11,0.3,0.05,0.26,-0.0,0.18,-0.2,-0.03,0.06,0.1,-0.0,-0.19,-0.1,-0.0,-0.11,-0.05
6360,-22.73732,139.0,-39.626842,prod16,-16.89,9.7,3.47,-1.2,0.54,0.08,-0.58,-0.83,1.04,-0.91,0.03,-0.37,0.36,0.35,0.04,0.46,1.34,-0.04,-0.55,-0.29,-0.92,0.4,-0.45,-0.06,0.11,0.27,-0.28,0.25,-0.23,-0.5,0.52,-0.28,-0.13,-0.33,0.02,0.38,-0.34,0.01,-0.08,-0.01,-0.21,-0.1,-0.05,0.11,-0.14,0.04
6361,-23.177052,139.0,-37.936363,prod16,-14.76,9.62,3.8,-1.14,0.53,0.46,-0.64,-1.09,1.07,-0.8,0.01,0.04,-0.21,-0.17,-0.29,-0.31,1.27,0.16,-0.77,0.19,-0.98,-0.11,-0.01,0.06,0.38,0.11,-0.12,0.46,0.3,0.07,0.13,-0.11,-0.11,-0.31,0.18,0.19,0.24,0.15,0.12,-0.34,0.04,-0.05,-0.2,0.03,0.01,0.01
6362,-23.059546,139.0,-39.762432,prod16,-16.7,9.63,4.07,-1.07,0.01,-0.02,-0.19,-0.54,0.74,-0.58,-0.02,0.62,-0.07,0.05,-0.53,0.21,1.11,0.01,-0.1,-0.11,-0.14,-0.43,-0.18,0.08,0.96,-0.4,0.08,-0.16,-0.13,-0.04,0.12,-0.23,-0.08,-0.27,0.01,-0.07,-0.26,-0.0,0.01,-0.01,-0.01,-0.09,-0.15,0.05,0.05,-0.03
6363,-23.524778,120.0,-39.842644,prod16,-16.32,8.57,4.2,-1.0,0.31,0.35,-0.61,-0.49,0.89,-0.72,-0.59,-0.4,0.37,0.57,-0.85,1.03,1.19,-0.08,-0.09,-0.04,-0.29,0.39,0.36,-0.05,1.07,0.37,-0.11,0.31,-0.01,-0.4,-0.34,-0.16,-0.05,-0.41,-0.01,0.29,-0.34,-0.03,-0.2,-0.07,-0.09,0.22,-0.14,0.11,-0.2,-0.09
6364,-23.143951,139.0,-36.80129,prod16,-13.66,9.24,3.75,-1.09,0.28,0.28,-0.43,-0.57,0.65,-1.07,0.09,-0.56,0.39,0.59,-0.91,0.16,1.47,-0.56,-0.22,-0.15,0.11,0.28,-0.32,0.24,0.26,0.12,0.11,0.15,-0.02,-0.03,-0.33,0.0,0.12,-0.34,0.04,0.32,0.0,0.13,-0.04,-0.17,0.11,-0.05,-0.09,0.0,-0.04,0.03
6365,-23.468025,139.0,-29.554447,prod16,-6.09,9.5,3.79,-1.02,0.45,0.27,-0.37,-0.35,0.54,-0.82,-0.28,0.04,0.14,0.23,-0.82,0.39,0.72,0.21,-0.12,-0.37,-0.45,0.03,-0.26,-0.01,0.63,0.16,0.15,-0.4,-0.2,0.07,-0.22,0.34,0.26,0.29,0.11,-0.06,-0.13,-0.13,-0.14,-0.2,0.21,-0.01,-0.09,0.07,-0.04,-0.03
6366,-23.569012,139.0,-35.00288,prod16,-11.43,9.84,3.56,-1.05,0.25,0.22,-0.01,-0.27,0.71,-0.4,-0.67,-0.18,0.16,-0.37,-0.78,0.14,1.88,0.24,-0.19,-0.61,-0.21,-0.22,-0.49,-0.33,0.38,0.1,-0.16,0.44,0.2,-0.39,0.04,-0.49,0.15,0.14,0.22,-0.06,0.11,0.11,-0.2,-0.04,-0.04,-0.02,-0.08,0.03,-0.24,0.09
6367,-23.851566,139.0,-35.988964,prod16,-12.14,10.24,3.95,-1.19,0.32,-0.19,-0.21,0.09,0.53,-0.21,-0.54,0.57,0.21,0.09,-0.43,0.24,1.45,-0.0,-0.2,-0.25,-0.29,0.26,-0.28,-0.41,0.66,-0.18,0.08,0.36,0.14,-0.48,-0.08,-0.52,0.03,0.02,0.28,0.1,-0.06,-0.04,-0.11,-0.02,-0.01,0.06,-0.08,0.08,0.01,0.1
6368,-24.078014,139.0,-34.173965,prod16,-10.1,10.32,3.61,-1.19,0.41,0.11,-0.28,-0.01,0.78,-0.35,-0.29,-0.17,0.03,0.13,-0.64,0.27,1.1,-0.22,-0.1,-0.46,-0.84,-0.27,0.22,-0.31,0.24,-0.06,-0.25,-0.16,-0.07,-0.07,-0.15,-0.7,0.22,0.46,0.23,-0.19,-0.15,0.26,-0.2,-0.07,0.02,0.27,-0.0,-0.06,-0.15,0.08
6369,-23.414608,139.0,-39.656796,prod16,-16.24,9.81,3.53,-1.0,0.02,0.32,-0.5,-0.83,0.78,-0.76,-0.11,-0.11,0.07,0.57,-0.39,0.22,0.9,0.37,-0.8,-0.1,-0.11,-0.22,-0.6,-0.36,0.16,-0.26,-0.13,0.46,0.09,-0.24,-0.19,-0.05,0.18,-0.32,0.07,-0.12,0.17,-0.12,0.04,-0.11,0.07,0.12,0.02,0.08,0.08,0.0
6370,-22.384804,196.0,-23.36946,prod16,-0.98,9.27,3.55,-1.07,0.26,0.35,-0.71,-0.82,0.85,-0.57,-0.16,-0.48,0.39,-0.28,-0.4,-0.06,0.49,-0.42,-0.43,0.12,-1.3,0.0,-0.99,-0.11,0.66,0.24,0.29,0.05,-0.3,-0.18,-0.03,0.22,0.33,0.02,0.5,0.06,0.28,0.07,0.02,-0.06,-0.11,-0.19,-0.1,0.03,-0.01,-0.03
6371,-22.936281,196.0,-23.511187,prod16,-0.57,9.7,4.05,-1.14,0.48,0.08,-0.36,-0.74,0.82,-1.05,-0.13,0.56,0.42,0.4,-0.42,0.34,0.46,0.06,-0.29,0.43,-0.45,-0.08,-0.06,-0.1,0.62,0.19,-0.3,0.17,-0.4,-0.04,0.12,0.51,0.37,0.05,0.37,-0.13,0.43,0.33,0.23,-0.07,-0.03,-0.26,0.14,0.04,-0.17,-0.02
6372,-22.83395,139.0,-39.76268,prod16,-16.93,10.14,3.53,-1.13,0.42,0.15,-0.4,-0.78,0.75,-0.65,0.5,-0.03,0.19,0.77,-0.65,0.41,1.57,-0.01,-0.48,0.06,0.12,0.21,0.31,-0.22,0.17,0.18,-0.21,0.02,-0.2,0.18,-0.06,-0.09,-0.01,0.16,-0.16,-0.09,-0.25,-0.18,0.15,-0.4,0.02,-0.22,0.12,0.07,-0.05,0.17
6373,-22.377123,196.0,-24.011509,prod16,-1.63,9.04,3.61,-0.95,-0.18,0.28,-0.24,-0.57,0.71,-0.65,0.14,-0.01,0.34,0.32,-0.56,0.53,-0.15,-0.3,-0.12,0.07,-0.53,0.13,-0.31,0.16,0.78,-0.25,0.03,0.12,-0.17,-0.32,-0.19,0.17,0.18,0.09,0.12,-0.16,-0.23,0.26,-0.08,-0.09,-0.17,0.11,0.02,-0.08,-0.06,0.03
6374,-22.869165,112.0,-37.365547,prod16,-14.5,9.97,3.95,-1.12,-0.14,0.43,-0.5,-1.0,0.92,-0.89,-0.25,0.03,-0.29,0.11,-1.3,0.36,1.07,0.01,-0.05,0.03,-0.08,-0.35,0.18,0.03,0.59,0.53,0.12,-0.28,-0.08,-0.08,0.08,0.0,0.17,0.22,-0.06,0.01,-0.08,-0.35,-0.01,-0.1,0.0,-0.06,0.17,-0.11,-0.04,-0.04
6375,-23.136982,112.0,-37.080532,prod16,-13.94,9.73,3.84,-1.09,0.08,0.45,-0.51,-0.8,0.47,-0.91,0.23,-0.7,-0.1,0.2,-0.89,0.93,1.81,-0.09,0.18,0.33,0.14,-0.45,0.09,-0.04,0.3,-0.08,0.23,0.07,0.11,0.55,-0.08,-0.12,0.01,-0.13,0.18,-0.25,0.04,-0.13,-0.22,0.06,-0.03,0.03,-0.14,-0.05,-0.05,-0.01
6376,-22.539438,112.0,-39.762497,prod16,-17.22,9.17,3.56,-1.09,0.05,0.59,-0.69,-0.54,0.35,-0.6,0.01,-0.07,-0.2,0.49,-0.68,0.09,1.16,-0.2,-0.52,0.32,-0.46,0.04,-0.04,-0.06,0.47,0.07,0.1,-0.13,-0.63,0.03,-0.4,0.12,-0.09,0.14,0.09,-0.24,-0.4,-0.13,-0.12,0.14,-0.12,0.01,-0.02,-0.05,0.02,-0.07
