Frame,Z_coord_n1,na_res,Z_coord_na
1,-10.856405,35,-27.236158
6,-10.354935,86,-23.635174
7,-10.436707,86,-23.518156
8,-10.633483,86,-21.416958
9,-10.56634,86,-24.365664
10,-10.596021,86,-24.834661
11,-10.271216,35,-23.499073
14,-10.112396,35,-23.904596
34,-10.857773,86,-21.365723
42,-10.296753,86,-19.673586
43,-10.491341,86,-21.674416
44,-10.536819,86,-23.33671
47,-11.068661,35,-29.412598
48,-10.614574,35,-22.048176
49,-10.1456995,35,-21.111313
50,-10.297934,35,-21.568619
52,-10.4747925,35,-26.86612
53,-11.141035,35,-21.700817
54,-10.864069,35,-23.437141
55,-11.131578,35,-22.232447
56,-11.070279,7,-28.459234
57,-11.551563,7,-28.568056
58,-11.5935955,7,-28.13855
59,-10.555792,35,-29.571066
61,-10.906131,35,-28.905447
62,-11.3179245,35,-29.868902
65,-10.561746,35,-27.504936
68,-10.4205475,35,-19.63684
69,-10.094096,86,-25.878172
70,-9.912818,86,-26.791504
71,-10.46509,86,-25.411724
73,-10.86709,140,-24.404888
74,-10.330621,140,-26.822102
75,-10.7042675,140,-28.678816
77,-11.56423,35,-23.710344
78,-11.1797495,35,-25.14628
81,-10.825843,35,-27.953709
82,-10.887236,35,-27.921448
84,-10.314136,140,-24.548357
85,-10.985167,140,-23.676966
86,-10.556812,140,-23.916609
87,-10.119173,140,-20.5092
93,-9.662794,154,-23.569601
94,-10.795254,154,-25.293901
95,-11.014092,154,-27.62242
96,-10.295898,154,-23.898132
97,-10.447708,154,-25.908247
98,-10.727746,154,-25.368954
99,-9.839547,154,-23.494492
100,-9.701807,154,-22.197287
101,-10.345407,140,-22.337877
102,-10.968252,154,-21.972439
103,-10.785654,154,-26.04893
104,-10.32617,154,-24.68127
105,-10.641927,154,-21.188574
106,-10.889595,154,-18.608187
107,-11.362605,154,-20.648743
108,-10.719533,154,-18.519173
109,-10.892406,154,-18.940434
110,-11.657302,154,-18.799881
111,-12.128259,35,-28.621315
112,-12.099917,154,-18.326532
113,-12.0899105,154,-18.658497
114,-12.271439,154,-22.274906
115,-11.894723,154,-24.005898
116,-11.749311,154,-25.104126
117,-10.838761,154,-29.535141
118,-11.850055,154,-27.619366
119,-11.959405,154,-28.306128
120,-12.224679,154,-27.912039
123,-11.867199,147,-27.858095
124,-12.144461,35,-31.034515
125,-11.332547,147,-23.760937
126,-12.94382,147,-22.021053
127,-12.224766,35,-29.013649
128,-11.664691,35,-24.881535
129,-12.596116,147,-26.796555
130,-11.955685,35,-27.267939
131,-11.775007,35,-28.102901
132,-12.1598625,35,-21.711138
133,-11.444751,35,-20.211838
134,-11.45069,35,-21.11124
135,-11.287529,35,-24.515112
136,-11.409606,35,-28.122662
137,-11.946658,35,-25.260233
138,-12.129006,35,-25.384357
139,-11.366577,35,-25.750648
140,-10.964839,35,-22.532892
141,-10.59165,35,-24.37179
142,-10.373927,35,-24.207941
143,-10.716211,35,-24.749714
144,-10.31033,35,-25.49054
145,-10.775725,35,-28.09557
146,-11.135148,147,-11.165934
147,-10.433281,35,-29.68658
