Frame,Z_coord_n1,na_res,Z_coord_na,prod,na_z,NQRD26-NQRE115,NQRD107-NQRE23,tIC1,tIC2,tIC3,tIC4,tIC5,tIC6,tIC7,tIC8,tIC9,tIC10,tIC11,tIC12,tIC13,tIC14,tIC15,tIC16,tIC17,tIC18,tIC19,tIC20,tIC21,tIC22,tIC23,tIC24,tIC25,tIC26,tIC27,tIC28,tIC29,tIC30,tIC31,tIC32,tIC33,tIC34,tIC35,tIC36,tIC37,tIC38,tIC39,tIC40,tIC41,tIC42,tIC43
3107,-8.298592,57.0,-8.449784,prod8,-0.15,10.15,3.55,-0.94,0.35,0.75,1.07,-0.19,0.97,-0.63,0.15,-1.62,-0.81,0.41,0.08,0.28,-0.53,-0.05,0.63,-0.51,-0.77,0.21,0.46,0.06,0.06,-0.15,-0.47,0.1,-0.09,-0.23,0.35,0.04,0.15,-0.02,0.19,0.0,0.06,0.33,0.1,-0.25,0.02,0.06,-0.0,-0.02,-0.06,0.02
3108,-8.73329,57.0,-11.06784,prod8,-2.33,9.85,4.2,-0.88,-0.02,0.03,0.89,0.11,0.14,-1.11,-0.12,-0.9,-1.07,0.6,0.57,0.01,-0.27,-0.11,0.7,-0.63,-0.01,0.23,0.28,0.23,0.66,0.25,0.03,-0.15,0.17,-0.51,0.45,0.01,0.32,0.01,0.37,0.15,-0.4,-0.01,-0.43,0.21,0.04,0.06,-0.17,-0.02,0.08,-0.08
3109,-8.412257,57.0,-10.556721,prod8,-2.14,9.24,3.84,-0.81,0.12,0.85,1.03,-0.18,0.61,-0.95,0.02,-0.7,-0.73,-0.23,1.07,0.48,-0.34,-0.11,1.63,-0.49,-1.03,0.4,-0.57,0.38,0.03,0.37,-0.32,-0.15,-0.04,-0.31,-0.34,0.05,0.19,0.14,-0.29,-0.04,-0.36,-0.08,-0.15,-0.05,0.1,0.06,-0.08,-0.08,-0.1,0.01
3110,-8.608504,57.0,-11.909695,prod8,-3.3,10.44,3.68,-0.83,0.2,0.9,0.81,-0.54,0.46,-0.75,0.19,-1.38,-1.07,0.25,0.67,-0.03,-0.89,0.72,0.73,-1.0,0.12,0.42,-0.24,0.54,-0.42,-0.28,-0.05,0.01,0.3,-0.24,-0.12,-0.1,0.31,0.02,-0.45,0.06,-0.01,0.04,-0.31,0.0,0.2,0.23,0.06,-0.18,-0.04,0.15
3111,-9.255597,57.0,-11.613109,prod8,-2.36,10.7,4.18,-0.92,0.15,0.31,0.33,-0.33,0.31,-0.69,0.14,-0.36,0.08,0.22,-0.09,0.57,-1.21,-0.08,0.64,-0.34,0.27,0.92,0.15,-0.11,0.66,-0.5,-0.11,-0.05,0.26,-0.67,-0.18,-0.19,0.56,-0.28,-0.27,-0.05,-0.11,-0.07,-0.29,0.01,0.05,0.2,0.23,-0.12,0.08,0.03
3112,-8.7739,57.0,-11.359482,prod8,-2.59,10.32,3.59,-0.95,-0.03,-0.18,0.4,-0.02,0.46,-0.85,-0.33,-0.71,0.17,0.19,-0.21,0.21,-0.83,0.06,0.25,-1.03,-0.02,0.72,-0.35,-0.0,0.55,-0.66,-0.46,0.02,-0.07,-0.13,-0.15,-0.02,0.49,-0.25,-0.26,-0.1,0.07,0.02,0.19,0.16,0.03,0.24,-0.22,0.28,-0.08,0.05
3113,-8.565687,57.0,-11.142123,prod8,-2.58,10.21,3.85,-0.93,0.37,0.3,0.63,-0.14,0.03,-0.26,-0.35,-0.66,0.14,0.24,0.42,0.52,-1.44,-0.07,0.66,-0.91,0.23,0.67,-0.19,0.38,0.35,-0.02,-0.08,-0.01,0.06,0.14,0.17,-0.27,0.41,-0.37,-0.38,-0.08,-0.11,-0.03,0.04,0.23,-0.11,-0.02,0.06,-0.06,0.08,0.05
3114,-8.120887,57.0,-11.138787,prod8,-3.02,9.96,3.72,-0.85,0.02,0.05,1.01,-0.31,0.2,-0.93,0.02,-0.95,-0.68,0.13,0.63,0.69,-1.05,0.1,1.04,-0.74,0.19,0.79,-0.69,0.24,-0.11,-0.17,-0.41,-0.2,0.14,-0.62,0.03,0.53,0.44,-0.38,-0.06,-0.17,-0.26,-0.13,0.19,-0.01,-0.11,-0.01,-0.13,0.03,0.09,-0.06
3115,-8.110592,57.0,-8.887675,prod8,-0.78,10.16,4.44,-0.91,0.12,0.15,1.12,0.21,-0.16,-0.6,-0.33,-1.18,-0.55,-0.44,0.62,0.61,-1.35,-0.07,1.32,-0.28,-0.01,0.43,-0.39,0.3,0.89,-0.16,0.34,-0.45,-0.11,-0.63,0.02,-0.02,0.46,-0.33,-0.22,0.04,-0.38,-0.21,-0.0,0.24,-0.17,-0.01,0.09,0.02,0.02,0.01
3116,-7.9525557,57.0,-10.114737,prod8,-2.16,9.37,3.75,-0.81,0.44,0.88,1.42,0.53,0.02,-0.55,0.14,-1.61,-0.29,-0.1,0.81,0.45,-1.18,-0.12,0.79,-0.91,-0.38,0.48,-0.47,-0.17,0.31,0.3,0.08,-0.68,0.21,-0.4,-0.01,-0.18,0.38,-0.5,0.02,0.27,-0.52,0.18,-0.07,0.05,0.0,0.33,-0.06,-0.17,0.09,-0.01
3117,-7.041933,57.0,-9.769026,prod8,-2.73,9.72,4.27,-0.93,0.1,0.83,0.68,-0.27,-0.08,-0.77,0.06,-1.01,-0.58,0.28,1.38,0.51,-1.42,0.06,0.7,-0.52,0.33,0.29,0.03,0.3,0.47,-0.09,-0.3,0.06,0.7,-0.01,-0.75,-0.52,0.39,-0.73,-0.45,-0.12,0.08,0.34,0.07,0.03,-0.02,-0.05,-0.15,-0.02,0.08,-0.11
3118,-7.7182784,57.0,-7.1566014,prod8,0.56,8.69,3.97,-0.68,0.04,0.54,0.85,0.15,0.94,-0.04,0.38,-1.07,-0.16,-0.29,0.34,-0.07,-1.08,-0.37,0.98,-0.13,-0.27,1.41,-0.28,0.38,0.06,0.04,-0.57,0.27,-0.06,-0.21,-0.45,-0.03,0.15,-0.24,-0.04,0.24,-0.21,-0.01,-0.09,0.04,-0.02,0.2,0.18,0.02,0.04,-0.0
3119,-7.84589,57.0,-8.190945,prod8,-0.35,9.24,4.0,-0.91,0.3,0.56,1.15,-0.26,0.69,-0.33,0.28,-1.33,0.09,0.07,0.11,0.79,-1.41,0.01,1.24,-0.27,-0.33,0.19,-0.43,0.58,0.32,-0.41,-0.57,0.33,-0.01,-0.41,-0.04,-0.22,0.42,-0.46,0.03,0.09,-0.02,0.07,0.09,0.05,-0.02,0.21,0.15,0.16,0.01,0.04
3120,-8.153765,57.0,-8.18535,prod8,-0.03,8.92,3.77,-0.74,-0.16,0.65,0.64,-0.26,0.72,-0.47,0.2,-1.45,-0.38,0.12,0.47,0.68,-1.06,0.26,1.7,-0.42,-0.49,1.12,-0.34,0.26,0.19,-0.0,-0.15,0.17,-0.14,-0.4,-0.13,0.28,0.01,-0.31,0.07,-0.05,-0.27,0.03,-0.04,0.12,-0.33,0.03,0.16,-0.02,-0.05,0.02
3121,-8.429064,57.0,-8.356863,prod8,0.07,9.35,3.95,-0.78,0.02,1.2,0.7,-0.35,0.6,-0.1,0.59,-0.73,-0.45,-0.19,0.01,0.27,-0.99,0.01,1.0,0.03,-0.52,0.65,0.12,-0.1,0.37,0.18,0.13,0.04,0.38,-0.03,-0.04,-0.27,-0.42,-0.5,-0.07,0.02,-0.12,0.12,-0.19,-0.1,-0.12,0.22,0.13,-0.07,-0.01,-0.12
3122,-8.17375,57.0,-8.386791,prod8,-0.21,10.19,4.01,-0.75,-0.09,0.6,0.81,-0.39,0.78,-0.61,0.23,-1.2,-0.86,0.15,0.11,0.44,-1.33,-0.07,1.03,-0.42,-0.26,1.16,-0.01,-0.36,-0.1,-0.04,-0.28,-0.11,0.12,-0.64,-0.21,0.13,0.12,-0.66,-0.11,0.01,0.11,0.07,-0.16,-0.05,-0.02,0.18,0.16,-0.11,-0.0,-0.02
3123,-8.299145,57.0,-8.341155,prod8,-0.04,10.54,3.86,-0.86,-0.07,0.25,0.64,-0.42,0.53,-0.7,0.11,-1.65,-0.33,0.4,0.17,0.38,-0.48,0.28,1.29,-0.46,-0.78,0.9,-0.24,0.1,0.12,0.22,-0.19,-0.15,0.34,-0.43,0.08,-0.19,-0.1,-0.09,-0.14,-0.3,-0.33,0.13,0.16,-0.12,0.07,0.35,0.15,-0.22,0.04,-0.03
3124,-7.9597526,57.0,-7.822257,prod8,0.14,10.04,3.8,-0.89,-0.01,0.45,1.04,-0.22,0.86,-0.98,0.42,-1.16,-0.35,0.55,0.6,0.48,-0.48,0.09,1.07,-0.32,-0.55,0.45,-0.34,0.23,-0.08,0.06,-0.32,-0.3,-0.13,-0.67,0.09,0.68,0.14,-0.28,0.01,-0.11,-0.14,-0.12,0.05,-0.07,0.06,-0.14,-0.06,0.04,0.15,-0.05
3125,-8.281845,57.0,-8.6412325,prod8,-0.36,10.19,4.3,-0.94,0.46,1.03,0.83,-0.1,0.58,-0.34,0.51,-0.99,-0.44,0.74,-0.25,0.15,-1.17,0.14,1.21,-0.05,-0.84,0.23,-0.04,0.39,0.23,-0.06,0.19,-0.26,0.13,-0.22,0.21,0.24,0.09,0.04,-0.0,-0.07,-0.14,0.26,0.07,0.06,0.16,0.13,0.04,-0.13,-0.0,0.01
3126,-8.2508545,57.0,-8.394499,prod8,-0.14,9.94,3.5,-0.86,-0.04,1.06,1.09,-0.65,0.55,-0.67,0.29,-1.44,-0.54,0.1,0.34,0.09,-0.69,-0.29,0.96,-0.41,-0.22,0.32,-0.01,0.35,0.05,0.35,-0.08,-0.54,0.19,-0.18,0.05,0.19,0.08,0.08,0.0,-0.28,-0.33,0.1,-0.13,-0.17,0.14,0.06,0.05,-0.03,-0.11,0.05
3127,-8.391825,57.0,-8.329725,prod8,0.06,10.29,3.71,-0.91,-0.03,0.27,0.64,-0.31,0.47,-1.05,0.12,-1.25,-0.62,0.58,0.37,0.17,-0.21,0.2,0.89,-0.4,0.1,-0.08,0.37,0.39,0.42,-0.09,-0.14,0.2,-0.26,-0.29,-0.45,0.07,-0.04,-0.12,-0.27,-0.01,0.17,-0.24,-0.18,-0.21,0.06,0.01,0.09,-0.15,0.01,-0.01
3128,-8.333918,57.0,-8.693867,prod8,-0.36,9.71,4.04,-0.76,0.18,0.35,1.17,-0.14,0.16,-1.37,0.76,-1.86,-0.84,0.51,0.1,-0.12,-1.31,-0.29,0.2,-0.12,0.39,-0.18,0.2,0.24,0.42,-0.4,0.07,-0.07,-0.01,-0.68,-0.09,0.22,0.25,-0.14,-0.06,0.27,-0.31,0.36,-0.05,-0.14,0.27,-0.03,0.07,-0.16,0.02,0.1
3129,-7.749728,57.0,-8.015904,prod8,-0.27,11.0,3.44,-0.85,0.09,0.45,1.13,-0.56,0.75,-1.3,0.52,-1.46,-0.5,0.45,0.44,0.23,-0.57,0.14,0.42,-0.52,-0.25,0.16,0.45,-0.26,0.53,-0.21,-0.53,-0.34,-0.38,-0.41,0.22,0.48,0.04,-0.11,-0.23,-0.34,-0.12,-0.0,0.17,0.09,0.32,0.21,-0.12,-0.02,-0.06,-0.01
3130,-7.775977,57.0,-7.970028,prod8,-0.19,8.91,3.83,-0.75,-0.21,0.27,0.63,-0.51,0.39,-1.43,0.18,-1.24,-0.48,-0.19,1.02,0.35,-0.46,0.14,0.73,-0.33,0.22,0.55,0.04,0.2,0.09,-0.04,0.11,-0.05,-0.17,-0.67,0.14,0.29,0.31,-0.39,0.1,0.29,-0.42,0.16,-0.05,0.0,-0.02,-0.05,0.08,-0.13,0.08,-0.01
3131,-7.6902957,57.0,-7.8458567,prod8,-0.16,9.0,3.73,-0.75,0.03,0.72,1.0,-0.51,0.61,-1.1,0.8,-1.37,-0.8,0.13,0.11,0.8,-0.36,0.2,1.2,-0.3,-0.91,1.05,-0.28,0.1,0.1,0.22,0.24,-0.1,0.0,-0.3,-0.32,0.34,-0.08,-0.26,-0.09,-0.03,-0.42,0.22,-0.01,-0.16,0.1,0.24,-0.02,-0.05,-0.04,-0.07
3132,-7.8623157,57.0,-7.9794703,prod8,-0.12,10.6,3.5,-0.99,0.34,0.04,0.68,-0.29,0.31,-0.59,0.23,-1.14,0.3,0.98,0.43,-0.01,-1.06,-0.59,0.82,-0.17,-0.05,-0.24,-0.54,0.41,0.53,-0.47,0.39,0.28,-0.59,-0.77,0.09,0.42,0.17,0.29,-0.05,0.11,0.19,-0.03,0.09,-0.05,0.03,-0.03,0.03,0.21,0.0,0.01
3133,-7.460582,57.0,-7.775576,prod8,-0.31,9.33,4.06,-0.85,0.19,0.44,0.67,0.39,0.66,0.18,-0.37,-1.19,-0.37,-0.49,-0.69,0.36,-0.5,0.09,1.0,-0.61,-0.59,0.84,-0.21,0.47,0.34,0.09,0.13,-0.3,-0.41,-0.31,-0.05,0.34,0.07,-0.1,-0.12,0.12,-0.11,-0.14,-0.09,-0.11,-0.15,-0.22,-0.16,-0.06,0.05,-0.04
3134,-7.956849,57.0,-8.272846,prod8,-0.32,9.49,3.87,-0.91,-0.22,-0.23,0.37,-0.5,0.98,-0.68,0.06,-1.83,0.08,0.17,-0.41,1.1,-0.69,0.35,0.65,-0.31,-0.37,0.26,-0.33,0.06,0.38,-0.14,0.18,-0.17,-0.38,-0.23,-0.47,0.31,0.58,-0.31,-0.19,-0.02,0.02,-0.06,0.05,-0.09,-0.08,-0.02,-0.07,0.01,0.05,-0.07
3135,-7.6077003,57.0,-8.159508,prod8,-0.55,10.54,3.57,-0.84,0.13,0.82,0.43,-0.03,0.53,-0.14,0.44,-1.12,0.26,0.08,-0.38,0.79,-1.08,-0.01,1.04,-0.96,-0.19,0.7,-0.2,-0.06,0.49,0.06,0.34,-0.21,0.07,0.12,0.11,-0.01,-0.06,-0.28,-0.16,-0.4,0.11,-0.14,0.09,0.02,-0.14,-0.01,-0.17,-0.17,0.07,-0.07
3136,-8.490969,57.0,-8.757535,prod8,-0.27,10.39,3.88,-0.89,0.29,0.54,0.64,-0.42,0.86,-0.47,0.54,-1.0,0.29,0.24,-0.67,0.81,-0.63,0.33,1.24,-0.69,-0.1,0.1,-0.19,0.05,0.19,0.28,0.07,0.26,0.77,-0.65,-0.03,-0.02,0.12,-0.3,-0.19,-0.03,0.12,-0.16,-0.21,-0.19,0.05,-0.05,0.17,-0.02,0.03,-0.06
3137,-9.000974,57.0,-9.155018,prod8,-0.15,10.41,3.91,-0.94,0.51,0.68,0.63,-0.27,0.47,-0.69,-0.24,-0.82,0.13,0.53,0.01,0.8,-1.18,-0.53,1.05,-0.59,-0.02,0.49,0.29,0.03,0.18,-0.08,0.34,0.38,0.36,-0.54,-0.21,0.01,0.46,-0.2,-0.37,0.02,-0.05,0.07,-0.13,-0.03,0.03,0.06,-0.03,-0.16,0.04,0.01
3138,-8.833607,57.0,-9.05526,prod8,-0.22,11.55,4.1,-0.9,0.05,0.46,0.42,-0.7,0.99,-0.47,-0.14,-0.98,0.25,-0.13,0.19,0.49,-0.41,0.53,1.3,-0.3,0.51,0.61,0.14,-0.16,0.0,-0.23,0.3,-0.13,0.69,-0.54,0.12,0.08,0.05,-0.2,-0.12,-0.16,0.29,-0.38,0.05,-0.2,0.08,0.01,0.22,-0.14,0.12,0.06
3139,-8.297195,57.0,-8.604354,prod8,-0.31,10.23,3.5,-0.98,0.08,0.63,0.31,-0.48,0.2,-0.74,0.26,-0.9,-0.13,0.2,0.76,0.55,-0.17,0.14,0.81,-0.74,0.27,0.01,0.02,0.41,0.23,-0.41,-0.13,-0.08,0.27,-0.44,-0.09,0.06,0.39,-0.45,-0.14,-0.12,-0.03,-0.15,-0.13,0.11,-0.12,0.01,-0.07,0.04,0.08,-0.11
3140,-8.135873,57.0,-8.69075,prod8,-0.55,10.64,4.0,-0.92,0.24,0.2,0.28,-0.32,0.82,-0.87,-0.21,-1.06,0.01,0.51,0.74,-0.05,-0.52,0.32,0.83,-0.51,0.31,0.0,0.13,0.21,0.28,-0.34,0.11,0.36,-0.1,-0.82,-0.03,0.02,0.07,-0.22,-0.2,0.04,0.21,0.06,-0.1,0.03,-0.04,0.24,0.05,0.03,0.07,-0.01
3141,-8.626373,57.0,-8.936117,prod8,-0.31,10.99,3.74,-1.1,0.17,0.19,-0.02,0.01,-0.28,-0.51,0.16,-0.06,-0.06,1.15,1.42,0.24,-0.87,0.35,0.8,0.09,0.32,-0.12,-0.12,-0.24,0.16,-0.82,0.33,0.26,0.16,-0.49,0.11,0.3,0.1,-0.37,-0.11,-0.03,-0.15,-0.01,-0.27,0.06,0.02,0.04,-0.09,-0.05,0.06,-0.07
3142,-8.841136,57.0,-8.605775,prod8,0.24,9.65,4.0,-0.82,0.06,0.68,0.13,-0.28,0.53,-0.6,0.66,-0.15,0.03,0.23,0.2,0.52,-0.43,0.18,1.34,-0.33,-0.06,-0.1,-0.08,0.07,0.3,0.19,0.21,-0.01,0.25,-0.08,-0.04,0.23,0.47,-0.22,0.19,-0.32,0.17,-0.05,-0.18,0.18,-0.22,0.12,0.07,-0.07,0.05,-0.09
3143,-8.822919,57.0,-9.131694,prod8,-0.31,10.34,3.9,-0.89,0.06,0.6,0.36,-0.13,0.28,-0.52,-0.0,-0.54,-0.14,-0.39,-0.46,-0.03,-0.52,0.03,1.05,-0.44,-0.51,0.1,-0.14,0.12,0.43,-0.25,0.05,-0.05,0.37,-0.38,-0.56,-0.07,0.18,-0.48,-0.06,-0.48,0.16,-0.15,-0.09,-0.08,0.04,0.06,0.12,-0.1,0.07,-0.1
3144,-8.743306,57.0,-8.8411455,prod8,-0.1,10.12,4.1,-0.97,0.33,0.33,0.53,0.2,0.16,-0.29,-0.36,-0.17,0.18,-0.32,0.05,0.78,-0.44,0.17,1.15,-0.15,0.18,0.34,0.08,0.01,0.43,-0.2,0.03,0.29,0.05,-0.39,-0.04,-0.01,0.4,-0.16,-0.23,0.02,-0.05,-0.33,-0.21,-0.22,-0.03,-0.07,-0.02,-0.01,-0.02,0.07
3145,-8.696356,57.0,-8.310938,prod8,0.39,9.66,4.07,-0.9,0.14,0.42,0.55,-0.21,0.29,-0.36,-0.24,0.06,-0.26,-0.34,-0.07,0.24,-0.44,0.62,0.35,-0.49,0.09,-0.41,0.03,0.85,0.49,0.04,0.21,-0.16,-0.01,-0.34,-0.21,0.01,-0.19,-0.21,-0.12,-0.42,-0.07,0.25,-0.14,-0.04,0.04,0.28,0.18,-0.17,0.02,-0.03
3146,-8.002494,57.0,-7.4873776,prod8,0.52,9.26,4.09,-0.84,0.01,0.17,0.59,0.16,0.29,-0.65,-0.61,-0.39,-0.04,-0.6,0.25,0.26,0.04,-0.09,0.73,0.26,0.33,-0.04,-0.07,0.4,0.25,0.01,0.33,0.03,-0.24,-0.36,-0.19,0.47,-0.06,-0.25,0.01,-0.23,-0.07,-0.31,0.12,-0.18,-0.32,-0.01,-0.14,0.16,-0.03,-0.12
3147,-8.445326,57.0,-8.370336,prod8,0.07,10.6,3.75,-0.96,0.2,0.3,0.37,-0.02,0.57,-0.24,0.17,-0.62,0.17,-0.12,-0.18,0.57,-0.04,-0.12,1.28,0.17,-0.75,0.02,0.17,-0.18,-0.65,0.03,0.04,0.05,0.04,0.12,0.28,0.04,-0.0,-0.56,-0.35,-0.44,-0.31,-0.08,0.07,-0.1,0.02,0.3,0.04,-0.12,-0.02,0.1
3148,-8.262599,57.0,-8.254497,prod8,0.01,9.74,3.52,-0.91,-0.07,0.43,0.81,0.32,0.3,-0.19,-0.31,-1.77,-0.04,0.53,0.34,0.44,-1.07,0.12,1.13,-0.95,-0.15,0.77,0.18,0.15,0.16,0.09,0.15,-0.14,0.03,-0.04,0.03,0.13,0.07,0.33,0.03,-0.09,-0.37,0.23,0.1,0.22,-0.02,-0.03,-0.29,-0.03,0.03,-0.08
3149,-8.05382,57.0,-8.484092,prod8,-0.43,10.52,3.93,-0.9,-0.02,0.55,0.89,-0.06,0.33,-0.43,-0.22,-1.5,-0.44,0.24,0.09,0.67,-0.2,-0.03,1.1,-0.42,-0.55,0.88,-0.18,0.15,-0.34,0.3,-0.09,-0.55,-0.18,-0.65,0.15,0.34,0.24,-0.26,-0.24,-0.2,-0.1,-0.07,0.02,-0.07,-0.01,-0.0,-0.09,-0.07,-0.0,-0.1
3150,-7.952757,57.0,-8.2309065,prod8,-0.28,10.28,3.93,-0.89,0.05,0.16,0.15,-0.0,0.29,-0.03,-0.43,-0.23,-0.56,-0.13,-0.34,-0.05,-0.22,0.3,0.98,-0.57,0.09,-0.42,0.01,-0.22,0.31,0.13,0.44,0.01,-0.41,-0.05,0.32,0.04,-0.37,-0.53,-0.3,-0.21,0.04,-0.05,0.01,-0.2,-0.05,-0.08,-0.16,-0.04,-0.04,-0.02
3151,-8.635176,57.0,-8.552671,prod8,0.08,9.22,3.35,-0.83,-0.09,0.43,0.66,-0.11,0.2,-0.08,-0.28,-0.98,-0.08,-0.34,-0.55,0.18,-0.68,0.25,0.94,-0.45,-0.49,0.62,-0.05,-0.01,-0.32,-0.15,0.44,-0.13,-0.16,-0.07,-0.46,0.22,0.1,-0.37,-0.18,0.02,-0.12,-0.07,-0.02,-0.23,-0.11,0.1,0.03,-0.08,0.05,-0.06
3152,-8.25346,57.0,-8.233671,prod8,0.02,9.71,3.94,-0.85,-0.07,0.29,0.25,-0.06,0.33,-0.3,0.28,-1.16,0.04,-0.12,-1.0,0.44,-0.3,0.67,0.93,-0.01,-0.64,0.25,-0.0,0.01,0.79,0.11,0.55,0.06,-0.57,0.05,0.08,0.31,0.06,0.06,-0.26,-0.01,0.15,-0.04,0.06,-0.12,0.02,-0.03,0.16,-0.04,0.07,-0.07
3153,-8.397789,57.0,-8.668123,prod8,-0.27,9.56,4.26,-0.89,0.21,0.44,0.05,-0.25,0.4,-0.15,0.12,-0.91,0.06,0.05,-0.48,0.4,-0.77,-0.05,0.45,-0.16,-0.36,0.22,0.14,0.58,0.05,-0.2,0.08,-0.4,0.27,-0.63,-0.25,-0.01,0.25,0.04,-0.19,0.15,-0.13,0.28,0.06,-0.19,-0.02,0.01,0.07,-0.26,0.21,-0.08
3154,-8.632723,57.0,-8.54987,prod8,0.08,10.95,4.14,-0.77,-0.0,0.67,-0.05,-0.0,-0.11,-0.05,0.57,-1.05,-0.2,0.47,-0.32,0.14,-1.11,-0.69,0.54,0.08,-0.25,0.34,-0.23,0.25,-0.0,-0.3,-0.2,-0.63,0.13,-0.19,0.03,-0.2,-0.08,-0.03,-0.11,-0.42,0.22,-0.22,-0.32,-0.23,0.13,0.15,0.08,-0.08,0.16,-0.08
3155,-8.076607,57.0,-7.699392,prod8,0.38,9.57,3.89,-0.89,0.18,0.2,-0.05,-0.06,0.19,-0.34,0.75,-0.35,0.45,0.66,0.0,0.14,-1.27,0.23,1.02,-0.08,0.22,0.51,-0.55,0.07,-0.1,-0.05,0.27,0.11,-0.2,-0.58,-0.23,0.33,0.18,0.02,0.09,0.04,-0.19,-0.16,-0.03,-0.06,-0.07,-0.03,0.02,-0.07,0.03,-0.0
3156,-8.309981,57.0,-8.202827,prod8,0.11,10.64,3.93,-0.9,0.16,0.69,0.35,-0.33,0.44,-0.24,-0.16,-1.27,0.46,0.7,0.08,0.15,-0.31,0.42,1.22,-0.0,-0.32,0.37,0.16,-0.01,-0.04,-0.36,0.04,0.05,-0.18,-0.13,0.04,-0.24,-0.21,-0.1,-0.41,-0.4,-0.13,-0.15,-0.01,-0.07,-0.01,0.11,-0.1,-0.2,0.08,-0.06
3157,-8.076407,57.0,-9.506921,prod8,-1.43,10.1,3.59,-1.07,0.31,0.32,0.37,-0.29,-0.0,-0.55,0.04,-0.35,0.36,0.65,0.79,0.26,-0.65,0.06,0.71,0.24,0.61,-0.05,0.1,-0.12,0.04,-0.57,-0.06,0.2,-0.09,-0.46,-0.21,0.23,0.17,-0.1,-0.12,0.09,-0.19,-0.11,-0.2,0.01,-0.06,-0.01,0.07,0.08,0.0,-0.08
3158,-7.781967,57.0,-7.9474645,prod8,-0.17,9.91,4.38,-0.88,0.25,0.6,0.48,-0.36,0.4,-1.13,-0.17,-0.34,-0.45,0.19,0.98,0.32,-0.9,0.22,0.42,-0.16,0.13,0.59,-0.16,0.31,0.24,-0.43,0.16,0.06,-0.09,-0.5,0.04,0.1,0.3,-0.2,-0.31,0.09,-0.14,0.03,0.1,0.2,0.03,0.01,-0.07,0.02,0.13,-0.1
3159,-8.628244,57.0,-9.385163,prod8,-0.76,9.26,3.69,-0.96,0.05,0.44,0.27,-0.74,0.8,-1.02,0.49,-0.21,0.12,-0.83,0.45,0.74,-0.62,0.57,1.22,-0.53,0.37,-0.48,0.18,0.8,-0.38,0.12,-0.32,-0.33,-0.17,0.58,0.07,0.07,-0.14,-0.37,-0.48,0.06,-0.06,-0.34,-0.18,0.04,0.01,0.02,-0.15,-0.03,0.1,-0.11
3160,-8.888676,57.0,-8.88225,prod8,0.01,9.74,3.55,-0.92,-0.19,0.36,0.71,-0.64,0.7,-1.24,0.36,-1.06,-0.52,0.1,0.58,0.09,-0.2,0.32,0.91,-0.43,-0.16,0.32,-0.02,0.09,0.33,0.02,0.09,0.06,-0.22,-0.24,-0.15,0.18,-0.06,-0.25,-0.21,0.21,-0.02,-0.16,0.15,0.07,-0.12,-0.17,0.07,-0.02,0.15,-0.14
3161,-8.406643,57.0,-9.030801,prod8,-0.62,10.52,3.93,-0.93,-0.14,0.26,0.41,-0.75,0.41,-1.19,0.04,-0.67,-0.53,-0.23,1.08,0.37,-0.41,0.22,1.24,-0.21,0.28,0.16,0.3,0.69,0.16,-0.56,0.02,-0.1,0.12,-0.39,-0.45,0.07,0.01,-0.01,-0.2,-0.31,0.03,-0.2,-0.12,-0.09,0.07,0.03,0.08,-0.1,0.14,-0.13
3162,-8.65498,57.0,-9.602316,prod8,-0.95,10.88,3.83,-0.92,-0.09,-0.01,0.1,-0.4,0.37,-1.15,0.21,-0.89,0.03,0.27,1.31,0.64,-0.09,0.55,0.97,0.02,0.11,0.4,0.44,-0.31,0.17,0.33,0.43,-0.02,-0.08,-0.34,-0.1,0.29,0.37,0.09,-0.51,-0.27,-0.16,-0.36,0.08,-0.03,-0.2,-0.2,0.16,0.01,-0.07,-0.11
3163,-8.821704,57.0,-8.996881,prod8,-0.18,9.59,3.55,-0.81,-0.25,0.26,0.91,-0.51,0.91,-1.18,0.53,-0.8,-0.3,0.36,0.84,0.13,-0.58,0.4,1.16,-0.21,-0.28,0.08,0.12,-0.02,-0.11,-0.29,-0.23,0.31,-0.08,-0.24,-0.05,0.03,-0.28,-0.39,0.02,-0.18,-0.21,0.02,0.02,-0.16,-0.0,0.23,-0.06,-0.09,0.15,-0.09
3164,-9.35072,57.0,-10.086716,prod8,-0.74,9.05,3.85,-0.8,-0.28,0.14,0.25,-0.97,0.56,-0.86,0.49,-0.51,-0.25,-0.58,0.17,0.64,-0.55,0.37,0.86,0.19,0.59,-0.17,-0.13,0.37,-0.21,-0.02,-0.18,0.1,-0.05,0.59,-0.24,0.24,-0.07,-0.47,-0.23,-0.21,0.09,-0.27,-0.15,-0.29,0.08,-0.01,-0.15,0.04,0.01,0.01
3165,-9.559798,57.0,-10.366172,prod8,-0.81,10.23,3.92,-0.94,-0.04,-0.09,0.75,-0.54,0.69,-1.0,1.11,-0.73,-0.2,0.1,0.4,0.98,-0.24,0.19,0.72,0.03,0.02,0.2,0.09,0.45,-0.1,0.36,0.23,-0.03,-0.04,0.45,0.3,-0.02,-0.04,-0.39,-0.43,0.13,-0.1,-0.24,0.08,-0.05,0.09,-0.04,0.16,-0.07,-0.08,0.1
