Frame,Z_coord_n1,na_res,Z_coord_na,prod
1606,-1.7019378,106,18.124958,prod5
1607,-0.79890454,106,16.978662,prod5
1608,-1.2607232,106,13.931356,prod5
1609,-1.0267124,106,14.276929,prod5
1610,-1.1291806,106,16.512075,prod5
1613,-2.0611923,106,17.972557,prod5
1614,-1.5706683,106,13.779528,prod5
1615,-1.8822488,106,14.088132,prod5
1616,-1.9990109,106,12.995923,prod5
1617,-2.7215915,106,11.575532,prod5
1618,-2.6537082,106,12.008289,prod5
1619,-2.1062622,106,14.762015,prod5
1620,-1.3283603,106,15.696051,prod5
1621,-1.1262215,106,16.28693,prod5
1622,-1.2106186,106,16.179777,prod5
1623,-0.63685536,106,12.2126255,prod5
1624,-1.2485023,106,11.646016,prod5
1625,-2.2011607,106,13.137783,prod5
1626,-1.6530113,106,14.647553,prod5
1627,-1.6501068,106,12.726072,prod5
1628,-1.2311182,106,14.549271,prod5
1629,-1.8615345,106,12.632415,prod5
1630,-2.1986437,106,13.221861,prod5
1631,-2.3099313,106,14.740357,prod5
1632,-2.1530986,106,14.7545595,prod5
1633,-2.1418593,106,13.590278,prod5
1634,-2.3254416,106,13.228663,prod5
1635,-2.035866,106,14.046392,prod5
1636,-2.3995266,106,13.849732,prod5
1637,-2.7868834,106,15.535387,prod5
1638,-2.2705903,106,16.339838,prod5
1644,-1.1015679,106,18.189291,prod5
1650,-1.5219382,106,17.168547,prod5
1653,-1.4690849,106,16.75459,prod5
1654,-0.4897795,106,17.204779,prod5
1655,-1.108248,106,15.523384,prod5
1656,-0.9771176,106,15.338261,prod5
1657,-1.426514,106,12.967702,prod5
1658,-1.6171277,106,14.798274,prod5
1659,-2.352492,106,13.365274,prod5
1660,-1.7409586,106,11.7012415,prod5
1661,-1.9834931,106,11.86222,prod5
1662,-1.9481244,106,9.788852,prod5
1663,-1.8075782,106,11.354986,prod5
1664,-1.9989787,106,12.939268,prod5
1665,-1.8514969,106,12.035862,prod5
1666,-2.159122,42,-19.586813,prod5
1667,-2.2750483,42,-20.433279,prod5
1668,-2.8082552,42,-18.141138,prod5
1669,-3.630383,42,-17.181593,prod5
1670,-3.3564663,106,10.91322,prod5
1671,-3.042245,25,15.632372,prod5
1672,-1.9099872,106,11.628156,prod5
1673,-2.3691757,106,13.408647,prod5
1674,-1.7892693,106,8.756731,prod5
1675,-2.5076199,106,9.064351,prod5
1676,-2.2981489,106,8.118288,prod5
1677,-2.4511778,106,7.971569,prod5
1678,-2.445789,25,17.38504,prod5
1679,-2.7781947,25,18.306324,prod5
1680,-3.7834637,26,-21.978855,prod5
1681,-3.995667,106,7.229386,prod5
1682,-3.5342462,106,6.726377,prod5
1683,-3.4690456,106,6.1420126,prod5
1684,-3.8176408,26,-20.278385,prod5
1685,-3.1592069,106,3.2099154,prod5
1686,-2.5837014,26,-18.142586,prod5
1687,-3.0253878,26,-19.046587,prod5
1688,-3.0027697,26,-16.357315,prod5
1689,-3.2177522,26,-19.489164,prod5
1690,-3.705214,106,0.84678864,prod5
1691,-3.443048,106,0.25875172,prod5
1692,-3.5249536,106,0.07895186,prod5
1693,-3.461435,106,0.3068531,prod5
1694,-3.6620598,106,0.020859178,prod5
1695,-3.2535577,106,0.35735503,prod5
1696,-3.1903188,106,0.50304306,prod5
1697,-3.2598047,106,0.2826503,prod5
1698,-3.2427175,106,0.6841469,prod5
1699,-1.7454386,26,-17.811207,prod5
1700,-2.6413543,106,1.3312619,prod5
1701,-2.4148643,26,-20.56137,prod5
1702,-2.6791835,106,0.7728839,prod5
1703,-2.6016998,106,1.0597273,prod5
1704,-2.497162,106,1.3281494,prod5
1705,-2.1816847,106,1.696595,prod5
1706,-2.8566625,106,0.8970369,prod5
1707,-1.9258146,106,1.7382191,prod5
1708,-2.3909554,106,1.4687805,prod5
1709,-2.715086,106,1.0339862,prod5
1710,-2.7265475,106,0.7935582,prod5
1711,-2.9081151,106,0.69773036,prod5
1712,-3.6438057,106,0.29857287,prod5
1713,-2.9716458,106,0.70398813,prod5
1714,-2.5860834,106,1.4706523,prod5
1715,-3.1681633,106,0.71810114,prod5
1716,-2.8643363,106,1.2710661,prod5
1717,-2.6406984,106,1.7403187,prod5
1718,-3.1998472,106,0.83404875,prod5
1719,-2.8509414,106,0.9036685,prod5
1720,-3.0270503,106,1.0810255,prod5
1721,-2.0072217,106,1.7469908,prod5
1722,-2.7351508,106,1.0963793,prod5
1723,-3.415751,106,0.31757057,prod5
1724,-3.8771846,106,-0.3568487,prod5
1725,-4.0687413,106,-0.10091863,prod5
1726,-3.2982311,106,0.19959925,prod5
1727,-3.1499295,106,0.87920994,prod5
1728,-3.5628688,106,0.19956829,prod5
1729,-3.8334064,106,0.096655145,prod5
1730,-3.4536185,106,0.20763041,prod5
1731,-3.6953487,106,0.75598955,prod5
1732,-3.9212406,106,0.28609112,prod5
1733,-3.9485219,106,-0.1405875,prod5
1734,-4.3665423,106,-0.60735005,prod5
1735,-4.581832,106,-0.84549123,prod5
1736,-4.591925,106,-0.5454435,prod5
1737,-4.280313,106,-0.6075772,prod5
1738,-3.9292336,106,-0.43299192,prod5
1739,-4.2362137,106,-0.036363155,prod5
1740,-4.2003098,106,-0.50979364,prod5
1741,-4.4585805,106,-0.62000704,prod5
1742,-4.6642838,106,-0.655245,prod5
1743,-5.2610292,106,-1.3716564,prod5
1744,-4.667621,106,-0.9865758,prod5
1745,-4.790525,106,-1.0760565,prod5
1746,-4.65963,106,-1.0076799,prod5
1747,-5.2756925,106,-0.8665321,prod5
1748,-5.403095,106,-1.6793318,prod5
1749,-5.7754326,106,-2.0960405,prod5
1750,-4.926135,106,-1.1356959,prod5
1751,-3.9835513,106,-0.2216784,prod5
1752,-4.5643306,106,-0.8155475,prod5
1753,-3.672779,106,0.1890028,prod5
1754,-3.879195,106,0.22761941,prod5
1755,-3.7370615,106,-0.19230585,prod5
1756,-4.3516116,106,-0.52560484,prod5
1757,-4.0384984,106,0.077640235,prod5
1758,-2.7908976,106,1.0444839,prod5
1759,-3.2666318,106,0.7580104,prod5
1760,-2.7474957,106,1.2308145,prod5
1761,-3.2500286,106,0.85386056,prod5
1762,-3.5793192,106,0.20780507,prod5
1763,-4.3972178,106,0.11198779,prod5
1764,-3.7886174,106,0.21812202,prod5
1765,-3.955031,106,-0.3693628,prod5
1766,-3.9981985,106,-0.03908086,prod5
1767,-4.0134797,106,0.44038105,prod5
1768,-3.6293256,106,-0.10935178,prod5
1769,-3.5634134,106,0.37590474,prod5
1770,-3.7604642,106,0.14353923,prod5
1771,-4.099684,106,0.7963002,prod5
1772,-3.634603,106,0.13231532,prod5
1773,-3.4448411,106,0.6941598,prod5
1774,-3.2363656,106,0.63191634,prod5
1775,-3.175671,106,1.1183158,prod5
