Frame,Z_coord_n1,na_res,Z_coord_na,prod
382,-10.665467,231,-7.326371,prod1
383,-10.906459,231,-7.247316,prod1
384,-10.88957,231,-7.836989,prod1
385,-11.647528,231,-8.328937,prod1
386,-11.101226,231,-7.9867063,prod1
387,-10.761993,231,-7.4942226,prod1
388,-10.806778,231,-7.430467,prod1
389,-10.787011,231,-7.4743943,prod1
390,-10.083957,231,-7.0238132,prod1
391,-10.487495,231,-7.5330124,prod1
392,-10.259798,231,-6.980714,prod1
393,-10.404143,231,-6.969436,prod1
394,-10.770052,231,-7.4751177,prod1
395,-10.565862,231,-7.2282977,prod1
396,-10.796047,1,-27.352753,prod1
397,-10.916064,231,-7.638404,prod1
398,-10.349812,201,-26.357544,prod1
399,-10.294012,1,-25.927961,prod1
400,-10.357056,201,-29.534258,prod2
401,-10.003794,231,-6.609431,prod2
402,-10.458771,1,-26.510847,prod2
403,-9.936358,1,-27.523087,prod2
404,-10.705542,231,-7.362656,prod2
405,-10.421713,231,-7.909477,prod2
406,-9.915535,231,-6.4980655,prod2
407,-10.206491,231,-7.0288653,prod2
408,-10.035115,231,-6.562759,prod2
409,-9.307293,231,-6.0023704,prod2
410,-9.456976,231,-6.2759967,prod2
411,-10.12905,1,-28.239494,prod2
412,-9.797209,231,-6.127573,prod2
413,-9.885274,231,-6.5543056,prod2
414,-10.162064,231,-6.875859,prod2
415,-10.94451,231,-7.470271,prod2
416,-9.921035,231,-6.719889,prod2
417,-10.464681,231,-7.06873,prod2
418,-10.277096,18,-27.9944,prod2
419,-10.802641,231,-7.570997,prod2
420,-11.55063,231,-8.512404,prod2
421,-10.670893,231,-7.6479583,prod2
422,-10.289521,231,-6.824219,prod2
423,-10.878178,231,-7.661195,prod2
424,-10.942446,231,-7.509104,prod2
425,-11.265857,231,-7.683058,prod2
426,-10.782323,231,-7.7879252,prod2
427,-10.456402,231,-6.965792,prod2
428,-10.759374,231,-7.372585,prod2
429,-9.960721,231,-6.6127057,prod2
430,-10.209809,231,-6.673889,prod2
431,-10.1709795,231,-6.9693108,prod2
432,-9.470399,231,-6.1035337,prod2
433,-9.467616,231,-6.1288033,prod2
434,-9.452473,231,-6.0561113,prod2
435,-9.523354,231,-6.3178196,prod2
436,-9.774137,231,-6.6144996,prod2
437,-9.799154,31,10.4596815,prod2
438,-10.233382,31,10.58751,prod2
439,-10.361604,231,-7.105352,prod2
440,-9.747498,231,-6.716905,prod2
441,-10.133907,231,-7.1743765,prod2
442,-9.354898,231,-6.1897507,prod2
443,-9.228248,231,-5.6464124,prod2
444,-9.209625,231,-5.811828,prod2
445,-9.04704,231,-5.9242864,prod2
446,-9.174311,215,-27.819775,prod2
447,-8.008839,215,-23.514332,prod2
448,-8.472988,215,-22.684958,prod2
449,-8.365072,231,-4.936863,prod2
450,-8.973115,18,-24.566053,prod2
451,-8.673459,18,-27.173903,prod2
452,-8.917025,215,-22.20243,prod2
453,-8.909029,18,-26.98478,prod2
454,-8.338728,231,-5.26878,prod2
455,-8.361701,215,-19.98515,prod2
456,-8.575299,215,-21.48056,prod2
457,-9.113726,215,-22.826178,prod2
458,-8.664768,215,-22.612595,prod2
459,-8.993457,215,-20.627203,prod2
460,-8.623764,18,-26.908588,prod2
461,-8.691663,100,6.740183,prod2
462,-7.8440022,18,-23.095608,prod2
463,-7.825854,18,-23.180286,prod2
464,-7.136315,18,-24.583708,prod2
465,-7.94281,18,-25.239275,prod2
466,-7.9595313,18,-19.760494,prod2
467,-8.104751,18,-20.131683,prod2
468,-8.725695,18,-24.822657,prod2
469,-7.726753,18,-21.031664,prod2
470,-7.6484737,18,-25.088175,prod2
471,-8.383048,18,-22.922394,prod2
472,-7.5529594,18,-26.661093,prod2
473,-7.740796,215,-12.954764,prod2
474,-7.3911815,1,-24.556498,prod2
475,-7.544171,215,-12.195901,prod2
476,-7.749473,215,-12.346987,prod2
477,-7.5408263,215,-11.099239,prod2
478,-7.4867873,18,-22.159224,prod2
479,-7.977563,215,-11.38919,prod2
480,-8.427995,215,-11.78552,prod2
481,-8.662721,100,9.904892,prod2
482,-8.28116,215,-14.27144,prod2
483,-8.059948,215,-20.937275,prod2
484,-7.6173596,100,9.75118,prod2
485,-7.401614,215,-19.001324,prod2
486,-7.254379,215,-23.045202,prod2
487,-8.160024,215,-21.461473,prod2
488,-8.242261,100,7.0865583,prod2
489,-8.135357,100,11.204288,prod2
490,-8.465014,231,-4.8506246,prod2
491,-7.977482,100,11.861996,prod2
492,-7.7992177,100,9.914531,prod2
493,-8.223012,100,8.5422735,prod2
494,-7.2189136,100,5.9625387,prod2
495,-7.5230317,100,8.082648,prod2
496,-8.281547,100,8.010583,prod2
497,-8.516539,100,8.690253,prod2
498,-8.334294,100,7.7880855,prod2
499,-8.79716,100,7.633358,prod2
500,-8.998755,231,-5.8020782,prod2
501,-8.971733,100,6.357092,prod2
502,-8.805473,100,5.539072,prod2
503,-9.29271,100,6.4476795,prod2
504,-8.052887,100,10.240584,prod2
505,-9.144655,100,9.131633,prod2
506,-9.20409,112,9.352452,prod2
507,-9.418894,231,-5.4824514,prod2
508,-9.548506,100,9.3503475,prod2
509,-9.845302,231,-6.387388,prod2
510,-9.490498,231,-6.075626,prod2
511,-8.929955,100,11.010621,prod2
512,-9.313363,100,9.339977,prod2
513,-9.441385,100,6.4559484,prod2
514,-8.970733,100,8.426978,prod2
515,-8.750368,231,-5.671986,prod2
516,-8.9773445,112,11.117535,prod2
517,-9.507311,112,10.509096,prod2
518,-9.218872,100,9.9379425,prod2
519,-8.965813,112,11.2501335,prod2
520,-9.231327,231,-5.8239837,prod2
521,-9.096334,112,10.319275,prod2
522,-9.324737,231,-5.842989,prod2
523,-9.718942,230,-27.987669,prod2
