Frame,Z_coord_n1,na_res,Z_coord_na,prod,na_z,NQRD26-NQRE115,NQRD107-NQRE23,tIC1,tIC2,tIC3,tIC4,tIC5,tIC6,tIC7,tIC8,tIC9,tIC10,tIC11,tIC12,tIC13,tIC14,tIC15,tIC16,tIC17,tIC18,tIC19,tIC20,tIC21,tIC22,tIC23,tIC24,tIC25,tIC26,tIC27,tIC28,tIC29,tIC30,tIC31,tIC32,tIC33,tIC34,tIC35,tIC36,tIC37,tIC38,tIC39,tIC40,tIC41,tIC42,tIC43
954,-10.0062275,33.0,-26.718689,prod3,-16.71,6.79,4.07,0.18,-1.16,0.65,-0.71,-1.01,-0.35,0.84,0.44,-0.95,0.43,-0.16,-0.24,-0.95,0.17,0.77,0.61,0.73,-0.75,-0.21,0.45,-0.54,0.13,-0.01,-0.19,-0.18,0.05,0.4,0.25,-0.07,0.01,0.08,0.51,-0.19,0.25,-0.04,-0.4,0.03,0.09,-0.03,0.14,-0.03,-0.24,0.05
955,-8.893341,231.0,-6.000603,prod3,2.89,7.18,4.6,0.28,-1.13,0.49,-0.88,-0.77,0.05,1.18,0.69,-1.12,-0.17,-0.1,0.2,-0.45,-0.6,0.37,0.32,0.43,0.15,-0.07,0.08,-0.43,0.08,0.14,0.51,-0.58,0.4,-0.22,-0.06,-0.02,-0.38,0.44,-0.05,0.11,0.08,0.25,-0.01,0.08,-0.01,-0.02,0.13,0.08,-0.16,-0.1
956,-8.610731,231.0,-5.400851,prod3,3.21,6.58,3.6,0.19,-0.93,0.46,-0.73,-0.86,0.63,0.89,0.74,-0.38,0.26,-0.28,0.36,0.08,-0.2,0.29,0.34,-0.15,-0.32,0.4,-0.08,-0.48,0.31,-0.38,0.25,-0.07,0.39,-0.51,-0.14,0.26,-0.55,0.02,0.42,0.11,-0.31,-0.05,-0.26,-0.28,-0.05,-0.03,0.1,0.06,-0.01,0.05
957,-8.781101,231.0,-5.576183,prod3,3.2,6.06,4.39,0.11,-0.66,0.64,-0.57,-0.81,-0.07,0.96,0.94,-0.96,-0.63,-0.27,-0.16,-0.25,-0.75,0.35,0.47,0.45,-0.15,0.0,0.43,-0.29,0.19,0.04,0.06,0.01,0.76,-0.08,-0.34,-0.12,-0.44,-0.01,0.57,-0.0,-0.28,0.26,-0.07,-0.06,-0.19,-0.05,-0.01,0.11,-0.08,-0.13
958,-8.525988,231.0,-5.835167,prod3,2.69,6.5,4.19,0.34,-0.87,0.37,-0.87,-0.99,0.02,1.29,0.44,-0.68,0.0,0.01,-0.03,0.11,-0.23,0.06,0.49,0.07,-0.18,0.52,0.08,-0.68,0.14,-0.02,-0.49,0.15,0.5,-0.56,-0.44,-0.02,-0.37,0.02,0.29,-0.15,0.06,-0.05,0.02,-0.1,-0.03,0.07,-0.04,0.07,0.09,-0.06
959,-8.907073,33.0,-26.785849,prod3,-17.88,6.38,3.65,0.2,-0.92,0.91,-0.93,-0.6,-0.38,1.31,1.52,-0.69,0.13,-0.11,0.52,-0.01,0.24,0.51,0.42,0.16,-0.07,-0.18,0.57,-0.46,-0.06,0.08,-0.02,-0.14,0.17,-0.1,-0.37,0.15,-0.06,0.1,0.04,-0.2,-0.22,0.17,0.04,-0.01,-0.01,-0.05,0.12,0.0,0.18,-0.24
960,-8.376117,231.0,-5.678648,prod3,2.7,6.95,3.58,0.22,-1.1,0.9,-0.57,-1.23,-0.24,1.41,0.76,-0.89,0.8,-0.38,0.33,-0.37,0.01,-0.34,0.9,0.35,-0.31,0.54,0.18,-0.39,0.32,-0.67,0.73,-0.03,0.49,-0.33,-0.08,0.02,-0.25,-0.1,0.61,-0.1,0.08,0.01,0.03,0.08,-0.1,0.12,0.0,0.08,-0.06,0.06
961,-7.906796,33.0,-20.10371,prod3,-12.2,6.91,3.8,0.34,-1.16,0.75,-0.65,-1.01,0.36,0.76,0.29,-0.35,0.17,-0.06,0.34,0.56,0.44,0.04,0.68,0.14,-0.02,0.06,0.1,-0.74,0.65,-0.63,0.04,0.03,-0.2,-0.18,0.19,0.16,0.09,0.28,0.45,-0.49,-0.0,-0.04,0.03,-0.07,-0.05,0.15,0.11,-0.1,-0.07,-0.12
962,-8.338009,33.0,-20.315706,prod3,-11.98,6.78,4.24,0.29,-1.07,0.54,-0.94,-0.77,-0.01,1.26,0.48,-1.19,0.1,-0.28,0.15,-0.37,-0.37,0.02,0.36,0.6,-0.61,0.33,0.28,-0.42,0.31,-0.64,0.1,-0.14,0.35,-0.49,-0.11,0.0,-0.19,0.08,0.41,-0.02,0.09,0.03,-0.12,-0.05,-0.3,0.04,0.1,-0.07,0.19,-0.04
963,-8.537734,33.0,-19.225864,prod3,-10.69,7.82,3.86,0.19,-0.84,0.94,-0.71,-0.83,0.15,1.72,0.8,-0.48,0.3,-0.14,0.46,0.28,0.66,-0.55,0.42,0.11,-0.47,0.39,-0.02,-0.63,0.55,-0.53,0.29,-0.11,0.69,-0.65,-0.03,-0.04,0.07,0.18,0.28,0.01,0.3,0.02,-0.04,0.21,-0.14,0.09,0.05,-0.07,-0.05,-0.02
964,-8.804613,33.0,-19.411743,prod3,-10.61,6.61,4.74,0.29,-1.09,0.61,-0.99,-0.88,-0.08,0.78,0.75,-0.7,0.04,-0.1,0.02,-0.52,0.16,0.42,0.53,0.45,0.13,0.75,0.14,-0.46,0.48,0.1,-0.02,-0.14,0.49,-0.28,-0.32,-0.19,-0.24,-0.47,0.32,0.16,0.26,-0.05,-0.3,0.1,-0.13,0.2,0.03,-0.09,-0.12,-0.08
965,-8.525262,33.0,-17.32172,prod3,-8.8,6.23,3.98,0.19,-0.87,0.68,-0.77,-1.29,-0.18,0.77,0.56,-0.81,0.29,-0.81,0.45,-0.09,0.04,0.46,0.6,0.07,-0.14,0.42,-0.29,-0.53,0.64,0.01,0.38,0.17,0.21,-0.19,-0.39,-0.37,-0.09,-0.08,0.16,0.04,0.14,0.26,-0.01,-0.08,-0.27,0.2,-0.03,-0.0,-0.09,-0.08
966,-7.8685164,33.0,-17.321192,prod3,-9.45,5.76,4.45,0.33,-0.73,0.31,-0.21,-1.29,0.44,1.11,0.45,-0.43,-0.03,-0.91,-0.07,-0.03,0.51,-0.24,0.72,-0.06,0.16,0.78,-0.3,-0.18,0.3,0.1,0.39,-0.05,0.3,-0.18,0.11,0.0,-0.18,-0.25,0.53,0.13,-0.1,0.22,0.31,0.03,-0.08,0.02,-0.15,0.18,-0.01,0.03
967,-7.475371,33.0,-16.683397,prod3,-9.21,6.64,4.33,0.3,-1.02,0.36,-0.45,-1.47,0.4,0.88,0.87,-0.26,0.46,-0.38,-0.38,-0.18,0.14,0.58,0.67,0.41,-0.22,0.61,0.11,-0.35,0.37,-0.35,-0.02,0.3,0.28,-0.09,0.21,-0.29,-0.14,0.12,0.25,-0.18,0.04,-0.03,0.01,-0.2,-0.04,-0.03,0.15,0.03,0.06,0.0
968,-7.8285017,33.0,-18.264227,prod3,-10.44,7.5,4.18,0.08,-0.97,0.37,-0.67,-0.8,0.05,0.53,0.97,-0.7,0.21,-0.02,-0.54,-0.51,-0.41,0.31,0.87,0.46,-0.32,0.46,0.48,-0.73,0.46,0.03,0.68,0.08,0.79,0.2,0.02,0.17,-0.2,0.03,0.39,0.1,0.32,0.01,-0.24,-0.05,-0.23,0.06,-0.04,0.02,-0.21,-0.01
969,-7.413669,33.0,-20.15899,prod3,-12.75,6.22,4.39,0.26,-0.95,0.58,-0.6,-1.31,-0.09,0.93,1.34,-0.2,-0.15,-0.07,-0.25,-0.05,0.8,-0.36,0.61,0.36,-0.45,0.1,0.44,-0.42,0.83,0.07,-0.12,0.11,0.49,-0.16,0.14,-0.18,0.12,-0.14,0.42,0.17,0.03,0.25,-0.39,0.25,0.05,0.15,0.04,-0.06,0.16,0.07
970,-7.4726505,33.0,-23.631147,prod3,-16.16,6.55,4.18,0.18,-0.53,0.36,-0.59,-0.91,0.16,1.39,1.26,-0.57,0.24,0.18,-0.57,-0.51,-0.34,0.56,-0.01,-0.04,0.11,0.33,-0.09,-0.23,0.27,-0.0,-0.17,0.46,0.39,-0.25,-0.46,-0.02,0.22,-0.35,0.1,-0.41,-0.3,-0.29,-0.17,0.04,-0.26,-0.07,-0.4,0.01,-0.13,0.19
971,-7.6125255,231.0,-4.5702257,prod3,3.04,7.03,3.61,0.25,-0.88,0.84,-0.47,-1.64,-0.6,1.53,0.82,-0.52,-0.06,-0.3,-0.57,0.6,0.04,-0.35,0.56,-0.08,-0.21,0.38,-0.13,-0.48,0.88,-0.43,-0.2,-0.11,0.11,-0.38,0.35,-0.09,-0.03,0.21,0.1,-0.21,0.06,0.09,-0.07,-0.1,-0.15,-0.01,-0.01,-0.07,-0.02,-0.01
972,-7.562591,231.0,-4.414652,prod3,3.15,6.24,4.28,0.43,-0.69,0.91,-0.48,-1.01,-0.18,1.25,0.48,-1.2,0.28,0.08,-0.17,-0.31,0.44,0.06,0.19,0.58,-0.31,0.47,-0.01,-0.5,0.53,-0.86,0.11,0.43,-0.08,-0.25,0.19,-0.38,0.38,-0.09,0.48,-0.31,-0.16,-0.0,0.14,0.09,-0.16,-0.04,0.02,-0.13,-0.09,-0.15
973,-7.7902184,231.0,-4.9657083,prod3,2.82,6.5,4.38,0.34,-0.96,1.08,-0.45,-1.22,-0.09,1.05,0.74,-0.37,-0.2,-0.34,-0.52,-0.03,-0.05,0.21,0.44,0.33,0.44,0.48,-0.31,-0.48,0.37,-0.37,-0.04,-0.11,0.17,-0.31,-0.07,0.08,-0.57,-0.02,-0.1,0.06,0.06,-0.06,0.1,-0.01,-0.13,-0.04,-0.04,-0.06,0.09,0.18
974,-7.8718953,231.0,-4.774121,prod3,3.1,6.72,3.79,0.22,-1.05,0.69,-0.66,-1.01,-0.38,0.98,0.83,-0.23,0.09,-0.4,-0.09,0.34,-0.64,0.16,0.36,0.28,-0.18,0.75,0.65,-1.23,0.2,-0.19,-0.06,0.2,0.25,-0.27,-0.16,0.08,-0.23,-0.02,0.29,-0.1,0.04,0.07,-0.11,0.07,-0.06,0.08,-0.1,-0.04,0.12,-0.03
975,-7.311308,231.0,-4.516458,prod3,2.79,6.89,4.25,0.33,-0.64,0.63,-0.35,-1.47,0.19,1.08,0.99,-0.28,0.59,-0.07,-0.13,-0.05,0.34,0.15,0.7,-0.04,-0.04,0.73,0.2,-0.41,0.25,-0.27,0.6,-0.16,0.5,-0.37,0.1,0.02,0.05,-0.09,0.25,-0.09,0.21,0.16,-0.2,-0.01,-0.3,0.21,0.05,0.07,0.2,0.15
976,-7.4133906,231.0,-4.608736,prod3,2.8,6.59,4.6,0.34,-0.92,0.63,-0.34,-0.97,0.02,1.09,1.35,-0.41,-0.02,0.22,0.19,0.28,-0.06,0.26,0.6,0.1,-0.37,0.89,0.03,-0.45,0.63,0.14,0.33,0.09,0.16,-0.06,0.16,-0.36,-0.43,-0.25,-0.16,-0.01,-0.0,0.28,-0.02,0.13,-0.04,0.07,0.01,0.24,0.12,-0.1
977,-7.9918594,231.0,-5.1723933,prod3,2.82,7.23,4.54,0.23,-0.91,0.9,-0.59,-1.02,-0.51,0.66,0.63,-0.74,0.11,-0.36,-0.41,0.35,0.21,0.6,0.95,0.52,-0.19,0.43,0.24,-0.46,0.57,-0.56,-0.13,0.32,0.46,0.07,0.31,-0.2,0.01,-0.19,0.09,-0.08,0.48,-0.09,-0.23,-0.12,0.01,0.1,-0.08,0.0,-0.02,0.09
978,-7.7852597,231.0,-4.949304,prod3,2.84,7.88,4.51,0.23,-1.04,0.51,-0.32,-1.18,-0.12,0.49,0.9,-0.91,0.21,-0.1,-0.35,0.01,-0.04,0.48,0.55,-0.13,0.01,0.51,0.43,-0.57,0.88,-0.3,0.04,-0.31,0.3,-0.21,0.41,-0.12,0.1,-0.14,-0.33,0.09,0.45,0.29,0.15,0.07,0.09,0.01,0.04,0.13,0.05,-0.04
979,-7.762926,231.0,-4.9053936,prod3,2.86,7.12,4.13,0.15,-0.96,0.7,-0.66,-1.22,-0.5,0.89,0.61,-1.13,0.02,-0.19,0.15,0.08,0.24,-0.17,0.39,0.35,-0.01,0.64,-0.03,-0.29,0.68,-0.35,-0.19,0.27,0.32,-0.3,-0.03,-0.42,-0.32,-0.06,0.03,0.15,0.3,0.03,-0.25,-0.05,-0.15,-0.06,-0.21,-0.2,0.02,-0.15
980,-7.9029655,231.0,-5.0810504,prod3,2.82,5.98,3.72,0.19,-0.89,0.4,-0.68,-1.52,-0.69,1.04,1.0,-0.51,0.04,-0.38,0.1,0.28,-0.21,0.28,0.59,0.2,-0.2,0.48,0.34,-0.47,0.07,-0.23,0.32,0.34,0.43,0.07,-0.2,-0.17,0.19,-0.16,0.33,0.31,0.06,0.26,-0.11,0.08,0.04,0.07,0.12,0.03,-0.09,-0.22
981,-8.754577,231.0,-6.068769,prod3,2.69,7.74,3.86,-0.11,-0.66,0.28,-0.31,-1.26,-0.37,0.69,0.57,-0.85,-0.61,-0.03,-0.01,0.26,-0.52,0.44,0.43,0.04,-0.07,-0.13,0.67,-0.44,0.15,-0.62,0.23,0.17,0.84,0.52,0.02,0.0,0.08,-0.48,0.49,-0.22,0.08,-0.19,-0.04,0.31,-0.04,-0.04,-0.14,0.15,-0.06,-0.02
982,-8.329982,231.0,-5.9285183,prod3,2.4,7.94,4.05,-0.07,-0.77,0.2,-0.46,-0.99,-0.47,0.76,1.04,-0.62,-0.7,-0.17,0.57,-0.51,-0.71,0.52,0.2,0.28,0.32,0.09,0.59,-0.41,0.13,-0.82,-0.14,0.1,0.82,0.04,-0.27,-0.26,-0.09,-0.29,0.19,-0.04,-0.14,0.06,-0.12,0.32,-0.01,0.16,-0.1,-0.04,-0.22,0.12
983,-8.177317,231.0,-5.566255,prod3,2.61,6.87,3.84,-0.1,-0.56,0.19,-0.01,-1.01,-0.45,1.32,0.88,-0.42,-0.18,-0.18,0.35,-0.03,-0.68,0.64,0.3,0.27,0.06,0.29,0.35,-0.25,0.03,-0.13,0.28,0.34,0.07,0.58,-0.24,-0.26,-0.21,-0.45,0.28,0.22,0.1,-0.22,-0.12,0.07,-0.2,0.1,-0.16,-0.15,0.08,0.22
984,-8.899305,231.0,-6.0256486,prod3,2.87,6.78,4.4,0.23,-0.83,0.45,-0.56,-1.22,-0.2,1.16,1.13,-0.38,-0.69,-0.12,0.4,-0.46,-0.46,0.21,0.1,0.08,0.45,0.49,0.67,-0.11,0.25,-0.44,-0.14,-0.49,0.41,0.27,-0.07,-0.06,-0.1,-0.5,-0.04,0.26,0.03,-0.01,-0.44,-0.17,-0.02,-0.04,-0.24,0.1,-0.0,0.04
985,-8.802766,231.0,-6.306654,prod3,2.5,8.1,4.07,-0.01,-0.27,-0.15,-0.38,-1.03,-0.31,0.76,0.63,-0.69,-0.99,-0.4,0.63,-0.73,-0.67,0.41,0.57,-0.08,0.29,0.69,0.81,-0.24,0.4,-0.71,-0.04,0.22,0.45,-0.3,0.2,-0.27,0.06,-0.33,0.08,0.4,-0.1,0.04,-0.1,-0.56,-0.13,0.1,0.05,-0.14,-0.21,0.03
986,-8.471168,231.0,-5.858313,prod3,2.61,8.04,4.01,-0.1,-0.47,-0.18,-0.54,-0.89,-0.28,1.19,1.13,-0.21,-0.54,-0.44,0.11,-0.35,-0.57,0.57,0.28,-0.3,0.37,0.46,0.84,-0.44,0.18,-0.18,0.0,-0.26,0.27,0.28,0.03,-0.46,-0.29,-0.6,0.24,0.44,0.38,-0.03,-0.26,-0.39,-0.02,-0.04,0.01,-0.16,-0.16,-0.04
987,-8.336331,231.0,-5.8598566,prod3,2.48,6.46,4.35,0.01,-0.72,0.45,-0.69,-1.08,-0.78,0.84,0.22,-0.31,-0.42,-0.11,0.59,0.42,-1.4,0.28,0.4,0.49,-0.03,0.15,0.6,-0.15,0.18,-0.24,0.58,0.23,0.58,0.68,-0.38,-0.03,-0.02,-0.55,0.02,0.2,-0.1,0.05,-0.1,0.34,-0.06,0.09,-0.01,0.01,-0.11,0.24
988,-8.326226,231.0,-5.1349144,prod3,3.19,6.7,4.36,0.29,-0.79,0.45,-0.57,-1.45,-0.11,0.99,0.67,-0.19,-0.32,-0.79,0.07,-0.25,-0.49,0.31,0.31,0.01,-0.19,0.22,0.92,0.08,-0.29,-0.2,0.78,0.19,0.03,0.1,0.1,-0.07,0.54,-0.62,-0.25,0.2,0.4,-0.13,-0.1,0.0,-0.11,0.24,-0.13,0.17,-0.02,0.04
989,-8.682269,231.0,-5.44894,prod3,3.23,7.2,4.1,0.19,-0.82,0.32,-0.88,-1.2,-0.6,0.94,0.86,-0.89,0.17,-0.21,0.14,-0.29,0.05,-0.07,0.55,-0.02,-0.03,0.59,0.49,0.02,0.25,0.14,0.99,-0.39,0.33,0.06,0.21,-0.09,-0.14,-0.1,-0.08,0.11,-0.22,-0.07,0.46,-0.39,0.06,-0.04,-0.11,0.06,-0.07,0.11
990,-8.56061,231.0,-5.473278,prod3,3.09,7.46,4.67,0.23,-0.48,0.36,-0.52,-1.2,-0.08,0.94,0.47,-0.71,-0.15,-0.16,-0.08,0.12,-0.09,0.16,0.33,-0.05,0.2,0.4,-0.11,-0.38,0.49,0.15,0.52,0.3,0.12,-0.31,0.24,-0.14,-0.07,-0.7,-0.15,-0.08,0.08,-0.22,-0.02,0.23,0.09,0.09,-0.21,0.02,0.0,-0.04
991,-9.136224,231.0,-6.115496,prod3,3.02,7.1,4.14,0.21,-0.66,0.77,-0.25,-0.72,-0.4,1.15,0.81,-0.18,-0.23,0.29,-0.23,-0.77,-0.55,0.71,0.35,0.38,-0.14,-0.06,0.13,-0.32,0.49,-0.46,-0.14,0.23,0.52,0.45,0.35,0.1,-0.22,-0.46,-0.33,0.24,-0.04,-0.3,-0.1,-0.14,0.09,0.04,0.05,0.06,0.01,-0.01
992,-8.109933,231.0,-5.0929184,prod3,3.02,6.61,4.07,0.28,-0.81,0.59,-0.52,-1.15,-0.09,1.14,0.7,-0.13,0.09,0.25,0.38,0.07,-0.43,0.13,0.59,-0.49,-0.07,0.28,0.02,-0.17,0.43,0.33,0.33,0.21,0.21,0.26,0.6,-0.4,0.02,-0.07,0.3,0.22,0.3,-0.04,-0.19,-0.27,0.09,0.14,-0.03,0.13,0.09,0.08
993,-7.7438974,231.0,-4.602383,prod3,3.14,7.39,4.36,0.29,-1.03,0.54,-0.63,-1.24,-0.18,0.8,0.92,-0.29,-0.38,-0.75,-0.1,-0.74,-0.05,0.11,0.41,0.12,0.26,0.19,-0.16,-0.43,0.23,0.15,0.41,0.04,0.67,-0.09,-0.12,-0.28,-0.32,-0.2,0.17,-0.14,0.27,-0.24,-0.13,0.28,0.06,0.17,0.0,0.03,-0.15,0.02
994,-7.59023,231.0,-4.3982267,prod3,3.19,7.62,4.07,0.11,-0.81,0.45,-0.5,-1.0,-0.54,1.37,0.89,-0.79,-0.09,-0.19,-0.45,-0.6,-0.27,-0.06,0.71,-0.16,0.09,-0.04,0.02,-0.24,0.66,0.11,0.88,0.02,0.78,-0.23,0.24,-0.14,0.04,-0.24,0.49,0.13,0.28,-0.04,-0.04,-0.06,0.04,0.25,-0.05,0.01,-0.02,0.09
995,-7.7154446,231.0,-4.322345,prod3,3.39,5.31,4.47,0.41,-0.91,0.67,-0.07,-1.2,0.42,0.6,-0.16,0.23,0.26,-0.74,-0.32,-0.21,0.13,0.13,-0.02,0.19,0.4,0.05,-1.0,-0.83,0.15,0.26,0.91,0.54,0.49,0.62,0.25,-0.29,-0.26,-0.36,-0.17,0.25,-0.24,0.13,0.27,0.05,0.06,-0.08,-0.16,0.19,-0.03,0.21
996,-6.6592307,231.0,-3.2522082,prod3,3.41,6.49,4.23,0.38,-0.81,0.25,-0.31,-0.62,-0.14,1.53,1.14,-0.59,-0.21,-0.08,0.59,-0.12,-0.41,0.44,-0.17,0.06,-0.18,-0.28,0.12,-0.62,0.66,-0.1,0.25,-0.02,-0.09,0.14,0.19,-0.41,0.28,-0.15,0.11,0.03,-0.0,-0.07,-0.38,-0.23,-0.08,0.09,-0.1,0.19,-0.06,0.17
997,-6.7179923,231.0,-3.2304592,prod3,3.49,7.36,4.13,0.22,-1.18,0.45,-0.31,-0.02,-0.23,0.85,0.74,-0.87,0.59,-0.4,-0.23,-0.22,-0.44,0.67,0.25,-0.04,0.52,0.1,-0.02,-0.07,0.28,0.05,0.18,-0.29,-0.03,0.01,0.06,0.3,-0.21,0.04,-0.4,0.21,0.58,-0.15,-0.06,0.11,-0.28,-0.04,0.08,0.08,-0.09,-0.01
998,-6.866259,231.0,-3.1351206,prod3,3.73,6.73,4.77,0.22,-0.77,0.04,-0.18,-0.68,0.1,0.86,0.6,-0.09,0.45,-0.17,-0.16,-0.36,-0.11,0.76,0.3,0.92,-0.41,0.04,-0.09,0.01,0.11,-0.35,0.51,-0.22,0.01,0.31,-0.42,0.37,-0.36,-0.32,-0.1,-0.4,-0.15,-0.21,0.07,-0.06,0.08,-0.09,-0.05,0.04,-0.01,0.25
999,-6.2829266,231.0,-2.8979719,prod3,3.38,6.69,4.13,0.15,-0.54,0.82,-0.71,-0.93,-0.2,1.11,0.12,-0.84,0.08,-0.28,0.25,-0.3,0.15,0.33,0.33,0.54,-0.25,-0.43,0.31,-0.3,0.19,0.04,0.23,-0.29,-0.09,0.31,0.36,0.07,-0.08,0.22,0.3,0.06,0.11,-0.18,-0.03,-0.06,-0.03,0.1,0.02,0.21,-0.08,-0.12
1000,-5.325812,231.0,-2.2031655,prod3,3.12,5.81,3.97,0.35,-0.81,0.62,-0.86,-0.56,-0.34,1.1,0.83,-0.66,-0.52,-0.16,-0.01,-0.35,-0.68,0.95,-0.4,-0.29,0.18,-0.33,0.2,-0.3,0.01,0.22,0.57,0.08,-0.42,0.29,0.27,-0.01,-0.05,0.29,0.16,0.34,0.14,0.21,0.04,-0.06,0.03,0.27,0.03,0.17,-0.02,0.08
1001,-5.5327783,115.0,-22.47051,prod3,-16.94,6.18,4.27,0.28,-0.95,0.24,-0.64,-0.28,0.1,0.87,0.87,-0.45,-0.07,-0.61,-0.07,0.03,0.29,0.61,0.3,0.02,-0.18,0.3,-0.09,-0.12,-0.12,-0.3,0.52,-0.12,-0.1,0.65,-0.09,-0.5,-0.34,-0.09,0.35,0.21,0.22,0.0,0.03,-0.29,0.03,0.32,0.04,-0.02,0.02,-0.03
1002,-5.3538013,231.0,-2.1099708,prod3,3.24,5.61,4.98,0.38,-0.77,0.22,-0.34,-0.96,0.03,1.05,0.17,-0.65,0.16,0.15,-0.11,-0.27,-0.36,0.94,0.25,0.43,0.17,0.51,0.27,-0.33,-0.05,0.04,0.97,0.1,0.09,0.13,-0.68,-0.1,0.02,0.1,0.22,0.15,-0.05,-0.07,0.26,0.11,0.18,-0.07,-0.15,0.21,-0.21,0.05
1003,-6.280977,231.0,-2.8675156,prod3,3.41,5.96,4.78,0.24,-0.93,0.45,-0.95,-1.05,-0.16,1.28,0.85,-0.48,-0.06,-0.1,-0.15,-0.35,-0.06,0.74,0.55,0.56,0.12,0.41,0.22,-0.27,0.01,-0.02,0.19,-0.16,0.04,-0.03,-0.16,-0.2,-0.02,-0.05,0.43,0.05,-0.02,0.1,0.04,-0.27,0.09,0.17,-0.19,0.2,-0.17,0.13
1004,-5.486089,231.0,-2.2635765,prod3,3.22,5.76,4.3,0.22,-1.15,0.12,-0.8,-0.75,0.08,1.3,0.72,-0.3,0.45,0.32,0.71,-0.44,-0.31,0.67,-0.19,0.5,0.27,-0.12,0.79,0.19,0.06,0.91,-0.29,0.27,-0.53,-0.17,-0.08,-0.12,-0.2,0.23,-0.35,0.27,0.06,0.23,-0.37,-0.29,-0.15,0.02,0.07,0.19,-0.19,-0.13
1005,-6.0632935,231.0,-2.840288,prod3,3.22,5.99,4.59,0.15,-0.92,0.56,-0.81,-0.69,0.03,0.86,0.69,-0.76,0.48,0.36,-0.27,-0.62,0.1,0.59,0.24,0.5,0.43,0.25,0.32,0.1,0.4,0.34,-0.07,-0.21,0.06,0.29,-0.03,0.02,-0.34,0.0,0.42,0.41,0.21,-0.05,-0.16,-0.06,-0.08,0.02,-0.1,-0.05,-0.11,-0.01
1006,-6.186224,231.0,-2.6608343,prod3,3.53,5.55,4.96,0.22,-0.64,0.6,-0.76,-1.06,0.42,0.87,0.69,-1.23,0.25,-0.47,0.02,-0.51,0.12,0.53,0.43,0.43,-0.06,0.04,0.19,0.28,0.26,0.08,0.29,-0.13,0.2,0.26,-0.3,-0.29,0.35,-0.26,0.35,0.05,-0.22,0.08,-0.1,0.07,0.14,-0.14,-0.11,0.07,-0.07,-0.09
1007,-5.6726027,231.0,-2.4527524,prod3,3.22,6.53,4.23,0.3,-0.67,0.46,-0.91,-0.67,-0.54,1.34,0.73,-0.75,-0.17,-0.35,0.14,-0.53,-0.19,0.4,-0.17,0.25,0.11,0.32,0.02,-0.15,0.26,0.1,0.13,0.08,0.02,0.21,-0.32,-0.0,-0.39,-0.09,-0.11,0.06,0.07,-0.26,-0.03,-0.14,0.19,-0.06,-0.14,0.19,-0.16,0.1
1008,-5.923499,231.0,-2.9816456,prod3,2.94,6.54,3.61,0.19,-0.86,0.29,-0.69,-1.19,-0.53,1.39,0.88,-0.38,0.1,0.16,0.18,-0.01,-0.08,0.0,0.29,-0.32,-0.22,0.11,0.42,0.3,0.46,0.23,-0.15,0.07,-0.04,0.55,0.17,-0.03,0.13,-0.2,-0.12,0.26,0.26,-0.21,0.08,0.01,0.01,0.07,0.05,0.12,0.01,-0.0
1009,-5.276906,231.0,-2.2878602,prod3,2.99,7.3,4.19,0.17,-0.6,0.41,-0.6,-1.52,-0.06,1.15,0.59,-0.77,-0.16,-0.33,0.02,-0.99,-0.31,0.37,0.31,0.14,0.04,0.64,0.26,-0.24,0.32,0.11,0.43,-0.25,-0.1,-0.04,-0.34,0.22,-0.15,0.3,0.02,-0.22,0.02,-0.15,-0.04,0.33,-0.0,-0.08,-0.1,0.09,-0.1,-0.01
1010,-5.312248,231.0,-2.2142982,prod3,3.1,7.02,3.77,-0.03,-0.55,0.23,-0.28,-1.14,-0.28,0.98,0.41,-0.71,0.35,0.14,0.76,-0.16,-0.7,0.21,0.56,-0.09,0.33,0.49,0.27,-0.37,0.22,-0.34,0.17,0.23,0.13,0.04,-0.18,-0.23,-0.22,-0.19,0.38,0.06,-0.24,-0.1,0.39,0.16,0.08,0.12,-0.23,0.24,-0.18,0.12
1011,-5.318235,231.0,-1.6430657,prod3,3.68,6.0,4.06,0.26,-0.81,0.53,-0.25,-1.27,0.55,1.41,0.93,-0.27,0.09,-0.0,0.09,0.27,0.18,0.23,0.25,-0.22,0.44,0.34,0.49,-0.08,-0.15,-0.04,0.61,0.29,0.44,0.39,0.04,-0.24,0.11,-0.46,0.21,0.23,0.08,0.08,-0.08,-0.08,-0.16,0.08,-0.11,0.15,0.0,-0.02
1012,-5.167602,231.0,-1.8623035,prod3,3.31,6.56,4.01,0.24,-0.42,0.56,-0.59,-1.05,0.04,1.54,0.81,-0.91,-0.72,0.02,-0.04,-0.47,-0.82,0.22,0.63,-0.07,-0.2,0.69,0.6,-0.45,0.52,0.19,0.48,0.28,0.36,0.21,-0.35,0.33,0.08,-0.18,0.04,0.28,-0.14,-0.27,-0.27,-0.21,-0.03,0.01,-0.15,-0.02,0.04,0.06
1013,-5.224194,231.0,-1.6293519,prod3,3.59,6.54,4.04,0.33,-0.94,0.43,-0.48,-1.05,0.23,0.75,0.52,-0.85,0.29,0.13,0.08,0.3,0.13,-0.07,0.41,0.26,0.19,0.49,0.17,-0.68,0.99,0.02,0.17,0.11,-0.23,0.34,0.59,0.03,-0.1,0.09,0.46,0.06,-0.08,0.04,0.09,-0.03,0.09,0.26,0.11,-0.16,0.06,-0.02
