Frame,Z_coord_n1,na_res,Z_coord_na,prod,na_z,NQRD26-NQRE115,NQRD107-NQRE23,tIC1,tIC2,tIC3,tIC4,tIC5,tIC6,tIC7,tIC8,tIC9,tIC10,tIC11,tIC12,tIC13,tIC14,tIC15,tIC16,tIC17,tIC18,tIC19,tIC20,tIC21,tIC22,tIC23,tIC24,tIC25,tIC26,tIC27,tIC28,tIC29,tIC30,tIC31,tIC32,tIC33,tIC34,tIC35,tIC36,tIC37,tIC38,tIC39,tIC40,tIC41,tIC42,tIC43
564,-7.211717,231.0,-3.8369672,prod2,3.37,5.85,4.13,0.18,-1.02,0.37,-0.92,-0.72,-0.01,0.96,1.39,-0.25,0.39,0.12,0.02,0.18,0.18,-0.12,-0.66,1.01,0.32,-0.17,0.26,0.3,-0.73,0.64,-0.06,0.19,-0.56,-0.2,0.06,0.39,-0.16,0.09,-0.0,0.27,-0.07,-0.01,0.01,0.2,-0.09,0.2,0.14,-0.05,-0.1,0.13
565,-7.08467,231.0,-3.7393916,prod2,3.35,6.01,5.65,0.27,-0.69,0.35,-1.02,-0.76,0.07,0.74,0.69,-0.11,-0.01,0.21,-0.14,-0.11,-0.14,-0.14,0.37,1.84,0.43,0.52,0.67,0.78,-0.88,0.69,0.18,0.26,0.29,0.26,-0.13,0.44,-0.0,0.22,-0.17,-0.11,-0.05,-0.18,0.22,0.19,-0.45,0.35,-0.03,0.04,-0.04,0.16
566,-7.6984634,231.0,-4.0517154,prod2,3.65,6.15,4.64,0.27,-1.24,0.51,-0.87,-0.63,-0.33,0.65,0.86,0.01,0.54,0.31,0.37,-0.26,-0.18,-0.14,-0.35,1.12,0.09,0.5,0.94,0.78,-0.82,1.11,0.06,0.73,-0.23,0.2,0.2,-0.11,-0.13,0.16,-0.24,0.11,0.18,-0.32,-0.16,0.18,0.03,0.17,0.18,0.06,0.02,0.03
567,-7.4332995,231.0,-3.850527,prod2,3.58,6.33,5.03,0.32,-0.86,0.38,-0.82,-0.74,0.14,0.78,0.37,-0.34,0.65,0.29,-0.21,-0.41,-0.41,0.22,-0.48,0.86,0.78,0.55,0.39,0.67,-0.4,0.71,0.82,0.54,-0.33,0.11,-0.16,0.19,-0.1,0.46,-0.24,-0.14,0.36,0.06,0.14,0.07,-0.06,0.15,0.02,0.17,-0.07,0.06
568,-8.084081,231.0,-4.788578,prod2,3.3,5.65,5.63,0.28,-1.05,0.78,-1.0,-0.36,0.09,0.47,0.29,-0.76,-0.74,-0.18,0.19,-0.17,-0.64,0.19,-0.45,1.16,-0.12,0.45,0.22,0.55,-0.51,0.31,0.29,-0.04,-0.3,0.22,-0.18,-0.08,0.26,0.39,0.23,0.01,0.11,0.07,0.19,-0.1,0.33,0.07,-0.15,0.26,0.17,-0.14
569,-7.9737115,231.0,-4.5036736,prod2,3.47,5.76,4.46,0.22,-0.76,0.72,-0.74,-0.55,-0.07,0.36,0.59,-0.25,-0.01,0.04,-0.21,0.03,-0.15,0.1,-0.31,0.78,-0.21,0.48,0.33,0.56,-0.3,0.18,-0.0,0.25,-0.66,0.41,0.57,0.22,0.33,0.18,0.0,0.19,0.08,0.03,-0.05,-0.33,-0.23,0.22,0.05,-0.05,0.12,-0.04
570,-8.307894,231.0,-4.939044,prod2,3.37,5.89,4.41,0.17,-0.9,0.78,-0.97,-0.82,-0.76,0.45,0.91,-0.36,-0.45,0.17,0.43,-0.42,0.11,-0.19,-0.59,0.68,0.31,0.47,0.42,0.39,0.27,0.2,-0.24,0.07,-0.33,0.33,-0.06,-0.02,0.14,0.07,-0.14,0.33,-0.24,-0.03,0.11,0.02,0.29,-0.08,-0.04,-0.06,0.05,-0.08
571,-8.076378,231.0,-4.757889,prod2,3.32,6.19,3.91,0.25,-1.21,0.99,-0.79,-0.33,-0.15,0.58,0.69,-0.39,0.89,-0.01,0.25,0.07,0.1,-0.26,-0.38,0.64,-0.44,0.32,0.59,0.43,-0.38,0.11,-0.04,0.49,-0.33,-0.57,0.19,-0.11,-0.44,0.41,0.29,0.05,0.17,-0.02,0.09,-0.48,0.16,-0.13,0.03,-0.04,-0.11,-0.08
572,-7.6883593,112.0,11.058852,prod2,18.75,6.95,5.29,0.32,-0.86,0.63,-0.66,-0.74,-0.13,1.22,0.35,-0.49,0.58,0.38,0.36,-0.09,0.33,-0.41,0.22,1.27,0.36,0.62,0.66,0.17,0.29,0.35,0.28,0.13,-0.44,0.25,0.65,-0.04,-0.05,-0.41,0.07,-0.26,0.3,-0.09,-0.14,0.02,0.03,0.21,-0.17,0.17,-0.1,0.11
573,-7.861868,231.0,-4.551447,prod2,3.31,6.85,4.92,0.13,-1.05,0.87,-0.72,-0.77,-0.31,0.47,0.54,-0.17,0.3,0.35,-0.18,-0.39,-0.01,0.03,-0.14,1.0,0.2,0.88,0.56,0.16,-0.07,0.67,0.81,0.22,-0.17,-0.03,0.18,0.36,-0.19,-0.17,-0.24,-0.09,0.24,0.26,0.16,0.05,-0.13,0.05,-0.13,0.09,-0.04,0.14
574,-7.9073887,112.0,12.78128,prod2,20.69,6.5,4.54,0.22,-0.79,0.86,-0.95,-0.79,-0.4,0.49,1.22,-0.37,0.11,-0.26,-0.18,-0.42,0.01,0.17,-0.1,0.51,-0.17,0.17,0.17,0.37,0.13,0.49,0.51,0.23,-0.07,-0.38,-0.01,0.25,-0.16,0.19,-0.02,-0.09,0.22,0.03,0.36,0.1,-0.12,0.12,-0.15,0.15,-0.06,0.13
575,-7.495284,112.0,11.552317,prod2,19.05,7.45,4.86,0.14,-0.65,0.55,-0.95,-0.75,-0.24,0.62,0.68,-0.38,-0.35,0.48,0.09,0.22,0.19,0.08,-0.44,0.74,0.16,0.12,0.58,0.26,-0.23,0.24,0.77,-0.08,-0.51,-0.17,0.4,0.02,-0.14,0.1,0.12,0.0,0.3,-0.22,0.35,-0.25,0.31,0.17,0.05,0.29,-0.07,-0.21
576,-7.4272923,112.0,11.009532,prod2,18.44,6.76,4.63,0.15,-0.94,0.61,-1.05,-0.67,-0.5,0.39,0.88,-0.56,-0.14,0.18,-0.16,-0.41,-0.25,-0.08,-0.42,0.29,0.19,0.54,0.33,0.23,0.63,0.36,-0.16,0.13,0.03,-0.12,-0.2,-0.26,0.08,-0.14,-0.19,-0.11,-0.17,-0.04,0.04,-0.11,0.17,0.06,-0.14,-0.06,-0.02,0.03
577,-8.4437475,231.0,-5.0537024,prod2,3.39,7.07,4.44,0.22,-0.46,0.48,-0.97,-1.18,-0.82,1.15,0.33,-0.58,-0.05,0.08,0.79,-0.02,-0.01,-0.12,-0.41,0.85,0.32,0.53,0.45,0.04,-0.36,0.48,-0.01,-0.1,-0.05,-0.1,-0.09,0.29,-0.18,-0.2,-0.04,-0.35,0.37,0.21,-0.05,-0.13,-0.22,0.15,-0.03,0.05,-0.12,-0.08
578,-8.056489,112.0,9.988737,prod2,18.05,6.15,4.48,0.16,-0.79,0.48,-1.14,-0.88,-0.1,1.14,0.44,-0.41,0.45,-0.01,0.25,-0.28,-0.14,0.13,-0.67,0.9,0.13,-0.14,0.17,-0.03,0.22,0.85,-0.66,-0.27,-0.22,-0.24,-0.21,0.21,0.06,-0.24,0.08,-0.06,-0.08,-0.11,-0.03,-0.26,0.24,0.28,0.04,-0.01,0.0,-0.19
579,-8.373589,112.0,11.274569,prod2,19.65,6.18,5.1,0.33,-0.97,0.45,-1.28,-0.68,-0.01,1.21,0.74,-0.44,0.12,0.11,-0.3,0.06,-0.51,0.67,0.22,0.51,0.56,0.36,0.58,0.27,-0.13,0.59,0.58,0.28,-0.41,0.17,0.48,-0.01,-0.47,0.14,-0.15,0.16,0.23,0.16,0.01,0.03,-0.1,-0.0,-0.12,-0.03,0.03,0.03
580,-9.02459,112.0,10.264353,prod2,19.29,7.66,5.06,0.23,-0.94,0.32,-0.71,-0.89,-0.38,0.73,0.85,-0.46,-0.08,0.08,-0.02,-0.42,-0.87,0.5,0.09,0.84,0.19,-0.05,0.2,0.27,0.21,0.55,0.17,0.07,-0.05,-0.5,0.49,0.45,-0.29,-0.17,-0.29,-0.33,0.35,-0.12,0.24,-0.03,-0.13,0.07,-0.13,0.09,0.05,0.08
581,-8.457332,112.0,11.198928,prod2,19.66,6.24,3.84,0.18,-0.89,0.47,-0.96,-1.26,-0.46,0.96,0.49,-0.44,0.74,-0.1,0.45,-0.66,0.04,0.08,-0.17,0.31,0.34,-0.11,0.52,0.11,-0.02,0.52,-0.13,0.22,-0.46,-0.19,-0.0,0.23,-0.43,-0.12,0.04,-0.14,0.16,0.18,-0.07,0.06,-0.02,-0.05,-0.05,0.06,0.06,0.13
582,-8.681404,231.0,-5.302159,prod2,3.38,6.16,4.18,0.24,-0.75,0.59,-1.08,-0.77,-0.23,0.99,0.59,-0.66,0.52,-0.22,-0.19,-0.62,0.34,-0.26,-0.47,0.5,0.05,0.33,0.54,0.45,0.04,0.8,0.21,0.68,-0.17,-0.05,0.26,-0.03,-0.05,0.16,-0.02,0.01,-0.05,-0.07,0.13,0.14,0.05,0.18,0.06,0.13,0.07,-0.17
583,-8.642581,112.0,9.544393,prod2,18.19,8.02,4.12,0.11,-0.82,0.55,-0.76,-0.73,-0.35,0.8,1.04,-0.08,0.67,0.46,0.43,-0.26,-0.09,-0.32,-0.36,0.64,0.02,0.68,0.71,-0.09,-0.02,0.18,0.82,-0.16,-0.23,0.18,0.21,0.18,-0.28,0.14,-0.26,0.1,0.34,-0.29,0.35,-0.12,0.16,0.14,0.13,0.25,0.14,0.13
584,-8.330733,112.0,10.408127,prod2,18.74,6.24,4.32,0.14,-0.92,0.82,-1.39,-0.48,-0.5,1.24,0.03,-0.55,0.58,0.26,-0.18,0.02,-0.33,-0.37,-0.74,0.75,0.2,0.43,0.12,0.16,-0.29,0.48,0.56,-0.28,-0.41,-0.04,0.02,0.36,0.21,0.46,-0.02,-0.08,-0.25,-0.1,0.16,-0.31,0.11,-0.09,-0.15,0.27,-0.14,0.08
585,-8.266529,112.0,12.11746,prod2,20.38,5.95,4.98,0.2,-0.86,0.55,-0.86,-0.89,-0.06,1.08,0.87,-0.13,0.35,0.15,0.14,-0.12,0.16,-0.17,0.08,1.24,0.04,0.34,0.79,0.59,-0.02,0.83,-0.16,0.3,-0.04,-0.17,0.17,0.18,-0.05,0.11,-0.02,0.26,0.02,-0.22,-0.2,0.22,-0.14,0.1,-0.05,0.01,0.11,-0.06
586,-8.551475,231.0,-5.3308134,prod2,3.22,6.01,5.23,0.15,-0.97,0.5,-1.24,-0.59,-0.25,0.57,0.95,0.1,-0.0,0.09,-0.24,0.48,-0.31,-0.2,-0.15,1.19,0.22,0.14,-0.06,0.61,0.42,0.34,-0.1,-0.09,-0.23,0.38,0.04,0.12,-0.31,0.27,-0.03,0.1,0.02,0.02,0.33,0.29,0.04,-0.02,0.02,-0.13,0.09,-0.03
587,-8.638878,112.0,10.203964,prod2,18.84,5.97,4.62,0.23,-0.92,0.67,-1.21,-0.34,-0.51,1.02,1.26,0.01,0.0,0.76,-0.17,-0.11,0.24,-0.09,-0.56,0.77,0.2,0.25,1.35,0.69,-0.21,0.71,-0.29,0.08,0.1,0.45,0.07,0.06,-0.11,0.16,0.02,-0.03,-0.04,0.06,0.2,-0.21,0.02,0.12,-0.07,0.11,-0.17,0.05
588,-8.966771,112.0,10.901071,prod2,19.87,6.58,4.83,0.27,-1.28,0.71,-0.91,-0.43,-0.3,0.87,0.81,-0.59,0.17,0.62,0.28,-0.46,-0.16,0.52,0.01,0.94,0.42,-0.09,0.43,0.4,-0.0,-0.0,0.15,0.09,-0.33,0.52,0.64,-0.13,0.0,0.1,0.09,-0.1,0.07,-0.05,-0.04,0.02,0.06,0.11,-0.03,-0.01,-0.1,0.03
589,-8.744846,231.0,-5.558021,prod2,3.19,6.44,4.68,0.33,-1.26,0.51,-1.59,-0.57,-0.41,1.01,0.93,-0.65,-0.1,-0.04,0.19,-0.52,-0.55,-0.06,-0.39,0.76,0.57,-0.18,0.75,0.14,0.05,0.24,0.16,0.21,0.23,-0.0,0.54,0.21,-0.15,-0.28,-0.1,0.15,-0.14,0.06,0.2,0.11,0.02,-0.02,-0.04,-0.02,0.08,0.08
590,-9.175578,231.0,-6.043459,prod2,3.13,6.07,4.5,0.3,-1.12,0.53,-0.88,-0.91,-0.33,1.01,1.19,-0.27,0.23,-0.06,0.14,-0.64,-0.35,0.16,0.14,0.79,0.24,-0.26,0.62,0.74,-0.38,0.31,0.29,0.26,-0.08,-0.02,0.29,0.18,0.14,0.41,-0.12,0.18,0.06,0.08,0.28,-0.02,0.03,0.17,-0.07,-0.03,0.02,0.04
591,-9.800478,112.0,9.707958,prod2,19.51,7.63,3.89,0.16,-1.0,0.62,-1.39,-0.78,-0.19,0.97,0.26,-0.62,0.58,0.02,0.25,-0.33,-0.37,-0.29,-0.08,0.22,0.59,-0.17,0.15,-0.11,0.0,0.74,0.81,-0.01,-0.03,0.04,0.41,0.41,-0.53,-0.06,0.09,0.03,0.34,-0.13,0.09,0.15,0.07,0.27,0.1,-0.09,-0.15,0.09
592,-9.334631,112.0,10.462498,prod2,19.8,5.32,4.16,0.32,-1.02,0.56,-1.02,-1.22,-0.28,0.96,-0.0,-0.62,0.11,-0.17,0.2,-0.06,0.03,0.41,-0.48,0.43,0.55,-0.37,0.33,0.16,0.06,0.64,-0.32,0.55,-0.36,0.29,0.09,0.03,0.11,0.07,-0.03,0.09,0.16,-0.07,-0.05,0.12,-0.12,0.13,-0.05,0.0,-0.07,0.03
593,-9.690111,231.0,-6.7483687,prod2,2.94,7.7,4.53,0.23,-0.88,0.31,-1.42,-0.77,-0.4,0.57,0.77,0.24,-0.24,0.04,-0.1,0.03,-0.11,0.62,0.15,0.43,0.0,-0.18,0.07,0.3,-0.11,0.21,0.37,0.25,0.09,-0.19,0.43,0.86,0.01,-0.15,-0.39,-0.27,0.23,-0.18,-0.03,0.27,0.04,0.12,0.17,-0.12,-0.1,0.08
594,-9.61628,112.0,9.56646,prod2,19.18,7.3,6.16,0.13,-0.79,0.57,-0.97,-0.9,-0.0,0.55,0.54,-0.58,-0.61,-0.1,-0.33,-0.77,-0.69,0.7,-0.01,1.05,0.63,-0.16,0.62,0.69,-0.1,0.53,0.69,-0.18,-0.03,-0.57,-0.09,-0.16,-0.23,-0.07,0.16,-0.44,0.11,-0.11,-0.03,0.37,0.17,0.0,-0.06,0.12,-0.03,-0.02
595,-8.92646,231.0,-5.6952915,prod2,3.23,6.88,4.92,0.25,-1.06,0.51,-1.09,-0.52,0.15,1.08,0.52,-0.7,0.52,0.06,0.19,-0.27,-0.43,0.88,0.35,0.54,0.0,0.05,0.53,0.25,0.08,0.93,0.23,0.54,-0.61,-0.52,0.03,0.14,-0.25,-0.2,-0.04,-0.48,0.22,-0.09,0.13,0.19,0.03,-0.01,-0.02,-0.16,-0.25,0.08
596,-8.826204,112.0,10.15136,prod2,18.98,6.86,5.66,0.25,-0.93,0.48,-1.05,-0.63,-0.29,1.13,0.29,-0.11,-0.04,0.64,-0.02,0.17,-0.71,0.58,0.27,1.0,0.47,0.13,0.32,0.47,-0.03,0.33,0.26,0.31,0.06,-0.54,0.23,0.04,-0.1,0.2,0.22,-0.24,0.07,-0.09,0.28,0.19,0.22,-0.05,0.07,-0.06,-0.1,0.02
597,-8.1155,112.0,11.580779,prod2,19.7,6.67,5.19,0.15,-1.02,0.48,-1.34,-0.89,-0.05,1.0,0.33,0.25,0.19,0.27,-0.03,0.42,-0.12,0.02,-0.26,0.15,-0.12,-0.19,0.09,1.24,0.12,0.83,0.24,0.17,-0.11,-0.51,0.16,-0.21,0.02,-0.0,-0.09,-0.42,0.21,-0.19,-0.12,0.34,0.08,0.21,-0.06,0.21,0.22,-0.15
598,-9.06056,231.0,-6.1240196,prod2,2.94,8.34,4.52,0.07,-0.87,0.3,-0.88,-0.64,0.27,0.78,0.86,-0.79,-0.29,0.18,0.17,-0.48,-0.51,0.83,-0.08,0.27,0.33,0.09,0.25,0.03,-0.25,-0.58,0.19,0.21,0.02,-0.05,0.37,-0.2,-0.31,0.13,-0.04,-0.35,0.26,-0.03,-0.33,-0.06,-0.0,-0.04,-0.04,0.12,-0.02,0.01
599,-9.498629,231.0,-6.145683,prod2,3.35,6.97,4.8,0.16,-1.11,0.77,-1.2,-0.69,-0.15,0.89,0.61,-0.65,-0.24,0.06,-0.36,-0.58,-0.46,0.46,0.01,0.9,0.22,0.02,0.49,0.13,-0.67,-0.07,0.73,-0.23,0.02,-0.04,0.24,0.32,-0.37,-0.06,0.19,-0.19,-0.14,-0.13,0.22,0.25,0.07,-0.0,-0.06,0.07,-0.03,-0.03
600,-9.306771,231.0,-6.493898,prod2,2.81,7.35,4.87,0.29,-0.76,0.35,-1.22,-0.54,-0.07,1.31,1.07,-1.48,-0.5,-0.08,0.01,-0.66,0.06,-0.05,-0.13,0.99,0.76,-0.71,0.34,-0.08,-0.2,-0.29,0.34,-0.35,0.24,0.07,0.62,0.36,-0.1,-0.08,0.26,0.18,0.16,0.14,-0.01,0.17,-0.01,0.16,-0.16,-0.16,-0.06,0.03
601,-9.635632,231.0,-6.5523543,prod2,3.08,7.07,4.8,0.18,-0.87,0.54,-1.06,-1.04,-0.4,0.63,0.85,-0.08,-0.32,0.48,-0.31,-0.29,0.06,0.6,0.46,0.56,0.54,-0.04,-0.09,0.03,0.13,-0.61,0.35,0.17,-0.07,0.42,0.77,-0.09,0.07,0.18,-0.17,-0.08,0.06,0.04,0.28,-0.07,-0.17,0.06,-0.21,0.08,0.1,0.03
602,-9.803213,231.0,-6.6952963,prod2,3.11,6.2,4.78,0.24,-0.68,0.77,-0.79,-1.04,0.34,0.94,0.28,-0.51,-0.1,-0.16,-0.34,-0.38,-0.36,0.21,-0.34,0.7,-0.17,0.07,-0.18,-0.23,0.26,-0.51,0.57,-0.47,-0.21,0.2,0.15,0.28,-0.04,0.38,0.02,0.65,0.43,0.46,-0.17,0.33,-0.25,-0.04,0.0,-0.15,-0.0,0.04
603,-10.266999,231.0,-7.2213445,prod2,3.05,6.84,4.67,0.45,-0.92,0.49,-0.55,-1.43,0.16,0.86,0.53,-0.05,0.2,-0.17,0.09,-0.46,0.43,0.73,0.45,0.73,0.16,0.44,-0.09,-0.34,0.35,-0.66,-0.14,-0.06,-0.42,-0.32,0.75,0.42,-0.25,0.01,-0.11,0.19,0.42,-0.02,0.09,-0.02,-0.22,0.06,-0.11,-0.12,-0.05,0.1
604,-10.536658,231.0,-7.575411,prod2,2.96,7.08,5.17,0.29,-0.89,0.72,-0.74,-0.95,0.15,0.92,0.19,-0.75,-0.21,-0.04,-0.12,-0.65,0.18,0.81,0.51,1.25,0.48,0.16,-0.19,-0.4,-0.27,-0.48,0.44,-0.17,-0.28,0.17,0.63,0.13,-0.23,0.15,0.17,0.12,0.57,0.13,-0.14,-0.08,-0.21,0.25,-0.06,0.01,-0.07,0.01
605,-11.123541,176.0,-30.356247,prod2,-19.23,6.96,5.07,0.25,-0.98,1.06,-0.69,-0.97,-0.28,1.05,0.52,-0.33,-0.3,0.13,-0.12,-0.37,0.25,0.51,0.03,1.2,0.14,-0.39,0.28,-0.3,0.53,-0.58,-0.12,-0.41,-0.18,0.24,0.54,0.14,-0.44,-0.05,-0.28,0.28,0.55,0.24,0.02,0.53,-0.31,0.04,0.0,-0.12,-0.01,0.05
606,-10.663746,231.0,-7.6871533,prod2,2.98,6.57,4.56,0.22,-0.86,0.4,-1.03,-1.36,-0.02,1.2,0.71,-0.01,-0.51,-0.09,-0.19,-0.32,0.39,0.84,0.23,0.87,-0.09,-0.22,-0.08,-0.23,-0.06,-0.48,-0.09,0.07,-0.27,-0.13,0.22,0.4,-0.03,0.04,0.32,-0.24,0.09,0.07,-0.14,0.06,0.05,-0.01,-0.06,-0.1,-0.0,-0.05
607,-10.347371,176.0,-28.98712,prod2,-18.64,6.89,5.32,0.25,-0.82,0.42,-0.79,-0.77,0.75,1.07,0.48,-0.84,-0.34,0.24,-0.4,-0.32,-0.33,0.78,0.16,1.02,0.31,-0.04,-0.41,0.04,0.24,-0.0,-0.21,-0.2,-0.06,0.08,-0.11,0.58,-0.16,0.05,-0.48,0.5,0.44,-0.12,0.4,0.4,-0.13,0.07,0.05,-0.22,-0.23,-0.01
608,-10.1353445,231.0,-6.9309874,prod2,3.2,6.38,5.24,0.3,-0.48,0.49,-0.97,-0.9,0.36,0.5,0.36,-0.23,-0.83,0.2,0.26,-0.41,-0.5,1.12,0.12,1.07,-0.13,-0.21,-0.29,-0.32,0.63,-0.4,-0.54,0.07,0.37,0.43,-0.12,0.59,-0.36,-0.07,-0.25,-0.37,-0.22,0.32,-0.14,0.18,-0.04,0.08,-0.06,-0.02,-0.08,-0.07
609,-10.899455,231.0,-7.495797,prod2,3.4,7.11,5.44,0.38,-0.77,0.58,-0.74,-1.04,0.28,0.85,0.65,0.24,0.23,-0.32,-0.1,-0.3,0.15,0.88,0.2,1.52,0.12,0.51,0.06,-0.43,-0.13,-1.01,-0.13,0.12,0.01,0.4,0.61,-0.06,-0.0,-0.12,-0.33,-0.05,0.4,0.19,-0.27,0.06,-0.05,0.02,-0.08,-0.08,-0.19,-0.03
610,-10.569789,231.0,-7.323485,prod2,3.25,6.34,4.77,0.23,-0.73,0.41,-0.91,-1.14,-0.27,1.12,0.98,-0.89,-0.65,-0.46,0.04,-0.55,-0.56,0.74,-0.27,1.07,0.12,-0.82,0.19,-0.38,0.3,-0.42,-0.5,-0.32,0.04,0.28,0.2,0.45,-0.13,-0.54,-0.05,0.2,0.07,0.3,-0.07,0.33,0.11,0.05,-0.19,-0.11,-0.0,-0.03
611,-10.690584,231.0,-7.7313237,prod2,2.96,6.77,5.38,0.16,-0.5,0.08,-0.62,-0.73,-0.02,1.23,1.06,-0.05,0.37,0.7,0.04,-0.49,-0.19,1.12,0.05,0.96,0.41,-0.14,0.1,-0.11,0.25,-0.51,-0.33,0.0,-0.15,0.22,0.44,-0.11,0.02,-0.17,0.04,0.49,0.44,0.21,0.19,0.25,0.08,-0.04,-0.13,-0.06,-0.05,-0.01
612,-10.127806,231.0,-6.8380795,prod2,3.29,6.89,4.75,0.24,-1.12,0.68,-0.94,-0.96,-0.21,1.01,0.86,-0.12,-0.94,-0.2,0.01,-0.14,-0.28,0.55,0.21,0.56,0.39,-0.2,0.17,-0.14,0.51,-1.07,-0.19,-0.05,-0.28,0.47,0.54,-0.14,-0.25,-0.21,-0.04,0.01,0.13,0.24,-0.47,0.3,0.18,0.0,-0.11,-0.11,0.0,-0.08
613,-10.598556,231.0,-7.3350945,prod2,3.26,6.46,4.01,0.21,-0.78,0.37,-0.69,-1.15,0.2,1.51,1.04,-0.56,-0.04,0.09,-0.34,-0.62,-0.2,0.21,-0.22,0.69,0.06,-0.3,-0.04,-0.18,0.06,-0.29,-0.39,-0.54,-0.07,0.2,0.14,0.58,-0.3,-0.02,0.16,-0.01,-0.1,0.03,0.0,0.15,-0.27,-0.2,-0.15,-0.17,-0.24,-0.14
614,-11.09625,231.0,-7.760318,prod2,3.34,6.28,5.33,0.27,-0.59,0.59,-0.67,-1.32,0.14,0.61,0.2,-0.04,-0.2,-0.5,-0.18,-0.15,0.39,0.24,0.09,1.03,0.48,0.05,0.06,0.37,0.29,-0.84,0.04,-0.12,-0.64,0.06,0.62,-0.13,-0.1,-0.22,-0.01,-0.0,-0.06,0.17,-0.31,0.21,-0.02,0.02,-0.06,-0.15,0.01,-0.1
615,-10.649467,231.0,-7.6048484,prod2,3.04,5.24,3.86,0.33,-0.95,0.24,-0.59,-1.53,0.0,1.41,0.94,-0.39,0.11,-0.31,-0.23,-0.05,0.12,0.46,-0.02,0.66,-0.48,-0.7,-0.19,-0.0,0.21,-0.66,-0.49,-0.14,-0.4,-0.01,0.18,0.44,-0.28,0.04,0.15,0.14,-0.14,0.17,-0.11,0.41,-0.35,0.05,-0.1,-0.13,-0.01,0.04
616,-10.759544,231.0,-7.703909,prod2,3.06,7.12,5.61,0.23,-0.82,0.36,-1.08,-1.27,-0.25,1.16,0.16,-0.49,-0.16,0.24,-0.14,-0.4,-0.07,0.43,0.22,1.63,0.2,-0.3,-0.33,-0.3,0.24,-0.14,-0.13,-0.95,-0.4,-0.21,0.42,0.15,0.07,0.21,0.04,0.05,0.38,-0.05,-0.13,0.01,-0.21,0.2,-0.05,-0.0,-0.17,-0.04
617,-9.966589,231.0,-6.923008,prod2,3.04,7.6,4.35,0.38,-0.51,0.91,-0.65,-1.19,-0.27,1.41,0.45,-0.51,-0.47,-0.02,0.24,-0.13,-0.05,-0.5,0.48,0.9,0.01,-0.01,-0.39,0.18,0.36,-0.75,0.13,-0.19,-0.35,0.09,0.93,0.62,0.01,0.34,0.11,-0.43,0.32,-0.06,0.0,-0.23,-0.11,0.24,-0.07,0.04,-0.09,-0.06
618,-10.4540615,231.0,-7.259922,prod2,3.19,5.91,5.43,0.28,-0.93,0.42,-0.93,-1.35,0.05,0.7,0.35,-0.35,0.24,-0.2,-0.08,-0.24,0.43,0.54,0.22,1.41,0.22,0.26,0.09,0.09,0.58,-0.13,0.05,-0.22,-0.58,0.44,0.15,-0.11,-0.27,0.18,0.1,0.28,0.54,0.07,-0.24,-0.21,-0.08,0.08,-0.14,0.0,0.04,0.22
619,-10.547467,231.0,-7.3309426,prod2,3.22,5.91,3.92,0.27,-0.96,0.48,-0.64,-1.21,-0.12,1.02,1.23,-0.26,-0.19,-0.43,0.32,-0.32,-0.27,0.67,-0.25,0.56,-0.07,-0.77,0.25,-0.31,0.3,-0.74,-0.66,-0.33,-0.13,0.19,-0.05,0.46,0.38,0.23,-0.16,0.54,0.45,0.39,0.14,0.04,-0.13,-0.04,-0.05,-0.07,-0.06,-0.19
620,-11.107772,231.0,-7.5078115,prod2,3.6,6.25,4.7,0.24,-0.93,0.74,-0.66,-0.87,0.51,0.8,0.57,-0.22,-0.12,-0.37,0.39,-0.44,-0.5,0.88,0.44,1.3,0.1,-0.62,0.22,-0.33,0.38,-0.28,-0.24,-0.53,0.13,0.23,-0.01,0.79,-0.54,0.2,0.05,0.38,0.16,-0.11,0.34,0.22,-0.2,0.06,0.15,-0.08,0.0,-0.15
621,-11.408755,231.0,-7.850978,prod2,3.56,6.46,5.27,0.19,-0.66,0.91,-0.63,-0.9,0.03,0.5,0.77,-0.39,-0.27,-0.45,-0.29,-0.3,-0.22,0.79,0.33,1.36,-0.03,-0.41,-0.05,-0.25,0.2,-0.21,0.0,-0.56,-0.4,-0.07,0.09,0.35,-0.51,0.17,-0.06,0.43,0.43,0.09,0.12,0.22,-0.05,0.08,-0.08,-0.16,0.01,-0.14
622,-11.477115,231.0,-8.156891,prod2,3.32,6.38,3.69,0.25,-1.03,0.67,-0.73,-1.0,-0.15,0.54,0.87,-0.27,0.33,-0.37,0.1,0.12,-0.12,0.37,0.23,0.71,-0.34,0.08,-0.26,-0.62,0.1,-0.75,-0.3,0.08,-0.45,0.31,0.13,0.46,-0.42,0.1,0.13,0.07,0.45,0.08,-0.17,0.16,-0.21,0.22,-0.15,-0.07,-0.06,0.03
623,-11.297736,231.0,-8.006027,prod2,3.29,6.78,4.02,0.17,-0.97,0.74,-0.35,-1.02,0.01,0.86,0.7,-0.23,0.04,-0.22,-0.31,-0.71,-0.24,0.46,0.47,0.48,0.23,0.01,-0.16,-0.2,0.13,-0.63,-0.29,-0.06,0.32,0.35,0.54,0.18,-0.05,0.33,0.1,0.46,0.36,-0.01,0.03,-0.14,-0.29,-0.11,-0.04,-0.18,-0.04,0.02
