Frame,Z_coord_n1,na_res,Z_coord_na
0,-5.727082,26,12.652431
3,-7.20487,26,10.838496
6,-6.584373,26,10.275541
7,-6.1794896,26,8.997943
8,-5.9491982,26,12.224737
9,-6.6774654,26,11.547117
10,-7.184109,26,10.761293
11,-6.7974396,26,12.987772
14,-6.505163,31,-24.695614
15,-6.3016148,31,-25.417912
16,-6.2686505,31,-24.48297
18,-6.7820334,31,-17.933962
19,-6.2972527,31,-14.912752
20,-5.8090477,31,-16.794209
21,-5.979648,31,-17.305763
22,-5.5565023,31,-16.476543
23,-5.8194385,31,-20.142738
24,-6.0922318,158,-22.57757
25,-5.684902,31,-24.53865
26,-5.206633,31,-24.14802
27,-4.905481,31,-22.80873
28,-4.9650917,31,-24.243866
29,-5.2392726,31,-24.52031
30,-5.030254,31,-24.285324
31,-5.3770623,31,-23.55527
32,-5.7046423,31,-25.041548
33,-6.1464634,158,-17.694391
34,-5.7604976,158,-17.464037
35,-5.4252105,206,-20.88089
36,-5.5763173,206,-18.590536
37,-5.8942614,206,-15.025153
38,-5.3822265,206,-13.670485
39,-5.532937,31,-24.36551
40,-5.1268883,31,-21.907204
41,-5.5619187,206,-19.810314
42,-5.492862,206,-21.637775
43,-5.3001018,206,-17.302746
44,-5.7076225,206,-22.571955
45,-4.8891773,207,-19.70658
46,-6.129345,206,-20.55512
47,-6.204352,206,-15.783669
48,-5.9292483,12,-20.47223
49,-6.2264853,12,-24.060076
50,-6.333498,206,-10.360092
51,-5.669818,206,-10.329635
52,-6.1693316,206,-10.301804
53,-6.43494,206,-10.077274
54,-6.1503954,206,-10.245747
55,-6.47146,206,-10.542185
56,-6.7916436,206,-10.809226
57,-6.4511766,206,-11.962434
58,-6.335296,206,-10.329646
59,-6.439358,206,-10.478343
60,-6.5376315,206,-10.813292
61,-6.2183647,206,-13.268163
62,-6.5191665,206,-12.267657
63,-6.291886,206,-10.445164
64,-6.895034,206,-10.804633
65,-5.987596,206,-10.16674
66,-5.571668,206,-9.3884735
67,-5.3011937,206,-9.586563
68,-5.2093153,206,-9.196439
69,-4.541668,206,-8.386153
70,-5.1809072,206,-9.375103
71,-5.7874,206,-10.295895
72,-5.200405,206,-9.189817
73,-4.4070106,206,-10.410654
74,-5.4039283,206,-9.638713
75,-5.017871,206,-8.873636
76,-4.5333834,206,-10.217667
77,-6.1127334,206,-10.197642
78,-5.626169,206,-11.951858
79,-5.495373,206,-11.772795
80,-5.4590015,206,-7.801488
