Frame,Z_coord_n1,na_res,Z_coord_na
0,-3.4458253,163,10.98397
1,-2.9400973,163,16.194576
2,-2.4502673,163,13.098391
4,-3.0898209,163,17.51481
6,-4.1329675,163,15.278425
7,-3.4214034,163,17.091879
36,-4.875764,258,-19.806684
37,-5.6835823,258,-21.44903
40,-5.3994627,7,-19.004362
41,-5.7255273,7,-19.393587
66,-4.8437815,116,-23.004065
68,-5.0372887,258,-18.805815
69,-6.1274123,258,-21.832907
80,-6.6257334,36,-21.216642
95,-6.1764474,258,-22.521042
102,-4.3979125,200,13.672514
103,-3.9120276,200,14.392403
104,-4.2478085,200,15.595079
105,-3.995569,200,13.69075
106,-4.6234035,200,14.471519
107,-5.2213745,200,13.062563
108,-5.282895,167,-24.322369
110,-5.5447626,217,10.899571
111,-6.342051,217,10.630359
112,-5.8787045,217,12.81269
113,-5.6731176,217,13.452691
118,-6.6573477,217,9.973387
119,-6.4683084,167,-23.979145
121,-6.6054354,167,-21.845505
166,-5.8035965,155,-17.253315
167,-5.3749743,155,-21.755709
168,-5.4126554,155,-22.020226
169,-4.836211,155,-19.8167
190,-3.3832684,130,-20.408838
191,-3.1895125,130,-17.302818
192,-3.0909958,130,-19.113667
193,-3.1045213,130,-21.042784
202,-4.27616,130,-21.950377
207,-3.913939,149,14.314426
208,-3.9639673,161,-17.38497
209,-3.9018478,161,-15.554124
210,-3.908637,161,-17.632225
211,-4.1778774,161,-21.839323
214,-3.6034126,161,-20.544668
215,-3.5392022,161,-20.916025
216,-3.4498386,161,-15.0525055
217,-3.6097074,161,-21.488007
243,-4.416505,167,-18.674002
244,-4.8782773,167,-21.430296
248,-4.4851213,167,-23.027431
249,-5.4349904,167,-21.830086
250,-4.550113,167,-22.985489
253,-3.9845514,167,-23.365963
256,-4.1870904,72,-18.792572
258,-4.1370277,72,-21.195877
260,-4.4605083,72,-18.727238
261,-4.5107512,72,-18.833105
262,-5.6212134,72,-20.370308
263,-5.015815,72,-20.957653
264,-4.1802773,72,-21.543957
280,-2.979893,231,-17.013788
281,-2.403128,231,-14.953081
282,-2.7020042,231,-14.435072
283,-2.5190752,231,-18.01835
284,-2.9581697,231,-16.349419
285,-2.2011235,231,-16.653719
286,-1.3964497,231,-16.419464
287,-2.0786736,231,-16.376143
288,-1.7602129,231,-18.031303
291,-3.0115507,231,-15.041886
292,-2.251554,231,-16.860739
295,-1.5444518,231,-19.207727
297,-1.8948581,231,-17.524
298,-1.9791489,231,-18.237015
299,-1.825975,231,-14.30182
300,-1.2376907,231,-13.271477
301,-1.5867428,231,-16.022167
302,-0.92107916,231,-16.214901
303,-0.5943102,231,-17.94174
305,-0.75152725,231,-19.852982
307,-0.8589338,231,-15.84464
332,-2.8123617,180,-21.555296
333,-2.5684974,180,-19.545424
348,-3.29444,180,-21.086275
349,-3.6264818,180,-20.361929
350,-3.5846152,180,-15.695424
351,-4.189826,180,-16.39188
352,-4.05048,180,-15.502726
353,-4.2745714,180,-17.255669
354,-4.143748,180,-19.784435
355,-4.3896813,180,-22.864021
398,-5.050579,166,-22.36943
