Frame,Z_coord_n1,na_res,Z_coord_na,prod,na_z,NQRD26-NQRE115,NQRD107-NQRE23,tIC1,tIC2,tIC3,tIC4,tIC5,tIC6,tIC7,tIC8,tIC9,tIC10,tIC11,tIC12,tIC13,tIC14,tIC15,tIC16,tIC17,tIC18,tIC19,tIC20,tIC21,tIC22,tIC23,tIC24,tIC25,tIC26,tIC27,tIC28,tIC29,tIC30,tIC31,tIC32,tIC33,tIC34,tIC35,tIC36,tIC37,tIC38,tIC39,tIC40,tIC41,tIC42,tIC43
922,-2.4344165,52.0,-2.1665752,prod3,0.27,6.53,3.89,0.1,-1.28,0.43,0.06,0.13,-0.73,-1.3,0.03,-0.32,-0.89,0.45,0.33,0.15,-0.48,-0.98,1.16,-0.79,-0.3,0.92,0.5,-0.01,-0.02,0.61,-0.31,0.26,0.45,0.09,-0.22,0.25,-0.16,-0.51,0.31,0.04,-0.13,0.01,0.12,-0.03,0.09,-0.02,-0.04,0.04,0.07,0.09
923,-2.7963207,52.0,-3.892563,prod3,-1.1,8.13,3.8,-0.13,-1.01,0.54,-0.21,-0.09,-0.32,-1.08,0.47,-0.66,-0.23,-0.14,0.72,0.31,0.22,-0.79,0.92,-0.64,-0.43,0.64,0.55,0.64,0.33,0.14,0.39,0.36,0.17,-0.29,-0.29,0.2,0.09,-0.33,-0.11,-0.31,0.06,0.03,0.12,0.31,-0.01,-0.08,0.03,-0.03,-0.19,0.04
924,-2.6973217,52.0,-3.6251893,prod3,-0.93,5.77,3.49,0.04,-1.31,0.65,-0.38,0.0,-0.56,-0.42,-0.21,0.67,-0.14,0.03,0.12,0.77,0.0,-0.53,0.57,-0.95,0.16,0.16,0.84,0.09,0.01,0.14,-0.28,0.44,0.33,-0.18,-0.66,-0.07,0.38,-0.04,0.2,0.13,-0.4,-0.29,0.09,-0.15,0.28,-0.16,0.05,0.02,0.05,-0.03
925,-3.3991723,52.0,-2.90114,prod3,0.5,6.45,4.32,-0.1,-0.77,0.59,-0.53,-0.04,-0.8,-0.77,-0.1,0.51,0.19,0.31,-0.21,0.74,-0.54,-0.43,0.81,-0.47,0.23,0.7,0.67,0.25,-0.08,0.27,0.03,-0.0,0.34,-0.06,-0.39,-0.15,-0.1,-0.01,0.06,0.32,-0.1,-0.04,0.02,-0.08,-0.01,0.05,0.04,0.11,0.0,0.1
926,-2.6818779,52.0,-2.963557,prod3,-0.28,7.19,4.25,-0.1,-1.01,0.56,-1.16,0.37,-1.14,-0.8,0.07,0.15,0.19,-0.02,-0.19,0.14,-0.24,-0.55,0.73,-0.83,0.19,0.67,0.81,0.23,-0.03,0.29,-0.15,0.14,0.13,-0.77,-0.41,-0.55,0.13,-0.31,-0.1,0.17,-0.35,-0.35,-0.15,0.09,0.25,0.15,-0.09,-0.01,-0.07,-0.05
927,-3.085396,52.0,-3.8437643,prod3,-0.76,7.21,3.78,0.04,-0.64,0.61,-0.35,0.19,-0.96,-1.43,0.39,0.86,-0.53,-0.16,0.07,0.82,-0.13,-0.18,0.64,-1.03,-0.02,1.14,0.4,0.53,-0.4,0.23,0.4,0.04,-0.48,0.13,0.24,0.32,0.16,0.21,-0.37,0.4,-0.02,-0.28,-0.47,-0.29,0.37,0.03,0.07,0.04,-0.3,0.04
928,-3.4094684,52.0,-3.5943103,prod3,-0.18,7.4,4.8,-0.12,-1.05,0.47,-0.57,0.25,-1.03,-1.02,-0.22,0.83,0.03,0.45,0.1,1.28,-0.05,0.04,1.39,-0.47,-0.0,0.68,0.51,-0.0,0.24,-0.15,-0.44,-0.35,-0.17,-0.33,-0.23,-0.06,0.08,-0.1,0.03,-0.17,0.3,-0.03,-0.43,-0.06,0.01,-0.08,-0.16,0.05,0.06,0.06
929,-3.1446583,52.0,-3.0986269,prod3,0.05,6.1,3.9,-0.15,-0.96,0.69,-0.2,-0.08,-0.79,-1.14,-0.51,0.93,0.26,0.11,-0.41,1.04,-0.02,-0.73,1.67,-0.42,-0.29,0.18,0.63,-0.3,-0.15,0.35,-0.33,0.43,-0.19,0.07,-0.74,-0.17,0.03,-0.03,0.17,-0.17,-0.0,0.12,-0.15,-0.15,0.05,-0.14,-0.16,-0.13,-0.23,-0.02
930,-3.285238,52.0,-3.1807437,prod3,0.1,7.12,3.74,-0.04,-0.79,0.5,-0.17,0.11,-0.87,-1.08,-0.14,0.82,-0.25,0.13,-0.08,0.38,-0.54,-0.81,0.95,-0.63,-0.25,0.87,0.79,-0.5,-0.07,0.64,0.01,0.09,0.08,0.01,-0.29,0.03,-0.71,-0.01,0.4,-0.33,-0.3,-0.13,-0.02,0.13,0.09,0.17,-0.12,0.04,-0.21,-0.02
931,-3.5519369,52.0,-3.7877834,prod3,-0.24,6.97,3.82,-0.22,-0.94,0.3,-0.56,-0.06,-0.97,-1.15,0.02,0.84,0.12,0.28,-0.39,0.27,-0.56,-0.44,1.3,-0.52,0.29,-0.59,0.44,-0.02,-0.58,-0.03,0.09,-0.1,-0.22,0.13,-0.98,-0.27,-0.47,-0.21,0.02,-0.47,-0.09,0.06,-0.0,-0.12,-0.03,-0.13,-0.03,-0.08,-0.26,-0.08
932,-3.6005867,52.0,-4.1794314,prod3,-0.58,7.54,3.56,-0.15,-0.83,0.45,-0.58,0.1,-0.65,-0.76,0.31,0.54,0.01,-0.22,-0.13,0.09,0.11,-0.15,0.21,-0.43,-0.45,1.24,0.62,-0.07,-0.51,-0.09,-0.23,-0.03,-0.28,0.08,-0.17,-0.34,-0.47,0.01,-0.02,0.05,-0.1,-0.0,-0.01,-0.22,0.07,0.36,-0.1,-0.27,-0.12,-0.27
933,-3.555998,52.0,-3.7027776,prod3,-0.15,6.79,3.86,-0.1,-0.79,0.67,-0.92,0.06,-0.78,-0.59,0.67,0.49,0.02,-0.21,-0.56,0.73,0.01,-0.24,0.06,-0.55,0.12,0.88,0.05,0.35,0.36,0.17,0.11,-0.11,0.02,0.0,-0.42,0.02,-0.12,0.04,0.12,-0.12,-0.23,-0.22,-0.04,-0.16,0.08,-0.06,0.06,0.13,-0.21,-0.08
934,-3.3127553,52.0,-3.6114678,prod3,-0.3,6.58,3.91,-0.16,-0.74,0.59,-0.14,0.04,-0.59,-0.93,0.92,1.35,0.35,-0.36,-0.26,0.62,-0.19,-0.25,0.37,-0.45,0.16,0.89,0.65,0.36,0.02,-0.41,-0.1,0.31,-0.13,-0.22,-0.25,-0.39,0.31,0.22,0.57,-0.19,-0.18,-0.01,-0.08,-0.06,0.02,0.16,0.06,0.12,0.1,-0.15
935,-4.0837636,52.0,-4.170106,prod3,-0.09,7.46,3.47,-0.19,-0.84,0.7,-0.44,-0.09,-0.74,-0.91,0.47,-0.15,0.03,-0.24,-0.25,0.64,-0.54,-0.38,0.37,-0.69,0.01,0.53,0.26,-0.41,-0.26,0.46,-0.06,0.04,-0.0,-0.28,-0.05,-0.13,-0.13,-0.08,0.5,-0.27,-0.17,-0.44,-0.23,-0.15,-0.03,-0.08,-0.3,-0.05,-0.1,0.07
936,-4.0729194,52.0,-5.20251,prod3,-1.13,7.06,3.84,-0.26,-1.12,0.62,-0.31,-0.47,-0.6,-0.77,0.38,1.01,0.19,-0.51,0.24,0.56,-0.13,-0.4,1.51,-0.77,0.2,1.29,0.1,0.11,-0.23,0.04,0.13,-0.11,0.02,-0.19,-0.39,-0.23,-0.22,-0.14,-0.09,0.14,-0.24,0.12,0.44,-0.21,0.22,-0.06,-0.13,0.07,0.04,0.08
937,-4.2144976,52.0,-5.2481174,prod3,-1.03,5.68,3.52,-0.17,-1.0,0.83,-0.44,-0.44,-0.87,-1.01,0.56,0.67,0.1,-0.22,0.05,0.59,0.2,0.2,0.68,-0.49,0.05,0.11,-0.05,0.66,-0.38,0.13,0.13,-0.28,-1.03,0.08,-0.56,0.28,0.12,0.16,0.32,-0.15,-0.27,0.01,0.12,0.1,0.26,0.14,0.1,0.07,0.02,-0.04
938,-4.0818305,52.0,-3.7688744,prod3,0.31,6.4,3.82,-0.12,-0.8,0.34,0.03,0.0,-1.66,-1.0,0.06,0.35,0.71,0.91,0.19,0.94,0.07,0.1,1.45,-0.29,0.69,0.64,0.41,0.21,-0.78,0.38,-0.1,0.57,-0.1,-0.2,-0.21,0.16,0.02,0.24,0.22,0.08,-0.06,0.01,-0.12,-0.24,0.1,-0.07,-0.18,-0.08,-0.11,0.06
939,-3.7151492,52.0,-3.3682518,prod3,0.35,7.39,3.6,-0.29,-0.96,0.72,-0.82,0.39,-1.75,-0.27,0.54,-0.02,0.37,0.56,0.44,0.49,0.07,0.53,0.79,0.04,0.14,0.46,0.15,0.16,0.09,0.06,-0.05,0.28,-0.28,-0.47,-0.22,0.45,0.09,0.44,0.14,-0.07,-0.22,-0.1,-0.18,0.31,0.09,0.08,-0.01,-0.11,-0.17,0.0
940,-3.9345622,52.0,-3.9973488,prod3,-0.06,6.08,3.75,-0.17,-0.85,0.27,-0.59,0.15,-1.34,-0.05,0.14,-0.41,0.71,-0.02,-0.02,0.26,-0.2,1.38,0.67,-0.52,0.41,0.34,0.73,0.94,-0.55,0.44,0.26,0.24,-0.66,0.32,0.07,-0.2,0.16,0.42,0.41,0.04,0.01,0.01,-0.17,-0.12,-0.2,-0.05,0.09,-0.1,-0.23,0.0
941,-4.4977875,52.0,-6.0941553,prod3,-1.6,6.11,3.93,-0.15,-1.28,0.47,-0.76,-0.3,-1.38,-0.68,0.03,0.06,0.25,-0.06,0.22,1.08,-0.14,0.61,1.05,-0.16,0.21,0.07,-0.04,0.63,0.27,0.43,-0.25,0.37,-0.48,-0.16,-0.11,0.15,0.16,0.42,0.26,-0.27,-0.2,-0.14,0.1,-0.22,0.24,0.01,-0.06,0.12,-0.12,0.13
942,-4.013515,52.0,-4.770812,prod3,-0.76,6.4,4.12,-0.1,-1.02,0.7,-0.16,0.03,-1.01,-1.1,0.22,0.37,-0.32,-0.2,-0.54,0.17,-0.06,-0.17,0.81,-0.24,0.66,-0.48,0.63,0.53,-0.33,0.41,-0.26,0.26,-0.21,-0.03,-0.05,0.04,0.09,0.37,0.06,-0.04,-0.2,-0.35,0.16,0.05,0.09,-0.18,-0.05,0.0,0.12,-0.01
943,-3.3906207,52.0,-4.7070813,prod3,-1.32,5.31,3.94,-0.04,-0.81,0.48,-0.46,-0.26,-1.36,-0.76,0.42,0.52,0.17,-0.58,-0.42,1.27,0.24,0.48,-0.38,-0.31,0.66,0.31,0.46,0.44,0.07,-0.07,-0.08,0.09,-0.39,0.1,-0.01,-0.05,0.48,-0.03,0.2,0.11,-0.39,-0.08,-0.07,-0.27,0.12,-0.17,-0.08,0.24,-0.07,-0.05
944,-2.8402781,52.0,-4.1742315,prod3,-1.33,7.77,3.78,-0.02,-0.99,0.25,-0.51,0.55,-1.53,-0.82,1.8,0.75,-0.39,-0.1,-0.15,0.05,-0.31,-0.6,0.03,-0.79,0.55,0.65,0.11,0.99,0.63,0.22,-0.14,-0.16,0.53,-0.21,-0.01,0.24,-0.17,0.23,0.34,-0.55,-0.22,-0.18,0.22,0.07,-0.02,-0.09,0.08,-0.04,-0.01,-0.1
945,-3.7838407,52.0,-5.0031896,prod3,-1.22,7.58,4.4,-0.16,-1.07,0.59,-0.64,-0.01,-0.9,-1.14,0.3,0.16,-0.05,-0.26,-0.08,0.4,-0.4,-0.95,1.04,-0.38,0.17,-0.0,0.61,0.51,-0.26,0.32,-0.49,-0.23,0.3,-0.6,-0.18,-0.3,0.02,0.05,-0.14,-0.09,-0.14,-0.27,0.16,-0.12,0.04,-0.33,-0.17,-0.15,-0.02,-0.02
946,-3.4577801,52.0,-3.2701502,prod3,0.19,8.24,4.69,0.0,-0.49,0.48,-0.8,0.26,-0.75,-2.0,0.73,1.17,-0.72,-0.05,-0.27,0.12,-0.17,-0.92,1.04,-0.55,0.57,0.31,0.66,0.34,-0.11,0.06,-0.51,-0.06,-0.03,0.26,-0.01,0.02,-0.22,0.13,-0.22,-0.45,0.12,-0.19,0.16,0.31,0.07,-0.06,0.09,-0.19,-0.01,0.05
947,-3.1458626,52.0,-2.9111571,prod3,0.23,5.99,3.83,-0.03,-0.8,0.9,-0.48,-0.12,-1.35,-1.84,-0.18,0.56,-0.17,-0.03,-0.24,0.38,0.15,-1.22,1.01,-0.41,0.03,-0.65,0.37,0.88,0.45,0.32,-0.19,0.48,-0.23,-0.31,-0.14,0.07,-0.16,0.5,0.71,-0.35,0.08,0.03,0.07,-0.13,-0.04,-0.17,0.01,-0.09,-0.1,-0.15
948,-3.0870643,52.0,-3.6283371,prod3,-0.54,5.85,3.66,-0.17,-0.84,0.8,-0.72,-0.41,-0.93,-1.15,0.26,0.8,-0.33,-0.41,-0.54,0.79,-0.45,-0.68,0.28,-0.3,0.03,-0.89,0.11,0.51,-0.11,0.28,-0.4,-0.06,-0.19,0.3,-0.2,-0.13,-0.66,-0.08,0.09,-0.07,-0.31,-0.07,0.13,0.22,-0.16,-0.01,0.11,0.04,-0.15,-0.04
949,-3.2746534,52.0,-4.2210927,prod3,-0.95,6.89,4.51,-0.22,-0.93,0.85,-0.65,-0.18,-1.28,-1.1,0.04,1.11,-0.6,0.12,-0.43,0.18,-0.47,-0.88,0.14,0.04,-0.16,-0.3,0.08,0.85,-0.52,0.49,-0.41,0.08,-0.1,0.33,-0.08,-0.3,0.12,-0.12,0.23,-0.53,0.28,0.08,-0.11,0.02,0.21,0.09,-0.09,0.21,-0.05,-0.09
950,-3.7257917,37.0,-17.934366,prod3,-14.21,7.97,3.52,-0.38,-0.74,-0.1,-0.67,-0.02,-1.21,-1.04,0.18,0.75,-0.31,0.19,0.49,0.37,-0.27,-1.11,-0.57,-0.24,0.28,0.09,0.37,0.48,-0.06,0.23,-0.01,0.07,0.1,-0.29,-0.55,0.47,-0.49,0.2,-0.03,-0.09,-0.12,-0.14,-0.14,0.24,0.11,-0.15,-0.14,0.03,0.08,-0.08
951,-3.719218,37.0,-18.286194,prod3,-14.57,6.98,3.8,-0.22,-0.51,0.66,-0.36,0.13,-1.47,-0.63,0.52,0.75,-0.14,-0.1,-0.46,0.06,0.42,-0.58,-0.27,-0.16,0.36,-0.24,0.16,0.03,-0.74,0.23,-0.25,0.16,-0.36,0.02,-0.48,-0.34,0.07,-0.01,-0.11,-0.22,0.1,0.02,-0.09,-0.06,0.08,-0.12,0.02,0.26,-0.01,-0.08
952,-3.414767,52.0,-4.5179367,prod3,-1.1,6.98,3.5,-0.24,-0.97,0.58,-0.38,0.15,-1.53,-0.79,0.35,1.05,-0.46,0.71,-0.15,-0.22,-0.07,-0.7,0.13,-0.3,0.48,-0.53,0.42,0.4,-0.13,0.25,-0.11,-0.07,-0.31,-0.05,-0.12,-0.14,-0.02,0.39,0.29,-0.32,-0.34,-0.31,-0.03,-0.28,-0.15,-0.19,0.17,0.18,-0.01,-0.15
953,-3.2718997,52.0,-3.4807534,prod3,-0.21,7.06,4.13,-0.05,-0.29,0.2,-0.42,0.42,-1.31,-0.87,0.77,0.73,0.11,0.14,-0.86,0.51,-0.13,-0.91,0.37,-0.13,0.55,0.06,0.44,0.64,-0.72,0.46,-0.58,0.32,0.19,0.32,-0.14,0.44,-0.28,0.57,-0.16,-0.22,-0.14,0.16,-0.57,0.08,0.7,-0.15,-0.03,0.24,-0.21,0.01
954,-3.5152316,52.0,-3.318693,prod3,0.2,6.37,3.89,-0.23,-0.75,0.86,-0.64,0.0,-1.23,-0.61,0.36,0.66,-0.21,0.35,-0.1,1.08,0.42,-0.27,-0.39,-0.05,0.24,0.09,0.61,0.92,-0.31,0.43,0.17,0.14,-0.63,-0.37,0.3,0.11,-0.48,0.28,0.62,0.05,-0.2,-0.11,-0.03,0.07,0.13,-0.05,0.11,0.07,-0.02,-0.1
955,-3.5127344,52.0,-3.1549885,prod3,0.36,6.68,4.08,-0.2,-0.64,0.69,-0.64,-0.15,-1.26,-0.42,0.65,1.02,-0.06,-0.16,-0.02,0.7,-0.11,-0.27,-0.22,0.3,0.81,0.47,0.59,0.4,-0.11,0.28,-0.23,-0.32,-0.07,-0.31,-0.25,0.32,-0.03,0.28,0.57,-0.11,-0.21,-0.11,-0.29,0.14,-0.16,0.17,0.01,-0.13,-0.17,0.0
956,-2.7537951,37.0,-20.448683,prod3,-17.69,6.15,3.83,-0.23,-0.76,0.6,-0.49,0.39,-1.44,-0.54,0.72,0.31,-0.51,0.13,-0.25,0.31,-0.15,-0.71,-0.1,-0.18,0.06,0.27,0.71,0.84,-0.47,0.91,0.03,0.17,0.27,0.18,-0.21,0.47,0.06,0.36,0.58,-0.04,-0.21,0.11,-0.12,-0.32,0.31,-0.29,-0.35,0.27,-0.07,-0.02
957,-2.697142,37.0,-20.62821,prod3,-17.93,5.77,4.2,-0.2,-0.16,0.43,-0.38,0.24,-1.01,-1.33,0.87,0.82,0.46,0.6,-0.77,0.78,-0.62,-0.83,0.46,-0.27,0.42,-0.32,0.25,0.79,-0.25,0.67,0.26,-0.23,-0.47,0.37,-1.02,0.59,-0.17,0.13,-0.1,-0.04,-0.58,-0.19,-0.03,0.08,0.57,-0.34,-0.04,0.29,-0.03,0.12
958,-2.4453185,52.0,-3.207821,prod3,-0.76,6.29,4.09,-0.22,-0.87,0.7,-0.83,-0.24,-1.32,-0.57,0.23,0.43,-0.1,-0.38,-0.42,0.8,0.1,0.09,0.08,0.19,0.9,0.62,0.99,0.37,0.09,0.59,-0.1,0.08,-0.16,0.55,0.13,0.21,-0.24,0.32,0.28,0.34,0.11,-0.03,0.14,0.03,-0.01,0.07,-0.06,0.05,-0.07,0.04
959,-2.4310908,52.0,-2.2948391,prod3,0.14,6.75,3.9,-0.24,-0.66,0.42,-1.29,0.13,-1.64,-0.78,0.64,0.49,-0.6,0.34,-0.38,-0.19,0.47,0.08,-0.67,-0.09,1.28,0.35,0.44,0.64,-0.19,0.1,0.04,-0.08,-0.56,-0.02,-0.03,0.29,-0.22,0.35,0.18,0.09,-0.19,0.1,0.11,-0.25,-0.15,0.05,0.06,-0.0,0.16,-0.05
960,-2.2042847,52.0,-1.7274014,prod3,0.48,6.55,4.2,-0.22,-0.84,0.63,-1.36,0.0,-1.51,-0.36,0.55,0.11,-0.02,0.12,-0.11,0.28,-0.09,0.81,0.4,-0.2,0.42,-0.04,0.61,0.59,0.25,0.45,0.09,0.09,0.35,-0.06,-0.04,-0.0,-0.3,0.07,0.25,0.18,-0.23,-0.17,0.25,-0.25,0.15,-0.15,0.04,0.11,0.06,-0.01
961,-2.4977217,52.0,-2.085153,prod3,0.41,6.16,3.78,-0.27,-0.96,0.3,-0.61,0.16,-1.51,-0.6,0.37,0.97,0.72,0.33,-0.11,0.23,-0.24,-0.35,0.73,-0.08,0.06,-0.28,0.53,0.74,-0.49,0.47,0.16,0.18,-0.09,-0.15,0.03,0.09,-0.17,0.52,0.6,0.15,-0.09,-0.03,-0.14,0.13,-0.11,-0.01,0.03,0.08,0.24,0.03
962,-2.7808056,52.0,-2.6796536,prod3,0.1,8.82,3.8,-0.39,-0.55,0.37,-0.7,0.32,-0.88,-0.48,0.56,0.78,0.09,0.26,-0.16,0.33,0.12,-0.57,0.53,-0.56,-0.22,-0.46,0.31,0.4,-0.23,0.4,0.24,-0.18,0.08,-0.25,0.01,0.0,-0.48,0.11,0.13,-0.41,0.3,-0.2,-0.3,-0.06,-0.04,-0.13,0.13,0.02,0.17,0.01
963,-1.8041788,52.0,-2.5991502,prod3,-0.79,6.19,5.0,-0.13,-0.9,0.49,-0.49,0.25,-0.76,-0.2,-0.15,0.64,0.08,0.05,-0.28,0.65,-0.25,-0.36,-0.08,0.38,0.6,0.59,0.39,1.04,-0.03,0.32,0.28,-0.23,-0.5,0.48,-0.05,-0.02,-0.13,0.12,0.12,-0.07,0.03,0.31,0.14,0.0,-0.05,-0.28,-0.06,0.02,-0.14,-0.08
964,-2.8864586,52.0,-2.8040156,prod3,0.08,8.09,3.94,-0.17,-0.58,0.42,-1.05,0.13,-1.43,-1.12,0.26,0.25,0.07,-0.18,0.36,0.52,0.04,-0.61,-0.26,0.02,0.77,0.33,1.02,0.47,0.04,0.75,0.24,-0.09,0.02,0.6,0.46,0.17,-0.21,0.2,-0.11,-0.2,-0.08,-0.5,-0.06,-0.19,-0.04,0.08,-0.0,0.02,-0.06,0.16
965,-2.4964712,52.0,-3.2415185,prod3,-0.75,6.61,4.16,0.01,-0.99,0.71,-0.85,0.19,-0.92,-0.79,0.09,0.8,0.02,-0.13,0.34,0.15,-0.16,0.12,-0.16,-0.08,0.95,0.55,0.97,0.5,-0.02,0.27,-0.38,-0.22,0.21,0.44,0.08,0.39,-0.16,0.55,0.25,-0.3,-0.16,0.0,-0.13,0.1,-0.14,0.08,-0.01,0.01,0.02,0.0
966,-2.4469674,52.0,-2.8499613,prod3,-0.4,6.57,4.08,0.01,-0.71,0.62,-1.0,0.7,-0.99,-0.54,0.29,0.7,0.82,0.45,0.49,0.49,-0.21,-0.3,0.1,0.11,0.2,0.16,0.7,0.07,0.54,0.45,0.62,0.09,0.51,0.75,0.17,0.57,0.25,0.36,0.55,-0.13,0.08,-0.18,0.03,0.19,-0.42,-0.14,0.1,0.21,-0.04,0.13
967,-2.3561842,52.0,-3.3528152,prod3,-1.0,7.15,4.15,-0.07,-1.27,0.52,-1.26,-0.16,-1.27,-1.04,0.83,0.87,-0.97,0.13,0.55,0.11,0.59,-0.03,-0.42,-0.39,0.37,0.33,0.55,0.43,0.2,0.15,0.05,-0.07,0.11,0.11,0.19,-0.12,0.03,0.39,-0.05,-0.02,-0.16,0.07,0.1,0.03,0.09,-0.13,-0.1,0.14,-0.01,0.05
968,-2.1160414,52.0,-1.7487898,prod3,0.37,7.23,3.62,-0.28,-0.66,0.47,-1.1,0.2,-1.37,-0.74,0.62,0.32,-0.12,0.15,-0.56,0.37,0.54,-0.2,-0.95,-0.16,0.5,0.2,0.59,0.67,-0.03,0.49,-0.15,0.1,0.14,-0.33,-0.2,-0.03,-0.38,0.33,0.18,-0.25,-0.35,-0.13,0.11,-0.12,-0.35,0.08,0.05,-0.04,-0.34,0.02
969,-2.2589898,52.0,-2.0024042,prod3,0.26,6.9,3.69,-0.07,-0.55,0.68,-0.81,-0.04,-1.3,-1.26,0.23,0.73,0.31,-0.1,-0.02,0.04,-0.12,0.12,-0.51,-0.48,0.4,0.9,0.61,0.05,0.62,0.19,0.03,-0.23,-0.3,-0.28,-0.08,0.09,-0.34,0.29,0.3,-0.26,-0.52,-0.2,-0.3,0.0,-0.07,0.01,0.14,0.11,-0.25,0.04
970,-2.0219393,52.0,-1.9302313,prod3,0.09,7.12,4.43,-0.12,-0.56,0.53,-0.54,0.42,-0.8,-0.35,0.64,0.62,0.0,0.49,0.18,0.38,0.57,0.35,-0.57,0.25,0.62,0.05,0.97,0.71,-0.26,0.04,0.07,-0.04,-0.13,0.19,0.13,-0.06,0.12,-0.12,0.09,-0.25,-0.12,0.13,-0.13,-0.17,-0.23,0.25,0.12,-0.09,-0.12,-0.08
971,-2.4045987,52.0,-1.9555341,prod3,0.45,7.51,4.13,-0.14,-0.87,0.34,-1.0,0.5,-1.33,-0.69,0.62,0.63,-0.65,0.22,0.03,0.23,0.37,-0.01,-0.52,0.16,0.23,0.33,0.39,0.85,0.05,-0.19,0.24,-0.1,-0.03,0.16,-0.2,0.25,-0.12,0.4,0.21,-0.53,-0.24,-0.28,0.22,-0.33,0.02,-0.1,0.03,0.1,-0.11,-0.12
972,-1.9884166,52.0,-1.0401571,prod3,0.95,6.96,4.63,-0.15,-0.51,0.55,-1.24,0.56,-0.88,-1.34,-0.06,0.2,-0.11,-0.01,0.5,0.06,0.59,-0.4,0.01,0.38,0.56,0.31,0.75,1.52,0.47,-0.12,0.12,0.41,0.35,-0.33,-0.12,0.98,-0.21,0.12,0.09,0.25,-0.18,0.23,-0.65,0.24,0.29,0.16,0.11,-0.16,0.0,-0.04
973,-1.9473977,52.0,-2.2244124,prod3,-0.28,7.08,4.16,-0.11,-1.01,0.46,-1.14,0.34,-0.73,-0.91,0.5,0.79,-0.02,0.57,-0.21,0.03,0.29,-0.2,-1.02,0.01,0.13,-0.34,0.47,1.21,0.21,0.03,0.2,-0.18,0.26,0.16,0.09,0.09,-0.36,0.3,-0.24,-0.09,-0.55,-0.5,-0.16,0.24,-0.3,-0.01,0.14,-0.06,0.01,0.07
974,-2.5755868,37.0,-17.346733,prod3,-14.77,7.23,4.49,-0.18,-0.43,0.52,-0.82,0.19,-1.59,-0.43,0.53,0.44,-0.63,0.33,-0.32,0.4,0.18,-0.26,-0.11,0.25,0.77,0.12,0.41,0.72,0.2,0.24,0.12,-0.11,0.44,-0.23,-0.2,0.23,-0.34,0.34,0.28,-0.13,-0.31,-0.26,-0.09,0.12,-0.2,-0.06,-0.04,-0.11,-0.08,-0.04
975,-3.4401274,37.0,-18.511042,prod3,-15.07,7.71,5.35,-0.17,-0.43,0.55,-1.14,0.1,-1.28,-0.85,0.03,0.21,-0.41,0.18,-0.52,0.03,-0.32,-0.06,0.01,0.79,0.71,0.97,1.05,0.67,0.22,0.17,0.28,-0.3,0.15,0.06,-0.26,0.37,-0.1,0.33,0.32,-0.44,-0.0,-0.34,-0.01,0.09,-0.14,-0.12,-0.11,0.1,-0.19,0.08
976,-2.6563716,37.0,-17.15313,prod3,-14.5,7.41,5.59,-0.05,-0.78,0.64,-0.71,0.33,-1.03,-0.68,-0.46,-0.16,-0.11,0.69,-0.53,0.15,-0.01,0.16,-0.65,1.03,0.76,0.39,0.78,0.54,0.32,0.49,0.14,-0.18,0.21,-0.12,-0.23,-0.13,-0.02,0.5,0.17,-0.38,-0.12,-0.26,-0.17,0.07,0.09,0.03,0.09,-0.08,-0.16,-0.06
977,-2.8874712,37.0,-17.495424,prod3,-14.61,7.68,4.87,-0.35,-0.7,0.74,-0.76,0.23,-1.57,-0.47,0.24,0.51,-0.39,0.21,-0.35,0.35,0.65,0.16,-0.29,0.61,0.41,-0.06,0.84,0.82,0.11,0.27,0.35,-0.32,-0.09,-0.46,-0.18,0.08,-0.38,0.4,-0.1,0.1,0.0,-0.21,-0.01,-0.06,0.04,-0.13,-0.07,-0.05,0.04,0.14
978,-2.055547,52.0,-1.934643,prod3,0.12,6.67,4.25,-0.06,-0.96,0.5,-0.94,-0.05,-1.35,-0.78,0.16,0.34,-0.1,0.01,-0.28,0.14,0.25,-0.28,-0.35,0.23,1.04,0.43,0.83,0.83,-0.13,-0.08,-0.12,0.13,0.07,-0.1,0.1,-0.15,-0.19,0.64,0.4,-0.22,-0.22,-0.09,0.34,-0.31,-0.07,0.04,-0.02,0.23,-0.16,0.01
979,-2.3958004,52.0,-1.9963828,prod3,0.4,7.81,3.85,-0.12,-0.77,0.34,-1.11,0.37,-1.61,-0.69,0.31,0.24,0.19,-0.51,0.34,-0.2,0.47,-0.44,-0.48,0.39,0.65,0.38,0.57,0.22,0.23,0.25,-0.42,-0.11,-0.04,-0.46,0.62,0.27,-0.17,0.13,0.26,-0.07,-0.12,-0.37,0.03,-0.12,-0.28,0.01,0.14,0.06,-0.14,-0.13
980,-1.9629287,52.0,-2.1185887,prod3,-0.16,7.33,5.96,-0.03,-0.6,0.45,-1.13,0.28,-0.99,-1.02,0.05,0.39,-0.76,0.34,-0.35,0.86,-0.85,0.28,-0.04,1.07,0.67,0.81,1.32,0.87,0.12,0.09,0.15,0.16,-0.04,0.22,0.61,0.08,-0.19,0.38,-0.06,-0.14,0.12,-0.12,-0.07,-0.05,-0.32,0.1,-0.0,0.22,0.03,0.04
