Frame,Z_coord_n1,na_res,Z_coord_na,prod
747,-4.9513807,52,-5.9753757,prod2
748,-5.0072308,52,-5.790053,prod2
749,-5.0823383,52,-6.01061,prod2
750,-4.6430902,52,-5.329613,prod2
751,-5.752494,52,-8.580101,prod2
752,-5.570734,52,-8.425351,prod2
753,-5.273728,52,-6.55811,prod2
754,-5.424493,52,-8.21025,prod2
755,-6.076748,52,-8.052557,prod2
756,-6.257434,52,-9.113357,prod2
757,-6.3568687,52,-9.22398,prod2
758,-6.679205,52,-9.6544895,prod2
759,-6.0979795,52,-9.010858,prod2
760,-6.48289,52,-9.616684,prod2
761,-6.0976124,52,-9.089677,prod2
762,-6.209994,52,-9.554722,prod2
763,-6.7474003,52,-9.858008,prod2
764,-6.714718,52,-10.102447,prod2
765,-6.757876,52,-10.337268,prod2
766,-7.1902986,52,-10.190028,prod2
767,-7.407103,52,-10.227953,prod2
768,-7.3099113,52,-10.580838,prod2
769,-7.1736975,52,-9.3723345,prod2
770,-6.7071857,52,-8.350918,prod2
771,-6.321247,52,-6.3139987,prod2
772,-6.881669,52,-7.9673877,prod2
773,-7.05331,52,-7.9658656,prod2
774,-6.564926,52,-7.890766,prod2
775,-5.651153,52,-7.214228,prod2
776,-5.9429007,52,-6.983204,prod2
777,-6.639706,52,-7.686183,prod2
778,-6.472163,52,-6.2379766,prod2
779,-5.801483,52,-5.766136,prod2
780,-5.6894574,52,-7.060453,prod2
781,-6.284991,52,-7.402866,prod2
782,-5.4904575,35,-18.750343,prod2
783,-5.082758,35,-18.290728,prod2
784,-5.480235,35,-19.936352,prod2
785,-5.4057956,35,-21.687449,prod2
786,-5.4397774,35,-19.501337,prod2
787,-4.5900397,35,-18.968071,prod2
788,-5.2333617,35,-21.165087,prod2
789,-5.440187,52,-6.5608454,prod2
790,-5.7772484,52,-6.761158,prod2
791,-5.4037805,52,-6.7882347,prod2
792,-5.2459087,52,-6.696373,prod2
793,-5.123977,52,-6.371946,prod2
794,-6.523186,52,-7.688928,prod2
795,-5.879113,52,-7.501049,prod2
796,-5.349132,52,-6.5132914,prod2
797,-5.579685,52,-6.7923856,prod2
798,-5.6468773,52,-6.7925067,prod2
799,-4.509882,52,-5.6146226,prod2
800,-4.072168,52,-5.388886,prod3
801,-4.6200624,52,-5.769707,prod3
802,-4.337082,52,-5.6739902,prod3
803,-4.814277,52,-6.2428155,prod3
804,-4.379167,52,-5.605322,prod3
805,-4.62057,52,-5.8437986,prod3
806,-4.5094824,52,-5.0567183,prod3
807,-4.979785,52,-6.283552,prod3
808,-4.2313824,52,-5.226287,prod3
809,-4.2002993,52,-5.5623174,prod3
810,-4.409866,52,-5.550802,prod3
811,-4.7906375,52,-5.7309523,prod3
812,-5.1550326,52,-6.368517,prod3
813,-4.8730793,30,-23.243164,prod3
814,-4.493411,30,-20.588196,prod3
815,-4.33526,30,-21.038502,prod3
816,-5.1402893,30,-21.6055,prod3
817,-4.738765,30,-20.46199,prod3
818,-4.212928,30,-20.824306,prod3
819,-4.3770223,52,-5.643846,prod3
820,-4.968872,52,-5.895278,prod3
821,-3.718114,52,-4.413377,prod3
822,-3.9689367,52,-5.089163,prod3
823,-4.289561,52,-5.367897,prod3
824,-3.9294093,52,-4.685492,prod3
825,-4.077617,52,-5.163712,prod3
826,-4.2712636,52,-5.1516037,prod3
827,-4.763094,52,-4.6511374,prod3
828,-4.486237,52,-5.81961,prod3
829,-4.202459,52,-5.4999723,prod3
830,-4.2864895,52,-5.790226,prod3
831,-4.3798013,52,-5.760988,prod3
832,-4.5438166,52,-5.8848844,prod3
833,-4.6838145,52,-5.719473,prod3
834,-5.1371217,52,-6.0625815,prod3
835,-4.5792785,52,-6.080991,prod3
836,-4.7540755,52,-6.487495,prod3
837,-4.849056,52,-6.1036057,prod3
838,-4.7817235,52,-5.914713,prod3
839,-4.3738127,52,-5.4318657,prod3
840,-4.6942153,52,-5.9539585,prod3
841,-4.9211483,52,-5.9321275,prod3
842,-5.0248113,52,-6.508864,prod3
843,-4.9927664,52,-5.7499924,prod3
844,-4.9667487,52,-6.292788,prod3
845,-5.000876,52,-6.2747455,prod3
846,-4.2588477,52,-5.6121106,prod3
847,-5.0307364,52,-6.711232,prod3
848,-4.5352306,52,-6.463805,prod3
849,-4.977313,52,-6.1856785,prod3
850,-4.373341,52,-5.5245643,prod3
851,-3.9911282,52,-5.4929724,prod3
852,-4.5750413,52,-5.9167714,prod3
853,-4.2188106,52,-5.6672516,prod3
854,-3.854889,52,-5.575065,prod3
855,-4.590009,52,-5.9290347,prod3
856,-4.5222545,52,-5.8138804,prod3
857,-4.3402195,52,-5.7430406,prod3
858,-4.200492,52,-5.474794,prod3
859,-4.519834,52,-5.7692795,prod3
860,-4.616998,52,-5.9218516,prod3
861,-5.128449,52,-5.905561,prod3
862,-4.572987,52,-5.6623554,prod3
863,-4.1236925,52,-5.5245376,prod3
864,-4.0441294,52,-5.7260504,prod3
865,-4.290924,52,-5.604046,prod3
866,-4.2934065,52,-5.3088284,prod3
867,-3.6605995,52,-4.80283,prod3
868,-3.9322393,52,-5.4252415,prod3
869,-4.338632,52,-5.7683144,prod3
870,-4.287138,52,-5.1190724,prod3
871,-4.525894,52,-4.6358643,prod3
872,-4.7175345,52,-4.9723544,prod3
873,-4.136467,52,-5.230657,prod3
874,-4.2191453,52,-5.1717763,prod3
875,-4.0140076,52,-3.9776366,prod3
876,-4.240548,52,-4.5933867,prod3
877,-3.9662404,52,-4.7550726,prod3
878,-3.2911737,52,-4.6564975,prod3
879,-3.0440876,52,-4.2066817,prod3
