Frame,Z_coord_n1,na_res,Z_coord_na
0,-17.850311,253,-34.539272
20,-16.882668,253,-35.128544
23,-17.351755,253,-32.29387
24,-18.820845,253,-36.250412
25,-18.27537,253,-35.81997
26,-18.607021,253,-35.954945
27,-17.750172,253,-35.6139
28,-19.01794,253,-32.58013
29,-18.32173,253,-31.932125
30,-18.278185,253,-34.44281
32,-17.411406,253,-34.03958
36,-17.402765,23,3.7725866
37,-17.41188,23,4.713324
40,-18.376003,23,1.4759251
42,-18.08524,55,1.2385707
62,-18.692652,55,1.9742951
91,-18.858932,253,-28.66439
92,-18.14153,253,-27.878872
93,-17.364798,253,-28.257061
94,-17.45827,253,-30.247282
109,-16.621344,55,2.6030672
111,-16.468193,55,4.7697763
113,-16.30009,55,4.3998
114,-17.162577,55,1.7899294
140,-18.37432,253,-36.960243
149,-17.95728,253,-35.08987
151,-18.09802,253,-31.22739
152,-18.37502,253,-27.041332
153,-18.472042,253,-29.127197
154,-18.426243,253,-25.681795
155,-19.03876,253,-28.086893
156,-19.325922,253,-29.485123
157,-18.61653,253,-30.177614
158,-19.419151,253,-27.685646
159,-18.587605,253,-24.042448
160,-18.296385,253,-26.901106
161,-18.644562,253,-26.279554
162,-18.347906,253,-25.34118
163,-18.55516,253,-26.621017
164,-18.480452,253,-28.58524
165,-18.939875,253,-30.92241
166,-18.84916,253,-35.08574
167,-18.81754,253,-37.441193
168,-18.401829,253,-36.25603
179,-18.050863,55,0.11171654
182,-18.23979,253,-35.631912
196,-16.767656,55,0.9701234
197,-16.937372,55,-0.9726038
198,-17.850262,55,-0.7821348
199,-17.619715,55,-1.440711
200,-18.014643,55,0.4294909
201,-17.52409,55,2.167401
202,-17.587677,55,1.1158642
203,-18.289913,228,-33.034603
204,-17.374569,228,-34.111702
213,-17.807076,142,-35.28644
214,-17.70895,142,-30.365202
215,-17.546026,142,-31.091097
216,-18.554031,142,-36.67786
217,-17.889849,142,-37.070198
218,-17.916073,228,-35.981373
219,-18.000038,228,-35.470135
220,-17.416954,228,-34.79192
221,-17.269974,228,-34.399117
222,-17.850412,228,-31.88538
223,-18.048738,142,-34.273888
224,-17.477,142,-32.933907
225,-18.107187,142,-26.900291
226,-17.889479,142,-24.26024
227,-17.563135,142,-25.523232
228,-18.172016,142,-23.16229
229,-17.641253,142,-25.776613
230,-18.763466,142,-25.121904
231,-18.40003,142,-26.580935
232,-18.012005,142,-27.892626
233,-17.610771,142,-30.893744
234,-17.945068,142,-23.099936
235,-18.009104,142,-27.68045
236,-17.813843,142,-30.343414
237,-18.055431,142,-31.110876
238,-18.239363,142,-35.881706
239,-17.307343,142,-32.11231
240,-18.1763,142,-28.483675
241,-17.786327,142,-33.98769
242,-17.974968,142,-30.960215
243,-18.286026,142,-31.95311
244,-18.278614,142,-34.670097
245,-18.363888,142,-35.51688
246,-18.569645,228,-29.165308
247,-18.254501,228,-29.620632
248,-18.699232,228,-29.633507
249,-18.42877,228,-33.94616
250,-18.513689,228,-36.583195
251,-18.441814,228,-34.05239
252,-19.404495,228,-28.686956
253,-18.61337,228,-24.069056
254,-18.703,228,-28.974695
255,-18.331106,228,-24.968103
256,-17.899736,228,-23.325697
257,-17.869589,228,-28.79739
258,-17.817724,228,-29.786278
259,-17.917713,228,-30.512987
260,-17.851736,253,-29.167513
261,-18.19865,253,-34.353214
262,-19.10327,253,-30.893322
263,-18.48511,253,-34.274715
264,-19.022,253,-34.432423
265,-18.441435,253,-35.72539
266,-19.191692,253,-36.780746
277,-18.948132,228,-37.453663
278,-18.682714,228,-27.342905
279,-18.400986,228,-32.83835
280,-18.565817,228,-35.7535
281,-18.291086,228,-35.056175
283,-19.464884,228,-34.60303
288,-18.839346,228,-32.573658
289,-19.020784,228,-36.405025
290,-19.554438,228,-33.693382
291,-19.882174,55,-2.1077654
292,-19.682394,228,-32.46736
293,-18.944206,228,-29.045742
294,-19.250805,55,0.6170345
295,-19.235794,228,-29.175419
296,-19.577642,228,-27.134455
297,-19.758575,228,-32.59772
298,-19.258766,55,2.0505342
299,-19.387888,55,-0.22778612
300,-18.990276,55,1.4123265
301,-19.406126,55,-1.9523281
302,-19.270456,55,0.5368404
303,-19.300873,55,-1.2622135
304,-18.804634,55,0.32787564
305,-18.163073,228,-25.038103
306,-18.95438,228,-25.8439
307,-18.47025,228,-27.90018
308,-18.956203,228,-31.919205
309,-19.143654,228,-30.354296
310,-18.960789,228,-28.828535
311,-19.229065,228,-28.19493
312,-18.836607,228,-27.518274
313,-18.745642,228,-25.691751
314,-19.877432,228,-28.486229
315,-19.904036,228,-24.346241
316,-19.075201,228,-25.03438
317,-19.222282,228,-24.384281
318,-19.979307,228,-29.36207
319,-18.98578,228,-28.47333
320,-18.948845,228,-26.09086
321,-18.399685,228,-23.945585
322,-18.371748,228,-22.576315
323,-18.875786,228,-23.788702
324,-17.990429,228,-21.203743
325,-17.398106,228,-23.299194
326,-18.251219,228,-23.353827
327,-17.738401,228,-25.288769
328,-17.484257,228,-24.08085
329,-17.609411,228,-25.910614
330,-17.231096,228,-29.05131
331,-17.131626,228,-31.772598
334,-17.630995,228,-35.585094
335,-17.8242,228,-33.440407
336,-17.922745,228,-31.151743
337,-17.630976,228,-28.10963
338,-18.11486,228,-29.49237
339,-17.758587,228,-29.283045
340,-18.482513,228,-30.434196
341,-18.751074,228,-32.785774
342,-17.783499,228,-26.200695
343,-18.70608,55,1.5184301
344,-18.631914,55,1.0526465
345,-18.33542,55,-0.48732233
346,-18.861956,55,-1.9356339
347,-19.30208,55,-2.0323417
348,-19.465092,55,-1.1735896
349,-18.557331,55,-1.1435907
350,-18.848759,55,-0.04558722
351,-18.730532,55,-1.8360794
352,-18.30441,55,-1.2668818
353,-18.106766,55,1.4332467
354,-18.51446,55,0.052912887
355,-18.2356,55,0.15824613
356,-18.574987,55,-0.8918427
357,-18.371134,55,-2.386065
358,-17.611168,55,0.46704993
359,-18.24926,55,1.4479296
360,-19.309393,55,2.3690877
361,-18.774704,55,0.40109995
362,-18.986204,55,2.283164
364,-17.857183,55,3.6983395
367,-18.42954,18,-27.999346
368,-18.114637,18,-28.335226
369,-18.346975,18,-26.555847
370,-18.191439,18,-24.679209
371,-18.369015,18,-24.794674
372,-17.56358,18,-27.426014
373,-17.860191,18,-29.749289
374,-16.961329,18,-27.685753
375,-17.709587,18,-30.45057
376,-16.901918,18,-30.963093
377,-16.740849,18,-26.574863
378,-17.186264,18,-27.35522
379,-17.339249,18,-31.529541
380,-16.192959,18,-28.562145
381,-17.278015,18,-27.766796
382,-16.879507,18,-31.247353
383,-16.515291,18,-32.996593
384,-17.224178,18,-29.962376
385,-17.037376,18,-26.926176
386,-16.83545,18,-27.301094
387,-17.46142,18,-30.438925
388,-17.207367,18,-27.209251
389,-16.361961,18,-24.589073
390,-16.736189,18,-24.567667
391,-16.904106,18,-30.545385
392,-16.581886,18,-29.76509
393,-17.178185,18,-28.275824
396,-16.484245,228,-31.830498
397,-16.763655,228,-31.595648
398,-16.144579,51,5.2675176
399,-16.153502,228,-26.516232
