Frame,Z_coord_n1,na_res,Z_coord_na
0,-6.595641,47,-19.768217
1,-6.5518293,47,-13.023553
2,-7.5121226,47,-13.69321
3,-7.7626367,47,-14.418108
4,-7.57959,47,-13.596561
5,-7.1749887,47,-15.155084
6,-7.2585278,47,-17.814058
7,-7.1952558,47,-18.709398
8,-7.1334076,47,-20.589308
10,-7.3692946,47,-20.367086
11,-7.651978,47,-20.69638
13,-7.2133775,47,-20.566343
16,-8.365059,136,-25.404724
17,-8.700726,136,-21.936033
18,-8.49314,136,-20.031454
19,-8.519238,136,-23.367365
21,-7.6143265,136,-23.530941
23,-8.296784,136,-23.7688
28,-7.3045526,136,-22.42569
29,-7.3697977,136,-20.833239
30,-7.550844,136,-21.39302
31,-7.71558,136,-20.45709
32,-6.883389,136,-12.965515
33,-6.844621,136,-14.713943
34,-7.028802,136,-19.58412
35,-7.3252525,136,-15.283218
36,-8.014119,136,-15.64316
37,-7.64292,136,-13.400488
38,-7.6943455,136,-12.811445
39,-6.6369166,136,-12.180767
40,-5.9692154,136,-11.259212
41,-6.417475,136,-11.802672
42,-6.735438,136,-15.580549
43,-6.4945183,136,-12.952058
44,-6.5568933,136,-12.245044
45,-5.2153068,136,-14.838436
46,-5.6550817,136,-11.995632
47,-5.322571,136,-14.092925
48,-5.9293637,136,-14.140234
49,-5.5801044,136,-18.63551
50,-5.237123,136,-18.909958
51,-5.501682,136,-13.442954
52,-5.58767,136,-15.940017
53,-5.13116,136,-18.166634
54,-5.716325,136,-19.82019
55,-6.0933385,136,-21.748022
56,-6.488013,136,-21.92685
57,-6.154669,136,-22.054644
60,-6.4241233,129,-20.89924
61,-6.8785534,129,-23.125622
70,-5.591955,121,11.063774
71,-6.121531,121,11.116322
72,-6.4108715,121,10.318338
73,-6.729166,121,10.89474
74,-6.2677803,121,12.207315
76,-6.765294,79,-20.967041
77,-6.580951,79,-20.9709
78,-6.3698554,79,-21.528116
79,-6.4708037,79,-22.330074
80,-6.042228,79,-17.580667
81,-6.7068243,79,-19.445852
82,-6.635272,121,14.608218
83,-6.8034434,79,-17.139433
84,-6.4826508,79,-18.294857
85,-6.5777745,79,-21.965153
86,-7.379531,155,-22.10385
87,-7.511162,79,-20.805511
88,-7.049663,79,-18.221361
89,-6.7447014,79,-20.953815
96,-7.1518583,156,-20.558287
97,-7.161953,156,-16.68258
98,-7.562554,156,-18.350597
99,-7.5328712,156,-20.19466
101,-8.124033,156,-21.177633
102,-7.986274,156,-20.560656
103,-8.079536,136,-24.364866
104,-7.783468,121,12.126002
105,-6.7842155,136,-19.653717
106,-7.4411306,136,-17.285658
107,-7.118108,121,11.312562
108,-8.01459,121,9.515844
109,-7.430317,121,12.999902
110,-8.086589,121,10.469197
111,-7.741634,121,12.199949
112,-7.187134,121,11.715803
113,-6.8779287,121,13.352305
114,-6.9469275,121,9.969445
115,-6.3534646,121,10.926776
116,-6.256557,156,-20.750866
117,-6.021854,156,-16.274347
118,-6.966753,121,9.823383
119,-7.1530905,121,7.728438
120,-6.9788857,121,8.249687
121,-6.7820697,121,7.629049
122,-7.2414417,121,7.080225
123,-6.79009,156,-15.699499
124,-6.463266,156,-12.595246
125,-6.180182,156,-12.063156
126,-6.756158,156,-11.348124
127,-7.1753144,156,-11.100658
128,-7.561867,156,-8.77052
129,-7.0918965,156,-9.834112
130,-7.02022,121,12.534551
131,-8.078098,156,-9.39183
132,-7.663043,156,-9.585212
133,-7.2133617,156,-8.676851
134,-6.676897,121,14.390841
135,-7.628946,121,12.731973
136,-8.630145,156,-9.741307
137,-8.124904,156,-9.730601
138,-7.15039,156,-9.874114
139,-6.8637357,121,13.552445
140,-6.849851,156,-9.103836
141,-6.819909,156,-8.297634
142,-7.740339,121,7.6284747
143,-7.425197,121,10.769354
144,-7.7838182,156,-8.899086
145,-8.032202,156,-10.7149105
146,-8.152053,156,-11.275847
147,-7.9140396,156,-10.92702
148,-7.667308,156,-10.507338
149,-7.1295967,156,-8.330657
150,-7.0781116,156,-9.833419
151,-6.3209543,156,-8.6933365
152,-6.9038644,156,-8.502975
153,-6.673272,156,-8.574736
154,-6.9871144,156,-8.520885
155,-6.1401243,121,13.832215
156,-6.830993,121,12.946319
157,-6.743635,156,-9.629264
158,-7.226871,156,-10.022793
159,-7.1185126,136,-17.646748
160,-6.5758486,136,-19.194643
161,-6.64613,136,-17.370066
162,-7.327085,156,-9.837118
163,-7.8813686,156,-10.196596
164,-6.8758373,156,-9.6078825
165,-6.857222,156,-9.652798
166,-7.3050513,156,-10.317018
167,-7.1680045,156,-9.982061
168,-7.294844,116,11.500383
169,-7.808498,156,-10.738891
170,-7.420974,156,-10.391335
171,-7.8854165,156,-10.442101
172,-7.808908,156,-10.489105
